h	w	p
215	359	1
214	359	1
208	358	2
275	260	2
279	259	3
199	225	3
200	225	1
203	223	1
204	220	1
205	223	2
207	220	2
208	220	2
209	223	2
207	220	2
207	220	2
207	223	2
207	223	2
208	224	2
207	224	2
208	225	2
211	229	2
213	232	2
215	233	2
217	234	2
217	234	2
219	237	2
219	238	2
219	238	2
218	238	2
221	241	2
223	243	2
222	243	2
221	243	2
219	243	2
221	246	2
221	246	2
221	246	2
221	247	2
221	247	2
221	247	2
221	247	2
222	247	2
222	247	2
221	247	2
223	247	2
223	247	2
223	247	1
223	247	1
223	247	1
225	247	1
225	247	1
224	247	1
223	247	1
223	247	2
223	246	2
215	243	2
148	482	2
146	479	2
148	478	2
148	478	2
146	478	2
146	478	2
146	478	2
146	478	2
146	478	2
146	479	2
144	480	2
144	482	2
144	484	2
185	225	2
189	228	2
190	228	2
191	229	2
142	510	2
144	516	2
143	520	2
144	523	2
144	524	1
144	527	1
146	527	2
148	528	2
146	528	2
147	529	2
148	532	2
221	246	2
222	247	2
223	247	2
224	250	1
225	251	1
227	251	1
227	249	1
227	247	1
227	249	1
225	249	1
225	251	2
225	251	2
224	251	1
223	252	2
223	252	2
223	252	2
223	252	2
223	254	2
223	255	2
223	255	2
223	255	2
223	255	2
223	255	2
222	256	2
221	256	2
221	256	2
222	256	2
222	256	2
223	256	2
224	256	2
225	256	2
225	256	2
226	256	2
227	256	2
228	256	2
229	256	2
229	256	2
231	256	2
158	404	2
156	404	2
156	404	2
156	404	2
154	404	2
152	403	2
152	403	2
152	402	2
152	402	2
152	402	2
150	401	2
150	401	2
150	401	2
148	401	2
146	401	2
144	401	2
142	398	2
142	398	2
138	398	2
140	398	2
235	252	2
235	252	2
233	252	2
234	254	2
233	254	2
233	255	2
233	256	2
233	256	2
233	256	2
233	256	2
235	259	2
235	261	2
235	261	2
235	261	2
235	261	2
234	261	2
162	416	2
164	417	2
166	419	2
166	419	2
166	419	2
166	419	2
166	420	2
168	421	2
168	421	2
168	422	2
168	422	2
168	422	2
168	424	2
168	424	2
168	424	2
168	424	2
168	424	2
168	424	2
168	424	2
166	424	2
166	424	2
166	424	2
166	424	2
166	424	2
166	424	2
166	424	2
166	424	2
166	424	2
168	424	2
168	424	2
168	422	2
168	422	2
170	422	2
168	422	2
168	424	2
168	424	2
166	426	2
166	426	2
164	428	2
162	433	2
160	438	2
158	446	3
156	455	4
102	188	3
102	188	3
102	188	3
104	189	3
104	188	2
106	188	2
106	189	2
106	189	2
106	189	2
106	189	2
122	554	2
122	554	3
122	555	3
122	555	3
106	192	3
108	193	3
108	193	3
108	197	3
108	198	3
110	198	3
108	202	3
106	202	4
106	205	4
106	207	4
104	207	4
104	207	3
106	210	3
106	211	2
106	213	3
106	213	3
160	342	3
158	337	4
158	332	4
156	324	4
156	322	4
156	319	4
154	315	4
154	310	5
152	306	5
150	301	5
136	184	5
134	189	5
136	188	5
136	188	4
136	189	4
136	189	4
136	193	3
136	192	3
136	193	3
138	189	3
138	193	4
138	193	4
140	193	4
138	197	5
140	196	3
140	198	4
140	198	4
140	198	4
140	201	4
140	202	4
140	202	4
140	205	3
138	206	3
138	207	3
138	207	3
138	207	3
138	207	3
136	209	3
136	209	2
136	210	2
136	210	2
134	210	2
134	211	2
134	211	2
134	211	2
132	211	2
132	211	2
132	211	2
132	213	2
130	214	2
130	214	3
130	215	3
130	216	3
130	216	3
130	218	3
128	219	3
128	220	3
128	220	3
128	222	2
128	223	2
130	224	2
130	225	2
128	225	2
128	225	2
128	225	2
128	225	2
130	227	2
130	227	2
130	227	2
130	227	1
130	228	1
132	229	1
132	229	1
132	229	1
134	229	1
134	228	1
134	228	1
136	228	1
136	227	1
136	225	1
136	225	3
138	225	3
138	224	3
138	223	3
138	222	3
138	222	3
136	220	4
136	219	4
134	216	4
134	216	4
132	216	4
132	216	4
130	215	4
106	392	4
106	392	4
106	389	3
106	388	3
106	386	2
106	384	2
106	384	2
106	383	2
