onset	duration	onset_frame
0.000	0.100	1
0.100	1.001	4
1.101	5.639	34
6.740	2.936	203
9.676	4.338	291
14.014	3.904	421
17.918	5.439	538
23.357	2.336	701
25.692	1.869	771
27.561	5.506	827
33.066	1.668	992
34.735	4.304	1042
39.039	3.737	1171
42.776	4.972	1283
47.748	1.268	1432
49.016	3.704	1470
52.719	1.735	1581
54.454	1.602	1633
56.056	2.069	1681
58.125	3.770	1743
61.895	3.704	1856
65.599	1.768	1967
67.367	1.869	2020
69.236	4.004	2076
73.240	18.752	2196
91.992	1.735	2758
93.727	6.506	2810
100.233	1.468	3005
101.702	2.236	3049
103.937	6.773	3116
110.711	2.469	3319
113.180	1.835	3393
115.015	5.205	3448
120.220	6.506	3604
126.727	3.170	3799
129.896	1.702	3894
131.598	2.102	3945
133.700	3.537	4008
137.237	4.605	4114
141.842	1.034	4252
142.876	1.835	4283
144.711	3.637	4338
148.348	5.506	4447
153.854	9.510	4612
163.363	2.436	4897
165.799	3.670	4970
169.469	5.806	5080
175.275	1.401	5254
176.677	2.035	5296
178.712	2.269	5357
180.981	4.972	5425
185.952	1.869	5574
187.821	2.436	5630
190.257	4.204	5703
194.461	5.606	5829
200.067	5.138	5997
205.205	1.969	6151
207.174	1.969	6210
209.142	1.435	6269
210.577	1.401	6312
211.978	2.402	6354
214.381	1.301	6426
215.682	3.003	6465
218.685	1.802	6555
220.487	1.668	6609
222.155	3.370	6659
225.525	1.802	6760
227.327	1.134	6814
228.462	1.869	6848
230.330	5.138	6904
235.469	1.068	7058
236.536	3.036	7090
239.573	3.036	7181
242.609	1.201	7272
243.810	9.142	7308
252.953	6.073	7582
259.025	4.738	7764
263.764	3.170	7906
266.933	2.236	8001
269.169	1.735	8068
270.904	1.668	8120
272.572	6.907	8170
279.479	1.335	8377
280.814	1.835	8417
282.649	2.002	8472
284.651	9.409	8532
294.060	2.069	8814
296.129	1.702	8876
297.831	2.302	8927
300.133	4.037	8996
304.171	4.338	9117
308.508	1.468	9247
309.976	4.972	9291
314.948	12.546	9440
327.494	10.043	9816
337.537	2.436	10117
339.973	2.970	10190
342.943	5.005	10279
347.948	9.643	10429
357.591	3.136	10718
360.727	4.204	10812
364.931	1.835	10938
366.766	4.805	10993
371.571	6.039	11137
377.611	7.774	11318
385.385	6.240	11551
391.625	3.337	11738
394.961	10.878	11838
405.839	3.370	12164
409.209	10.244	12265
419.452	4.905	12572
424.357	3.604	12719
427.961	4.071	12827
432.032	4.104	12949
436.136	2.202	13072
438.338	1.635	13138
439.973	4.004	13187
443.977	3.837	13307
447.814	2.269	13422
450.083	1.502	13490
451.584	3.003	13535
454.587	3.437	13625
458.024	4.071	13728
462.095	9.109	13850
471.204	2.903	14123
474.107	1.468	14210
475.575	1.935	14254
477.510	3.470	14312
480.981	1.568	14416
482.549	1.134	14463
483.683	1.335	14497
485.018	1.502	14537
486.519	1.435	14582
487.954	2.870	14625
490.824	1.401	14711
492.225	7.374	14753
499.599	3.070	14974
502.669	1.702	15066
504.371	1.435	15117
505.805	2.569	15160
508.375	1.635	15237
510.010	1.435	15286
511.444	3.437	15329
514.881	2.102	15432
516.983	2.202	15495
519.185	6.240	15561
525.425	1.902	15748
527.327	5.072	15805
532.399	2.336	15957
534.734	4.705	16027
539.439	8.742	16168
548.181	1.969	16430
550.150	3.270	16489
553.420	3.136	16587
556.556	5.973	16681
562.529	2.970	16860
565.498	1.768	16949
567.267	4.638	17002
571.905	1.602	17141
573.506	1.902	17189
575.408	3.303	17246
578.711	8.475	17345
587.187	5.873	17599
593.059	3.170	17775
596.229	11.411	17870
607.640	4.204	18212
611.845	1.935	18338
613.780	5.405	18396
619.185	2.569	18558
621.754	1.401	18635
623.156	1.034	18677
624.190	2.002	18708
626.192	1.635	18768
627.827	1.368	18817
629.195	2.502	18858
631.698	2.970	18933
634.667	8.408	19022
