onset	duration	onset_frame
0.000	5.105	1
5.105	3.470	154
8.575	4.571	258
13.146	3.303	395
16.450	2.936	494
19.386	3.470	582
22.856	2.169	686
25.025	1.235	751
26.260	5.272	788
31.532	2.536	946
34.067	2.436	1022
36.503	1.268	1095
37.771	2.469	1133
40.240	2.002	1207
42.242	3.537	1267
45.779	1.235	1373
47.014	4.371	1410
51.385	5.772	1541
57.157	4.605	1714
61.762	1.301	1852
63.063	4.238	1891
67.301	3.904	2018
71.204	1.735	2135
72.940	0.901	2187
73.840	2.970	2214
76.810	3.036	2303
79.846	1.835	2394
81.682	2.035	2449
83.717	2.436	2510
86.153	4.705	2583
90.857	1.702	2724
92.559	4.805	2775
97.364	1.768	2919
99.132	8.342	2972
107.474	1.802	3222
109.276	2.269	3276
111.545	7.941	3344
119.486	3.937	3582
123.423	3.036	3700
126.460	4.404	3791
130.864	7.474	3923
138.338	1.802	4147
140.140	4.004	4201
144.144	2.469	4321
146.613	1.401	4395
148.015	1.902	4437
149.916	12.579	4494
162.496	2.502	4871
164.998	5.138	4946
170.137	2.469	5100
172.606	2.970	5174
175.575	3.237	5263
178.812	1.068	5360
179.880	1.134	5392
181.014	1.034	5426
182.049	0.767	5457
182.816	1.502	5480
184.317	0.934	5525
185.252	1.201	5553
186.453	1.168	5589
187.621	0.834	5624
188.455	0.868	5649
189.322	0.767	5675
190.090	1.168	5698
191.258	1.034	5733
192.292	0.968	5764
193.260	1.301	5793
194.561	1.201	5832
195.762	1.068	5868
196.830	1.034	5900
197.864	1.068	5931
198.932	1.235	5963
200.167	1.001	6000
201.168	0.767	6030
201.935	0.934	6053
202.869	1.735	6081
204.604	11.845	6133
216.450	2.469	6488
218.919	6.840	6562
225.759	3.237	6767
228.995	2.102	6864
231.098	3.070	6927
234.167	3.003	7019
237.170	0.968	7109
238.138	9.676	7138
247.814	1.301	7428
249.116	1.168	7467
250.283	5.105	7502
255.388	3.437	7655
258.825	2.469	7758
261.294	8.675	7832
269.970	2.069	8092
272.038	5.506	8154
277.544	3.170	8319
280.714	4.338	8414
285.051	1.635	8544
286.686	3.804	8593
290.490	1.168	8707
291.658	8.108	8742
299.766	3.003	8985
302.769	2.870	9075
305.639	1.435	9161
307.073	1.835	9204
308.909	2.069	9259
310.977	1.602	9321
312.579	6.607	9369
319.186	2.636	9567
321.822	2.769	9646
324.591	2.269	9729
326.860	1.201	9797
328.061	9.443	9833
337.504	4.905	10116
342.409	8.508	10263
350.917	7.074	10518
357.991	5.072	10730
363.063	2.369	10882
365.432	2.402	10953
367.834	2.069	11025
369.903	2.369	11087
372.272	4.338	11158
376.610	6.240	11288
382.849	4.438	11475
387.287	3.504	11608
390.790	1.535	11713
392.325	2.436	11759
394.761	3.604	11832
398.365	6.773	11940
405.138	3.637	12143
408.775	2.135	12252
410.911	9.576	12316
420.487	2.870	12603
423.356	2.269	12689
425.625	1.602	12757
427.227	12.312	12805
439.539	1.969	13174
441.508	9.810	13233
451.318	2.436	13527
453.753	3.904	13600
457.657	2.903	13717
460.560	4.204	13804
464.764	2.369	13930
467.133	1.335	14001
468.468	4.705	14041
473.173	1.435	14182
474.607	1.001	14225
475.608	1.602	14255
477.210	1.301	14303
478.511	4.638	14342
483.149	2.469	14481
485.618	1.335	14555
486.953	1.602	14595
488.555	3.303	14643
491.858	1.768	14742
493.626	1.368	14795
494.995	3.737	14836
498.732	1.435	14948
500.166	11.245	14991
511.411	1.401	15328
512.812	1.969	15370
514.781	2.603	15429
517.384	1.668	15507
519.052	1.668	15557
520.720	2.836	15607
523.556	1.835	15692
525.392	11.011	15747
536.403	3.504	16077
539.906	1.435	16182
541.341	1.935	16225
543.276	1.568	16283
544.844	2.536	16330
547.380	3.770	16406
551.151	1.568	16519
552.719	3.403	16566
556.122	6.807	16668
562.929	5.939	16872
568.868	9.209	17050
578.077	2.069	17326
580.146	7.407	17388
587.554	5.739	17610
593.293	7.474	17782
600.767	2.736	18006
603.503	5.172	18088
608.675	2.069	18243
610.743	1.268	18305
612.011	8.675	18343
620.687	4.738	18603
625.425	3.937	18745
629.362	2.569	18863
631.931	6.340	18940
638.271	8.442	19130
646.713	3.203	19383
649.916	4.371	19479
654.287	1.802	19610
656.089	3.003	19664
659.092	3.470	19754
662.562	13.680	19858
