onset	duration	onset_frame
0.000	5.372	1
5.372	3.003	162
8.375	1.768	252
10.143	1.168	305
11.311	1.602	340
12.913	0.968	388
13.881	1.268	417
15.148	0.901	455
16.049	0.968	482
17.017	2.636	511
19.653	4.204	590
23.857	4.571	716
28.428	3.637	853
32.065	2.903	962
34.968	4.671	1049
39.640	1.235	1189
40.874	6.707	1226
47.581	1.502	1427
49.082	3.370	1472
52.452	6.073	1573
58.525	3.437	1755
61.962	3.070	1858
65.032	3.170	1950
68.201	4.438	2045
72.639	2.836	2178
75.475	3.670	2263
79.146	2.069	2373
81.214	7.608	2435
88.822	1.502	2663
90.324	4.938	2708
95.262	1.702	2856
96.964	1.568	2907
98.532	2.970	2954
101.501	3.237	3043
104.738	1.068	3140
105.806	1.134	3172
106.940	1.034	3206
107.975	0.767	3237
108.742	1.502	3260
110.243	0.934	3305
111.178	1.201	3333
112.379	1.168	3369
113.547	0.834	3404
114.381	0.868	3429
115.248	0.767	3455
116.016	1.168	3478
117.184	1.034	3513
118.218	0.968	3544
119.186	1.301	3573
120.487	1.201	3612
121.688	1.068	3648
122.756	1.034	3680
123.790	1.068	3711
124.858	1.235	3743
126.093	1.001	3780
127.094	0.767	3810
127.861	0.934	3833
128.795	1.735	3861
130.530	6.373	3913
136.903	2.769	4104
139.673	2.236	4187
141.908	2.936	4254
144.845	4.905	4342
149.750	4.271	4489
154.021	3.770	4617
157.791	1.335	4730
159.126	4.838	4770
163.964	1.535	4915
165.499	2.803	4961
168.301	2.102	5045
170.404	3.604	5108
174.007	0.934	5216
174.941	0.801	5244
175.742	1.535	5268
177.277	5.739	5314
183.016	3.904	5486
186.920	2.836	5603
189.756	6.940	5688
196.697	1.935	5896
198.632	2.436	5954
201.068	1.768	6027
202.836	7.007	6080
209.843	3.570	6290
213.413	1.768	6397
215.182	3.937	6450
219.119	4.204	6568
223.323	4.671	6694
227.994	4.738	6834
232.733	4.938	6976
237.671	3.537	7124
241.208	1.869	7230
243.076	0.968	7286
244.044	4.171	7315
248.215	2.703	7440
250.917	1.502	7521
252.419	2.469	7566
254.888	4.705	7640
259.593	2.803	7781
262.395	2.502	7865
264.898	4.905	7940
269.803	4.872	8087
274.674	2.669	8233
277.344	2.436	8313
279.779	1.835	8386
281.615	5.305	8441
286.920	0.734	8600
287.654	1.268	8622
288.922	2.803	8660
291.725	1.802	8744
293.527	2.436	8798
295.962	1.902	8871
297.864	5.939	8928
303.803	1.368	9106
305.172	3.804	9147
308.975	1.568	9261
310.544	3.270	9308
313.814	2.736	9406
316.550	8.775	9488
325.325	4.238	9751
329.563	1.869	9878
331.431	1.401	9934
332.832	4.171	9976
337.003	1.768	10101
338.772	2.436	10154
341.208	1.668	10227
342.876	7.007	10277
349.883	1.368	10487
351.251	1.134	10528
352.385	3.804	10562
356.189	8.041	10676
364.231	2.669	10917
366.900	5.272	10997
372.172	1.201	11155
373.373	1.869	11191
375.242	2.669	11247
377.911	2.169	11327
380.080	4.238	11392
384.317	4.638	11519
388.955	1.869	11658
390.824	1.602	11714
392.425	3.070	11762
395.495	1.835	11854
397.330	2.135	11909
399.466	1.869	11973
401.334	2.269	12029
403.603	7.774	12097
411.378	1.435	12330
412.812	6.006	12373
418.818	1.935	12553
420.754	4.071	12611
424.824	5.606	12733
430.430	4.037	12901
434.467	4.304	13022
438.772	5.405	13151
444.177	2.836	13313
447.013	7.241	13398
454.254	3.370	13615
457.624	7.941	13716
465.565	2.469	13954
468.034	11.979	14028
480.013	5.539	14387
485.552	1.702	14553
487.253	2.102	14604
489.356	1.935	14667
491.291	6.707	14725
497.998	2.135	14926
500.133	1.902	14990
502.035	1.602	15047
503.636	8.075	15095
511.711	3.136	15337
514.848	3.370	15431
518.218	5.072	15532
523.289	2.369	15684
525.658	2.035	15755
527.694	2.169	15816
529.863	7.741	15881
537.604	3.537	16113
541.141	2.102	16219
543.243	6.139	16282
549.382	1.969	16466
551.351	5.906	16525
557.257	4.037	16702
561.294	1.535	16823
562.829	1.535	16869
564.364	2.502	16915
566.866	7.307	16990
574.174	5.839	17209
580.013	2.769	17384
582.782	6.073	17467
588.855	4.438	17649
593.293	5.606	17782
598.898	4.972	17950
603.870	7.841	18099
611.711	2.636	18334
614.347	1.568	18413
615.915	2.803	18460
618.718	1.235	18544
619.953	5.005	18581
624.958	3.837	18731
628.795	12.412	18846
641.207	1.935	19218
643.143	5.639	19276
648.781	13.146	19445
661.928	2.903	19839
664.831	10.244	19926
675.074	7.774	20233
682.849	1.568	20466
684.417	8.842	20513
693.259	8.609	20778
