episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	ONbond_end	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Pheob_Rach	loc_coffeeshop	loc_outside	loc_other
s5e23d	1	1	0.0	4.0	4.0	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e23d	2	2	4.0	178.0	174.0	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s5e23d	3	3	178.0	182.0	4.0	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e23d	4	4	182.0	240.0	58.0	False	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e23d	5	5	240.0	287.0	47.0	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s5e23d	5	6	287.0	320.0	33.0	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s5e23d	5	7	320.0	337.0	17.0	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s5e23d	5	8	337.0	368.0	31.0	False	False	True	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e23d	5	9	368.0	391.0	23.0	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e23d	6	10	391.0	406.0	15.0	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s5e23d	6	11	406.0	420.0	14.0	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s5e23d	6	12	420.0	458.0	38.0	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e23d	7	13	458.0	511.0	53.0	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s5e23d	8	14	511.0	544.0	33.0	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s5e23d	8	15	544.0	603.0	59.0	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s5e23d	8	16	603.0	626.0	23.0	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s5e23d	9	17	626.0	629.0	3.0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e23d	10	18	629.0	665.0	36.0	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s5e23d	10	19	665.0	681.0	16.0	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s5e23d	10	20	681.0	692.0	11.0	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True
s5e23d	11	21	692.0	717.0	25.0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
