episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s5e15a	1	1	0.0	6.0	6.0	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s5e15a	1	2	6.0	44.0	38.0	True	True	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s5e15a	1	3	44.0	143.0	99.0	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False
s5e15a	2	4	143.0	178.0	35.0	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
s5e15a	3	5	178.0	180.0	2.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e15a	4	6	180.0	211.0	31.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s5e15a	4	7	211.0	228.0	17.0	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False
s5e15a	4	8	228.0	285.0	57.0	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s5e15a	5	9	285.0	291.0	6.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s5e15a	5	10	291.0	313.0	22.0	False	True	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s5e15a	5	11	313.0	386.0	73.0	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s5e15a	5	12	386.0	396.0	10.0	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s5e15a	6	13	396.0	398.0	2.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s5e15a	7	14	398.0	465.0	67.0	True	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False	False	False
s5e15a	7	15	465.0	545.0	80.0	False	False	True	False	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False
s5e15a	8	16	545.0	594.0	49.0	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s5e15a	9	17	594.0	653.0	59.0	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False
