h	w	p
215	359	1
210	361	1
196	362	1
206	366	1
186	379	1
182	384	2
180	388	2
160	365	1
168	368	1
166	367	1
168	366	1
166	365	1
166	365	1
166	365	1
166	365	1
164	365	1
162	365	1
162	365	1
162	365	1
162	366	1
162	367	1
162	368	1
162	368	1
160	370	1
158	372	1
158	372	1
158	372	1
156	375	1
156	379	1
154	383	1
152	384	1
152	386	1
150	389	1
152	390	1
152	392	1
152	392	1
150	390	1
150	390	1
150	390	1
150	391	1
150	392	1
152	392	1
152	392	1
150	390	1
150	389	1
152	388	1
152	388	1
154	388	1
154	387	1
154	386	1
152	386	1
150	386	1
152	388	1
152	387	1
154	386	1
154	386	1
152	386	1
152	385	1
152	385	1
152	385	1
152	386	1
150	386	1
150	386	1
150	386	1
150	386	1
152	386	1
156	385	1
158	385	1
158	385	1
160	385	1
160	385	1
160	384	1
162	384	1
164	384	1
164	384	1
162	385	1
164	385	1
164	385	1
164	385	1
164	385	1
166	385	1
166	385	1
166	385	1
166	385	1
166	385	1
166	385	1
166	385	1
164	385	1
164	384	1
164	384	1
166	383	1
166	382	1
166	381	1
166	381	1
166	381	1
164	379	1
160	379	1
158	379	1
158	378	1
156	377	1
158	377	1
156	377	1
158	377	1
158	377	1
158	378	1
156	378	1
156	378	1
152	377	1
152	377	1
152	377	1
152	376	1
150	376	1
154	376	1
156	376	1
160	376	1
166	376	1
168	376	1
168	376	1
168	376	1
170	376	1
170	376	1
172	376	1
174	376	1
174	376	1
174	377	1
176	377	1
176	377	1
176	379	1
178	380	1
180	383	1
182	382	1
182	383	1
184	388	1
186	392	1
190	394	1
186	397	1
188	403	1
176	416	1
174	420	1
174	424	1
176	428	1
176	425	1
176	424	1
176	424	1
174	420	1
170	415	1
170	415	1
170	412	1
170	410	1
168	406	1
166	403	1
168	403	1
168	402	1
168	401	1
168	401	1
168	401	1
168	401	1
168	401	1
166	399	1
166	398	1
166	398	1
166	397	1
166	397	1
166	397	1
166	397	1
166	397	1
166	394	1
166	394	1
166	394	1
166	393	1
166	393	1
164	392	1
164	392	1
164	392	1
164	392	1
164	392	1
164	392	1
164	393	1
164	393	1
164	393	1
164	394	1
164	394	1
164	395	1
164	397	1
164	397	1
164	397	1
164	397	1
164	397	1
164	397	1
164	398	1
164	398	1
162	398	1
162	398	1
162	398	1
162	398	1
162	399	1
162	399	1
162	399	1
162	399	1
162	399	1
162	399	1
162	399	1
162	399	1
162	399	1
162	399	1
160	398	1
160	398	1
160	398	1
160	398	1
160	398	1
160	397	1
160	397	1
160	397	1
160	397	1
160	397	1
160	397	1
158	397	1
158	397	1
158	397	1
156	397	2
221	554	2
221	554	1
221	554	1
221	554	1
221	554	1
222	554	1
221	554	1
221	554	1
221	554	1
221	554	1
220	554	1
219	554	1
219	554	1
219	554	1
217	554	1
216	555	1
215	555	1
214	556	1
213	559	2
211	559	3
209	559	4
208	560	4
206	563	4
204	564	4
176	233	4
175	234	4
173	234	4
171	238	4
170	238	4
106	227	4
108	227	4
110	225	3
112	225	3
108	224	3
106	223	3
104	222	3
108	222	3
112	222	3
112	220	3
108	219	3
108	218	3
108	216	4
108	216	4
106	216	2
104	215	2
102	214	2
102	213	2
100	211	2
102	213	2
102	213	2
102	213	2
102	213	2
100	211	2
100	211	2
102	213	2
100	211	2
98	211	2
98	211	2
98	211	2
98	211	2
98	211	2
98	211	2
100	213	2
98	211	2
100	211	2
102	213	2
102	211	1
102	213	2
104	214	2
104	213	2
102	213	2
102	213	1
104	213	2
106	214	3
104	214	3
104	214	3
104	215	3
106	216	3
110	216	3
112	219	3
110	220	3
110	220	3
112	222	3
110	223	3
108	223	2
108	224	3
110	227	2
116	229	3
114	229	3
110	229	3
110	229	3
110	231	3
116	233	3
112	233	3
108	233	3
108	235	3
108	237	3
108	238	3
108	239	3
108	242	3
108	243	3
106	243	3
110	244	5
106	243	6
104	243	3
104	242	3
106	241	3
104	240	3
102	240	3
104	238	3
104	234	3
337	452	3
337	451	3
337	449	3
339	449	3
339	448	2
339	446	1
341	446	1
341	444	1
343	444	1
343	443	1
343	443	1
343	442	2
345	442	2
345	442	2
345	442	2
345	442	2
345	440	2
347	440	2
347	439	2
347	438	2
347	437	2
347	437	2
347	437	2
347	437	2
347	437	2
349	437	2
347	435	2
349	434	2
349	434	2
195	572	2
196	572	2
196	570	2
196	569	2
196	568	2
196	568	2
196	568	2
196	565	2
195	564	2
195	563	2
194	560	2
194	559	2
193	559	2
193	554	2
191	554	2
189	550	2
186	547	2
186	545	2
185	542	2
182	539	2
180	536	2
177	532	2
176	529	2
176	528	2
173	527	2
170	523	2
167	518	2
164	514	2
160	514	2
160	511	2
159	507	2
158	503	2
156	497	2
156	493	2
155	492	1
154	487	1
154	482	1
154	478	1
154	478	1
154	478	1
152	474	1
152	473	1
152	471	1
152	470	2
152	469	2
150	465	2
150	460	2
150	457	2
337	295	2
337	295	2
335	295	2
331	295	2
331	292	2
150	365	2
150	363	2
150	363	2
152	361	1
152	361	1
152	362	1
152	362	1
152	360	1
152	358	1
152	358	1
152	359	1
150	359	1
150	358	1
150	358	1
150	359	1
148	361	1
148	361	1
148	361	1
146	361	1
148	361	1
148	359	1
148	358	1
148	358	1
148	357	1
148	357	1
148	357	1
150	356	1
150	356	1
148	358	1
148	356	1
148	353	2
148	353	1
148	355	2
148	357	2
146	359	2
144	356	3
337	279	3
337	279	3
337	278	4
337	277	4
339	279	4
339	279	4
132	446	4
134	452	3
136	460	3
140	467	2
138	469	1
140	473	1
140	476	1
140	480	1
140	484	1
140	487	1
140	492	1
142	500	1
142	500	1
142	497	1
142	500	1
142	500	1
142	502	1
144	500	1
144	498	1
144	496	1
144	496	1
146	496	2
152	496	3
154	493	4
154	491	5
152	487	3
150	485	3
152	485	3
150	484	3
150	482	2
148	480	2
146	478	2
146	476	2
146	473	2
144	470	2
146	469	1
146	466	2
144	464	2
144	461	2
146	460	1
144	457	1
144	455	2
144	451	2
144	451	2
146	451	2
146	448	2
146	446	2
148	446	2
150	446	2
150	446	2
331	333	2
331	333	2
333	336	2
331	335	2
331	335	3
331	336	3
333	337	3
389	498	6
389	500	6
391	501	6
391	505	6
393	507	6
297	424	6
297	424	6
164	171	6
164	171	5
162	171	4
160	171	4
160	171	3
158	171	3
158	171	3
156	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
154	171	3
156	171	3
156	171	3
156	171	3
158	173	3
158	173	4
160	173	4
158	171	4
158	171	4
158	171	4
156	171	4
156	171	4
156	171	4
156	171	4
156	171	4
156	171	4
156	170	4
156	170	4
156	170	3
369	326	3
369	324	3
369	324	3
369	324	3
369	324	3
369	324	2
369	323	2
367	323	2
367	322	2
367	322	2
367	322	2
367	322	2
367	322	2
367	321	2
367	321	2
367	321	2
367	321	2
367	321	2
367	321	2
367	321	2
369	319	2
367	319	2
367	319	2
367	319	2
367	319	2
367	321	2
367	323	4
156	171	4
156	171	3
156	171	3
156	171	3
156	171	4
156	171	1
156	171	2
156	171	2
154	171	2
154	170	1
154	170	1
154	170	1
154	170	1
154	170	1
154	170	1
154	170	1
154	170	1
154	170	2
154	170	2
154	170	2
154	170	2
152	169	2
150	168	2
148	168	4
148	168	5
309	421	6
309	421	6
106	312	4
106	313	2
106	313	2
106	313	1
106	314	1
106	315	1
106	317	1
106	318	1
106	319	1
106	319	2
106	322	1
108	324	1
108	326	2
108	327	2
108	330	2
108	333	2
108	336	2
110	337	2
110	340	2
110	342	2
110	346	2
112	351	4
112	356	4
114	359	5
114	365	6
120	211	5
120	211	4
118	210	4
116	209	5
116	207	4
116	205	4
120	389	5
207	319	5
120	391	5
118	389	5
118	388	5
118	384	5
118	383	5
116	380	5
114	375	5
114	370	5
112	365	5
112	361	5
112	358	5
110	354	4
110	351	3
110	347	3
110	344	3
110	342	3
110	340	3
110	336	3
110	331	3
110	328	3
110	327	3
110	324	3
110	319	3
110	314	3
108	306	2
106	301	1
104	297	1
100	294	2
98	290	3
96	288	3
94	286	3
94	285	3
201	411	3
203	412	3
206	415	3
207	415	3
207	415	3
209	416	3
209	416	2
210	416	2
210	415	1
210	415	1
211	415	1
211	415	1
211	416	1
211	416	1
212	415	1
212	415	1
212	415	1
212	416	1
212	415	1
211	415	1
211	415	1
211	415	1
211	415	1
211	416	1
210	416	1
210	416	1
209	417	1
209	417	1
209	416	1
209	416	1
208	416	1
208	416	1
208	416	1
207	416	1
207	416	1
205	416	1
205	416	1
205	416	1
204	415	1
204	415	1
203	412	1
201	410	2
199	404	2
196	399	2
195	394	3
194	392	2
192	388	2
190	384	3
192	385	3
223	469	2
223	469	3
224	467	3
225	467	3
225	466	3
224	467	4
132	428	4
132	428	3
132	428	3
132	429	3
132	429	3
132	428	2
132	428	2
132	428	1
136	428	1
138	428	1
138	426	1
140	428	1
142	428	1
142	426	1
142	425	1
142	425	1
144	424	1
144	422	1
146	420	1
146	420	1
148	419	1
148	416	1
148	413	1
150	412	1
152	408	1
152	403	1
150	399	1
148	395	1
148	392	1
148	389	1
146	386	1
146	383	1
144	380	1
144	379	1
142	379	1
142	377	1
142	374	1
140	371	1
140	370	1
140	370	1
140	368	1
140	366	1
140	365	1
140	363	1
140	360	1
138	358	1
138	355	1
138	352	1
138	348	1
140	346	1
140	346	1
138	344	1
138	342	1
138	341	1
138	340	1
138	339	1
138	338	1
138	337	1
138	337	1
138	337	1
138	337	1
138	337	1
138	337	1
138	337	1
138	338	1
134	340	1
132	342	1
130	345	1
128	348	1
126	351	2
126	352	2
217	399	3
215	401	2
213	401	2
213	402	2
213	403	1
213	406	1
212	406	1
212	406	1
212	406	1
212	406	1
212	407	1
213	407	1
213	407	1
213	407	1
213	407	1
213	407	1
213	407	1
213	407	1
213	407	1
213	407	2
213	406	2
213	406	2
213	406	2
213	406	2
215	404	2
215	403	2
215	403	2
215	403	2
215	402	2
214	402	2
214	402	2
215	401	2
214	401	2
214	401	2
214	401	2
215	400	2
215	399	2
215	399	2
215	399	2
214	399	2
214	399	2
213	400	3
213	399	3
213	399	3
213	399	3
213	399	3
212	399	3
212	399	3
211	399	3
211	399	3
211	399	3
