h	w	p
215	359	1
214	358	1
214	358	1
202	358	1
206	361	1
186	361	1
180	353	1
160	337	2
158	332	1
156	328	1
158	328	1
156	326	1
156	324	1
152	324	1
152	323	1
150	322	1
150	322	1
150	322	1
148	322	1
148	322	1
148	323	1
148	324	1
148	324	1
148	324	1
148	324	1
148	326	1
148	326	1
146	328	1
146	328	1
148	331	1
148	332	1
148	333	1
148	335	1
148	336	1
148	337	1
146	339	1
146	341	1
146	341	1
144	341	1
144	344	1
142	345	1
142	348	1
140	348	1
144	354	1
150	365	1
160	379	1
174	428	1
176	433	1
178	428	1
180	428	1
182	430	1
184	433	1
188	433	1
186	437	1
190	437	2
198	433	2
114	380	2
110	383	2
104	383	2
102	383	2
100	380	2
98	379	1
98	376	1
98	375	1
96	376	1
96	375	1
90	324	2
90	324	4
90	323	4
92	315	2
92	310	1
92	306	1
92	305	1
92	305	1
92	303	1
92	300	1
92	297	1
92	296	1
92	294	1
90	292	1
90	290	1
92	288	1
92	287	1
90	287	1
90	286	2
90	283	2
88	282	3
88	282	3
88	283	3
88	279	3
241	331	3
241	331	3
241	331	3
241	331	3
242	330	2
243	330	2
243	328	2
243	328	2
242	328	2
243	327	2
243	324	2
243	324	2
243	322	2
243	319	2
245	318	3
247	315	4
247	310	4
247	310	4
247	309	4
249	305	5
100	157	5
102	153	4
102	153	4
104	153	4
104	153	4
106	148	4
110	146	4
110	144	4
112	147	5
112	144	5
112	143	5
114	139	5
86	538	5
86	538	5
84	536	4
82	533	4
82	530	3
188	365	3
188	363	3
188	361	2
80	519	2
80	516	2
78	513	3
78	510	3
78	509	3
76	506	3
76	505	2
78	503	2
76	502	2
78	502	2
78	502	2
191	341	2
191	342	2
190	345	2
190	344	2
189	342	2
188	340	1
188	337	1
188	337	1
185	333	1
178	328	1
168	323	1
166	323	1
164	324	1
160	324	1
158	319	1
156	318	1
156	315	1
156	315	1
152	315	1
150	315	1
148	318	1
146	315	1
144	318	1
142	319	1
140	324	2
138	328	2
140	342	2
142	347	2
142	348	2
142	356	2
144	362	1
146	366	1
144	361	1
144	358	2
144	357	2
136	455	2
134	455	1
132	456	1
130	457	1
128	462	1
126	464	1
124	467	1
124	469	1
124	467	1
122	467	1
120	467	1
122	469	1
120	469	1
118	467	1
120	469	1
118	469	1
120	473	1
122	478	1
122	479	1
122	482	1
122	483	1
124	487	1
126	488	1
128	491	1
126	491	1
126	491	1
126	492	1
124	492	1
124	494	1
124	496	1
122	497	1
124	500	1
122	498	1
122	501	2
124	505	2
124	510	2
124	511	2
124	511	2
122	512	2
124	516	2
124	521	2
126	524	2
126	527	2
126	529	2
128	533	2
130	538	2
130	541	2
130	543	1
128	545	1
128	547	1
128	550	1
130	551	2
130	554	2
128	554	2
128	555	2
128	555	2
128	555	2
128	556	2
126	555	2
211	261	2
212	265	2
212	265	2
213	265	2
212	265	1
212	265	1
212	265	1
212	265	1
211	265	1
210	265	1
210	265	1
210	265	1
209	264	1
209	264	1
210	264	1
209	263	1
209	261	1
209	261	1
209	261	1
209	261	1
209	261	2
209	261	2
208	260	2
207	259	2
207	260	2
208	261	2
208	261	2
207	261	2
120	469	2
120	469	2
118	470	2
118	471	2
120	473	2
120	476	2
120	478	2
120	479	1
118	480	1
120	482	1
118	483	1
118	483	1
118	483	1
118	483	1
118	482	1
118	482	1
118	482	1
118	482	2
130	398	2
128	393	1
128	392	1
126	390	1
124	388	1
124	388	1
124	388	1
122	385	1
122	384	1
122	385	1
122	385	1
120	385	1
120	385	1
120	386	1
120	388	1
120	388	1
120	388	1
122	392	1
122	392	1
122	393	1
122	394	1
122	397	1
124	401	1
122	402	1
124	406	1
122	407	1
122	411	1
124	415	1
122	416	1
122	419	1
122	422	1
122	424	1
122	425	1
122	428	1
122	429	1
122	430	1
122	433	1
122	433	1
122	434	1
122	435	1
122	437	1
124	437	1
124	439	1
124	439	1
126	442	1
126	442	1
126	443	1
126	446	1
126	446	1
126	447	1
128	451	1
128	451	1
128	455	1
130	458	1
130	461	1
130	465	1
132	469	1
134	475	1
136	480	1
136	483	1
138	487	1
140	491	1
140	494	1
142	496	1
142	497	1
142	500	1
142	500	1
142	501	1
143	503	1
142	503	1
142	504	1
140	505	1
140	505	1
138	503	1
138	503	1
138	502	1
136	500	1
136	497	1
134	496	1
134	493	1
134	491	1
134	488	1
134	485	1
134	482	1
134	480	1
134	478	1
134	478	1
132	475	1
134	473	1
136	473	1
136	470	1
136	469	1
138	467	1
138	466	1
138	464	1
140	464	1
142	464	1
142	464	1
144	461	1
144	460	1
144	460	1
146	460	1
148	460	1
150	460	1
150	458	1
150	457	1
148	457	1
146	456	1
148	456	1
148	455	1
148	455	1
148	453	1
146	452	1
144	451	1
144	451	1
142	451	1
138	448	1
134	446	1
132	446	1
130	444	1
128	443	1
126	442	1
124	440	2
124	439	2
122	439	2
122	439	2
122	440	2
122	440	2
122	439	2
122	438	2
124	438	2
124	437	2
126	437	2
128	437	2
128	437	2
128	437	2
128	434	2
132	437	2
134	437	2
132	433	2
132	433	2
134	433	1
134	433	1
134	433	1
136	433	1
136	433	1
136	433	1
136	433	1
136	433	1
138	433	1
138	433	1
138	433	1
136	433	1
136	433	1
136	433	1
136	433	1
130	431	1
128	430	2
128	431	2
128	431	2
128	433	2
128	433	2
128	433	2
128	433	2
126	433	2
126	434	2
126	435	2
126	435	1
128	437	2
126	437	2
126	437	2
126	437	2
128	438	2
130	439	2
130	439	2
128	439	2
130	439	2
130	439	2
130	439	2
128	439	2
130	439	2
130	439	2
132	440	2
134	439	2
134	439	2
136	439	1
136	438	1
138	438	1
140	438	1
142	439	1
142	438	1
144	439	1
144	439	1
146	439	1
148	442	1
150	442	1
150	442	1
152	442	1
150	442	1
150	442	1
150	442	1
154	446	1
152	446	1
152	446	1
152	446	1
152	446	1
150	446	1
150	446	1
148	443	1
146	442	1
146	442	1
144	442	1
142	442	1
142	442	1
142	442	1
142	442	1
138	440	1
138	442	1
136	442	1
134	442	1
134	442	1
134	444	1
134	446	1
134	446	1
134	447	1
134	449	1
134	451	1
132	451	1
136	452	1
134	453	1
134	455	1
134	455	1
136	455	1
136	455	1
136	456	1
136	456	1
136	456	1
136	456	1
136	456	1
136	456	1
136	456	1
136	456	1
138	456	1
138	456	1
138	456	1
138	456	1
138	456	1
140	457	1
140	457	1
140	457	1
140	457	1
140	457	1
142	457	1
142	457	1
142	457	1
142	457	1
142	457	1
142	457	1
142	458	1
142	458	1
142	458	1
142	460	1
142	460	1
142	460	1
142	461	1
142	464	1
144	465	1
144	469	1
144	469	1
144	470	1
144	471	1
146	473	1
146	473	1
146	474	1
146	475	1
148	476	1
148	478	1
148	478	1
152	479	1
154	480	1
156	482	1
158	484	1
160	487	3
94	342	4
94	342	3
96	344	3
94	342	3
90	339	3
88	336	3
88	333	3
90	333	4
22	585	4
22	585	4
20	585	4
20	586	4
20	586	4
20	587	5
18	587	4
18	588	3
18	589	5
142	428	6
142	424	2
144	417	2
144	411	2
142	408	1
142	406	1
142	403	1
144	398	1
144	393	1
142	389	1
142	388	1
142	384	1
142	380	1
142	377	1
144	374	1
144	372	1
142	372	1
140	371	1
140	370	1
138	370	1
138	370	1
138	371	1
138	372	1
138	374	1
138	374	1
138	375	1
136	379	1
136	383	1
136	386	1
136	392	1
134	399	1
132	402	1
130	406	1
130	410	1
128	412	1
128	412	1
128	415	1
128	415	1
126	419	1
124	419	1
126	419	1
126	421	1
124	424	1
122	428	1
122	428	1
122	428	2
120	433	2
118	438	2
116	443	2
116	444	3
210	366	3
210	365	2
211	365	2
213	366	2
214	367	2
215	368	2
124	458	2
124	461	2
122	464	2
122	464	2
126	464	2
126	464	2
128	464	2
134	460	2
138	455	2
138	455	2
138	451	1
142	446	1
144	439	1
146	434	1
146	433	1
146	428	1
146	424	1
146	419	1
146	415	2
144	411	2
144	410	2
140	406	2
138	406	2
136	404	2
134	403	2
132	403	2
128	402	2
128	402	2
126	402	2
122	402	2
124	407	2
122	407	2
120	406	2
118	406	2
118	406	2
118	406	2
116	406	2
116	406	2
116	404	2
116	404	2
114	402	2
114	401	2
114	401	2
114	401	2
114	401	2
114	399	2
114	398	2
114	398	2
114	397	2
114	397	2
116	398	2
118	399	2
118	399	2
118	399	2
118	401	2
118	401	2
120	401	2
120	402	2
122	404	2
122	406	2
124	407	2
124	408	2
126	410	2
128	411	2
130	415	2
132	415	2
132	416	2
134	417	2
134	419	2
136	420	2
138	421	2
140	422	2
140	424	2
140	424	2
140	424	2
140	424	2
140	424	2
140	424	2
140	424	2
138	422	2
138	421	2
136	420	2
136	420	2
136	419	2
136	419	2
134	416	2
134	416	2
134	415	2
134	415	2
132	413	2
132	411	2
132	411	2
132	410	2
132	410	2
134	410	2
134	410	2
134	407	2
134	407	2
134	406	2
134	406	1
134	406	1
136	406	1
136	406	1
136	406	1
136	406	2
136	406	2
136	406	2
138	406	2
138	406	2
136	406	2
136	404	2
136	404	2
136	403	2
136	403	2
136	402	2
136	401	2
134	399	2
182	244	2
181	243	2
134	395	2
180	243	2
180	243	2
180	244	2
179	243	2
136	388	2
138	388	2
138	385	2
136	384	2
138	383	2
138	383	2
138	383	2
138	383	2
138	383	2
140	384	2
140	383	1
140	384	1
138	383	1
138	383	1
138	383	1
138	383	1
138	383	2
138	383	2
138	383	2
140	383	1
140	383	1
140	383	2
140	383	2
140	383	2
140	383	1
138	383	1
138	383	2
138	383	2
138	383	2
138	384	2
140	386	2
140	386	2
140	388	2
138	388	2
140	390	2
138	392	2
138	392	2
136	392	2
136	392	2
138	393	2
138	394	2
140	395	2
140	395	2
140	395	2
138	394	2
136	392	2
134	392	2
134	392	2
128	388	2
211	223	2
211	223	2
210	223	2
209	223	2
209	223	2
209	222	2
209	223	2
209	223	2
210	223	2
210	223	2
210	222	2
210	220	2
211	222	2
211	222	2
211	222	2
211	222	2
211	223	2
211	223	2
211	224	2
211	225	2
211	227	2
211	229	2
210	230	2
209	232	2
208	233	2
207	234	1
206	238	1
205	241	1
205	243	1
205	245	1
204	247	1
203	249	1
203	250	1
203	251	1
203	252	1
203	252	1
201	255	1
200	256	1
200	256	1
200	258	1
202	261	1
202	265	1
202	267	1
202	268	1
202	270	1
201	272	1
202	273	2
202	276	1
202	278	1
201	279	1
202	281	1
204	283	1
204	283	1
204	285	1
203	286	1
204	287	1
204	287	2
204	288	2
204	288	2
205	291	2
205	291	2
206	292	3
206	292	3
206	292	3
140	559	3
140	559	3
140	563	3
140	564	2
139	564	2
140	568	2
139	568	2
138	568	2
137	563	2
136	560	2
136	559	2
136	559	2
134	555	2
134	554	2
134	554	2
134	554	2
136	554	3
136	554	2
136	554	3
136	551	3
136	551	3
136	551	3
138	551	3
138	554	3
138	554	3
138	554	3
124	350	3
124	350	3
124	350	3
122	348	3
124	345	3
124	342	3
124	340	3
126	333	3
126	331	3
126	328	3
126	326	3
126	323	3
126	319	3
126	314	3
126	306	3
130	301	3
130	297	3
130	297	3
130	297	4
130	295	3
132	294	3
132	294	3
148	411	3
142	410	3
140	410	2
138	410	1
136	411	1
136	410	1
138	410	1
138	410	1
140	409	1
140	408	1
140	408	1
140	407	1
140	406	1
138	404	1
138	403	1
140	401	1
140	401	1
140	399	1
140	397	1
140	395	1
140	392	1
142	389	1
140	386	1
138	384	1
138	383	1
138	379	1
136	374	1
136	371	1
136	370	1
134	367	1
134	366	1
132	364	1
132	363	1
132	362	1
130	361	1
132	361	1
130	360	1
130	359	1
130	359	1
130	359	1
130	360	1
