h	w	p
215	359	1
206	359	1
184	374	1
192	379	1
190	379	1
144	412	1
142	413	2
142	413	2
138	415	2
134	415	2
130	416	2
126	417	1
126	417	1
124	419	1
124	419	1
124	419	1
124	419	1
126	419	1
126	419	1
126	419	1
126	419	1
126	419	1
126	419	1
126	420	1
128	420	1
126	421	1
126	422	1
124	424	1
124	424	1
124	425	1
124	425	2
122	426	2
201	223	2
200	222	2
199	220	1
198	220	1
197	219	1
197	218	1
197	218	1
197	216	1
196	216	1
196	216	1
196	216	1
196	215	1
196	215	1
196	215	1
196	214	1
196	214	1
196	213	1
196	213	1
196	211	1
196	211	1
196	211	1
196	210	1
195	209	1
196	209	1
195	207	1
195	207	1
195	207	1
195	207	1
195	206	1
196	206	1
196	206	1
196	206	1
196	206	1
196	206	1
196	206	1
196	206	1
195	206	1
195	207	1
195	207	1
195	207	1
194	207	1
194	207	1
194	207	1
193	207	1
193	207	1
193	207	1
193	209	1
192	209	1
192	209	1
192	210	1
191	209	1
191	210	1
191	210	1
191	210	1
191	210	1
191	210	1
191	210	1
191	210	1
191	211	1
191	211	1
191	211	1
191	211	1
191	211	1
191	211	1
191	211	1
191	211	1
192	213	1
192	213	1
192	213	1
193	214	1
193	214	1
193	214	1
192	214	1
192	214	1
192	214	1
192	214	1
192	214	1
192	214	1
192	214	1
191	213	1
191	213	1
191	214	1
191	214	1
191	214	1
190	213	1
190	213	1
189	211	1
189	211	1
189	211	1
189	211	1
190	211	1
190	211	1
190	211	1
191	211	1
191	211	1
191	211	1
192	211	1
193	211	1
194	211	1
195	211	1
196	213	1
198	214	1
199	214	1
200	214	1
201	215	1
201	216	1
202	216	2
203	218	4
205	220	5
152	433	5
233	449	5
227	448	3
221	448	1
225	449	2
227	451	2
237	452	3
243	452	3
192	434	2
194	437	2
194	437	3
198	437	3
202	437	3
205	437	2
208	439	2
213	442	2
219	442	2
222	443	2
225	444	2
231	446	2
237	447	3
245	448	3
247	448	4
255	451	4
263	455	4
269	456	4
277	460	4
281	460	4
167	550	4
176	554	4
190	554	4
200	556	4
202	559	4
202	559	4
172	420	4
178	421	4
192	324	4
190	424	3
