h	w	p
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
216	357	1
210	362	1
217	365	1
122	105	4
123	105	4
123	107	4
125	108	5
125	108	5
125	108	5
299	319	6
313	306	4
313	306	2
301	319	1
297	324	1
303	319	4
311	313	1
315	310	2
321	306	3
307	319	1
315	315	1
313	319	1
315	319	1
317	319	1
321	319	1
323	318	1
327	318	1
329	319	1
333	318	1
335	317	1
337	318	1
337	319	1
339	319	1
339	320	1
339	321	1
341	322	1
341	324	1
345	324	1
345	327	1
347	327	1
351	326	1
353	326	1
357	326	1
361	326	1
361	327	1
363	327	1
365	328	1
367	330	1
367	332	1
369	333	1
371	333	1
375	333	1
379	333	1
379	335	1
383	335	1
385	335	1
385	336	1
389	336	1
391	336	1
391	337	1
393	337	1
395	339	1
397	340	1
399	341	1
403	340	1
403	342	1
405	342	1
405	344	1
407	345	1
407	345	1
407	347	1
407	350	1
409	351	1
411	351	2
413	352	2
415	353	2
417	354	2
419	354	2
421	354	2
425	352	3
427	353	3
427	354	3
194	370	3
192	370	3
194	368	3
194	367	3
194	367	4
192	366	4
190	362	4
186	361	4
188	357	3
194	355	3
194	353	4
196	351	4
198	351	4
198	350	4
198	349	4
198	349	4
198	349	4
198	349	4
239	288	5
239	286	5
237	283	5
237	282	5
235	279	5
233	282	4
235	283	4
231	279	3
227	278	3
225	278	3
225	279	3
227	282	3
223	279	3
221	279	3
219	278	3
217	278	3
215	277	3
215	277	3
221	279	5
221	279	4
221	279	5
209	274	5
200	272	5
196	270	6
194	270	6
190	270	5
186	270	4
182	270	4
178	273	4
180	274	4
178	274	4
178	277	4
174	274	4
176	274	4
176	277	4
176	277	3
176	279	3
176	278	3
176	279	3
176	279	3
176	279	3
176	279	3
175	279	3
176	281	3
141	560	3
140	560	3
140	560	3
140	560	3
139	561	3
138	561	3
138	561	3
138	561	3
137	563	4
136	563	4
136	563	4
136	560	4
136	559	4
135	559	5
134	559	5
133	559	5
133	556	5
132	555	6
132	554	6
132	552	5
132	550	6
132	550	5
132	548	5
132	547	5
130	547	5
130	547	3
130	546	3
128	546	4
128	547	4
128	546	3
128	545	4
128	545	4
128	545	4
128	545	4
128	545	4
128	545	4
128	545	4
128	545	4
128	545	4
128	543	4
128	543	4
128	542	4
128	542	4
128	543	4
128	545	5
128	545	5
128	545	5
128	545	5
128	547	5
130	550	5
130	550	5
160	240	5
161	241	5
130	554	5
161	243	5
162	245	5
162	246	5
162	247	5
162	247	5
162	249	5
162	251	5
162	252	5
162	252	5
162	252	5
162	252	3
162	252	4
162	252	4
162	252	3
162	252	3
162	252	3
162	252	3
162	254	3
162	255	2
162	255	2
162	256	2
161	256	2
160	256	1
160	259	1
160	260	1
159	261	1
158	263	1
158	264	1
158	264	1
156	265	1
156	265	1
154	265	1
154	267	1
152	267	1
150	267	1
148	267	1
146	267	1
146	265	1
146	265	1
144	265	1
144	265	1
142	264	1
140	263	1
140	263	1
140	263	1
138	263	1
138	263	1
138	263	1
138	261	1
138	261	1
140	263	1
140	263	1
140	263	1
138	264	1
138	264	1
138	264	1
140	264	1
140	264	1
140	264	1
140	264	1
140	264	1
140	264	1
142	263	1
140	264	1
140	265	1
140	265	1
138	265	1
138	265	1
140	265	1
138	265	1
138	265	1
138	267	1
138	267	1
136	268	1
136	270	1
134	270	1
134	273	1
132	274	1
132	274	1
132	277	1
132	278	1
132	279	1
132	279	1
132	279	1
132	279	1
132	281	1
132	281	1
132	279	1
132	279	1
132	278	1
132	277	1
134	274	1
136	273	1
138	272	1
138	272	1
136	270	1
136	269	1
136	268	1
136	268	1
136	268	1
136	268	1
136	267	1
136	267	1
136	265	1
134	265	1
134	265	1
132	265	1
132	265	1
128	265	1
124	264	1
122	264	1
120	264	1
120	265	1
118	265	1
116	265	1
118	267	1
118	269	1
118	270	1
116	270	1
118	273	1
118	274	1
120	276	1
120	277	1
122	276	1
124	277	1
126	278	1
128	278	1
130	278	1
132	277	1
132	276	1
132	276	1
132	276	1
132	276	1
132	274	1
132	274	1
132	274	1
132	274	1
132	274	1
132	274	1
132	274	1
132	274	1
132	273	1
130	273	1
130	273	1
130	273	1
130	273	1
132	273	1
132	272	1
132	272	1
132	271	1
134	270	1
134	270	1
136	270	1
136	270	1
136	270	1
138	270	1
138	269	1
138	268	1
138	265	1
140	263	1
140	259	1
142	251	1
144	241	1
146	238	1
150	234	1
154	228	1
156	225	1
158	223	1
160	220	1
160	220	2
162	219	2
162	218	2
162	218	2
132	455	2
132	457	2
134	460	2
136	460	2
136	460	2
138	460	2
140	460	2
140	461	2
142	461	2
142	461	2
142	462	1
142	464	1
142	464	1
143	464	2
144	464	2
143	464	2
142	465	2
142	466	2
142	469	2
142	473	2
140	478	2
140	482	2
140	484	2
138	487	2
136	491	2
136	491	2
136	493	2
136	496	2
134	496	3
136	496	3
138	497	2
138	500	2
171	211	2
170	211	2
169	215	2
168	219	2
167	220	2
166	223	2
165	225	2
164	227	2
163	229	2
162	231	3
162	232	3
162	233	3
161	234	3
160	234	3
160	234	3
160	234	3
160	234	4
159	233	5
158	233	5
157	233	5
156	232	6
156	231	6
102	358	6
102	359	6
102	359	6
102	359	6
102	359	5
102	359	5
102	359	4
102	359	4
102	360	4
102	360	4
102	360	4
102	360	4
102	360	4
102	360	4
104	360	4
104	360	4
104	361	4
104	361	4
104	361	4
104	361	4
104	361	4
106	362	5
106	362	5
106	363	5
106	363	5
106	364	6
106	365	6
106	365	5
108	366	5
108	367	5
108	368	5
108	370	5
108	370	5
108	372	5
108	374	5
108	374	5
108	375	5
108	377	5
108	379	5
