episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s6e24c	1	1	0.0	11.0	11.0	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False
s6e24c	1	2	11.0	19.0	8.0	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s6e24c	2	3	19.0	21.0	2.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s6e24c	3	4	21.0	29.0	8.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s6e24c	3	5	29.0	170.0	141.0	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s6e24c	4	6	170.0	216.0	46.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False
s6e24c	4	7	216.0	234.0	18.0	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s6e24c	5	8	234.0	237.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s6e24c	6	9	237.0	318.0	81.0	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s6e24c	7	10	318.0	387.0	69.0	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False
s6e24c	8	11	387.0	393.0	6.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False
s6e24c	8	12	393.0	494.0	101.0	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False
s6e24c	9	13	494.0	510.0	16.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False
s6e24c	9	14	510.0	585.0	75.0	False	True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False
s6e24c	10	15	585.0	594.0	9.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False
s6e24c	10	16	594.0	655.0	61.0	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False
s6e24c	11	17	655.0	664.0	9.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s6e24c	11	18	664.0	679.0	15.0	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True
