h	w	p
215	359	1
215	355	1
275	360	1
283	360	1
285	360	1
283	361	1
285	362	3
114	336	2
126	346	2
130	348	1
136	349	1
136	347	1
138	348	1
138	348	1
138	348	1
138	348	1
138	348	1
136	348	1
138	348	1
136	349	1
138	349	1
138	350	1
138	350	1
138	351	1
138	350	1
138	350	1
138	350	1
138	351	1
138	351	1
138	351	1
138	352	1
138	352	1
138	352	1
138	353	1
140	354	1
140	354	1
140	355	1
140	355	1
140	356	1
140	357	1
140	359	1
140	359	1
140	361	1
142	362	1
142	363	1
140	363	1
140	363	1
140	365	1
140	365	1
138	363	1
136	361	1
134	361	1
134	361	1
134	358	1
132	354	1
132	350	1
130	349	1
130	349	1
132	349	1
130	349	1
130	349	1
130	347	1
130	346	1
132	348	1
134	349	1
136	350	1
138	350	1
138	351	1
142	352	1
146	354	1
150	356	1
152	357	1
150	356	1
152	354	1
152	352	1
152	350	1
150	346	1
150	346	1
148	344	1
146	340	1
146	337	1
144	335	1
144	333	1
144	331	1
142	328	1
142	327	1
142	324	1
142	324	1
142	324	1
142	323	1
142	323	1
142	323	1
142	323	1
142	324	1
142	324	1
140	327	1
140	328	1
140	328	1
140	333	1
140	336	1
140	341	1
142	345	1
142	349	1
140	352	1
142	359	1
142	365	1
142	374	1
144	377	1
144	379	1
146	388	1
148	397	1
150	401	1
148	401	1
148	401	1
148	401	1
148	402	1
148	402	1
150	402	1
150	402	1
150	401	1
150	401	1
150	399	1
148	397	1
148	395	1
148	393	1
146	389	1
146	389	1
146	388	1
144	384	1
144	380	1
142	375	1
140	371	1
140	371	1
140	366	1
140	362	1
138	358	1
138	356	1
138	354	1
138	350	1
138	345	1
138	341	1
138	337	1
138	336	1
138	333	1
138	328	1
138	326	1
138	324	1
138	324	1
140	324	1
140	324	1
142	324	1
144	324	1
144	324	1
144	326	1
146	327	1
146	328	1
148	330	1
150	331	1
152	333	1
152	335	1
152	337	1
154	340	1
154	340	1
152	341	1
152	342	1
152	342	1
150	343	1
148	345	1
148	346	1
146	346	1
146	347	1
144	348	1
144	348	1
144	348	1
144	349	1
144	350	1
144	350	1
144	352	1
144	353	1
144	354	1
146	356	1
146	358	1
146	361	1
146	362	1
148	365	1
148	367	1
146	368	1
146	370	1
144	370	1
144	372	1
142	374	1
144	374	1
142	375	1
142	375	1
142	375	1
142	375	1
140	375	1
140	376	1
140	376	1
138	376	1
140	376	1
140	374	1
144	375	1
146	375	1
148	376	1
152	377	1
156	376	1
154	375	1
154	379	1
154	380	2
156	383	3
156	383	3
152	383	3
150	383	2
148	383	2
146	384	2
146	392	2
142	397	2
140	397	2
136	397	2
132	398	2
126	401	2
126	399	2
128	399	1
126	398	1
126	398	1
122	397	1
122	392	1
126	392	1
126	392	1
126	388	1
122	385	1
122	379	1
124	374	1
126	371	1
128	370	1
128	370	1
128	370	1
132	365	1
134	362	1
134	361	1
132	362	1
136	358	1
142	356	1
144	356	1
146	357	1
144	359	1
146	358	1
154	358	1
156	358	1
160	359	1
156	362	1
160	361	1
164	360	1
164	361	1
160	361	1
162	361	1
160	362	1
154	361	1
150	359	1
146	358	1
140	358	1
138	365	1
138	365	1
134	363	1
130	362	1
124	365	1
124	370	1
126	367	1
124	367	1
124	370	1
124	370	1
126	370	1
128	370	1
128	370	1
128	371	1
132	374	1
136	375	1
138	374	1
138	374	1
140	374	1
140	375	1
140	374	1
142	374	1
142	374	1
144	374	1
144	374	1
146	374	1
146	374	1
146	374	1
148	374	1
146	374	1
146	372	1
146	370	1
148	371	1
148	371	1
146	372	1
142	370	1
148	367	1
154	367	1
160	370	1
156	371	1
160	370	1
160	370	1
154	374	1
146	376	1
142	379	1
156	379	1
150	384	2
148	392	2
146	401	2
146	406	2
148	401	2
152	401	2
150	406	2
148	406	4
56	333	4
140	313	4
174	383	5
188	383	5
192	380	5
194	379	4
190	374	4
186	370	3
184	363	4
184	362	4
184	361	3
184	361	3
183	361	4
184	361	3
185	361	3
186	360	3
186	360	4
185	359	4
184	357	4
184	356	4
184	356	4
184	355	4
185	355	4
186	354	4
186	354	4
186	353	4
186	353	4
186	352	4
186	351	5
187	351	5
188	351	5
187	350	5
187	349	5
187	348	5
186	346	5
186	345	5
186	344	4
186	342	4
186	341	6
185	340	6
185	339	6
185	337	6
185	337	5
167	566	5
167	566	5
168	565	5
167	564	5
168	564	5
167	564	5
166	563	5
166	563	5
165	561	4
96	415	4
96	415	4
96	415	4
96	413	3
96	412	3
96	411	3
96	410	3
96	410	3
94	408	4
94	407	4
157	554	4
156	554	4
155	554	4
154	554	5
152	552	4
150	551	5
149	551	5
148	550	5
147	550	5
146	548	4
145	547	4
144	546	4
144	545	4
144	545	4
144	545	4
144	545	4
144	543	4
144	543	3
144	543	3
144	542	3
144	542	3
144	542	3
143	541	3
142	541	3
142	541	3
141	541	3
140	541	3
140	541	3
140	541	3
140	541	3
140	540	3
138	539	3
138	539	3
138	538	3
138	538	3
138	537	3
138	537	3
139	536	3
140	536	3
140	536	3
142	536	3
142	536	3
170	274	3
170	274	3
168	272	4
142	534	4
164	260	4
162	258	4
163	259	4
143	533	4
143	533	4
160	255	3
160	255	3
160	255	3
160	252	3
159	250	3
159	247	3
158	246	3
158	243	3
157	242	3
144	529	4
144	529	4
145	529	4
145	529	4
146	529	4
146	528	4
146	528	5
147	528	5
148	529	5
82	379	6
82	379	6
84	379	6
84	379	6
84	379	6
84	379	6
84	379	6
84	379	6
84	379	6
84	379	6
86	379	6
86	379	4
86	379	4
86	379	4
86	379	4
86	379	4
86	379	3
86	379	3
86	379	3
86	379	3
86	379	3
86	379	3
84	378	3
84	378	3
84	378	3
84	379	3
84	379	3
84	379	4
84	379	3
84	379	3
84	379	3
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	379	5
84	380	4
84	380	4
84	380	4
86	380	4
86	381	4
86	381	4
86	381	4
86	383	4
86	383	4
86	383	4
86	383	4
86	383	4
88	384	4
88	384	4
88	384	4
90	385	4
90	385	4
90	386	4
90	386	4
90	388	4
90	388	4
90	388	4
92	388	4
92	388	4
92	388	4
92	388	4
92	388	4
92	388	4
94	388	4
92	388	4
92	388	4
92	386	4
92	386	4
92	386	4
94	386	4
94	386	4
94	386	4
94	386	4
94	386	4
96	386	4
96	386	4
96	386	4
96	386	4
96	386	4
98	388	4
98	388	4
100	388	5
100	388	5
100	388	5
102	388	5
102	388	5
102	386	5
102	386	6
102	386	6
102	385	6
102	384	6
102	384	6
102	384	6
102	383	7
104	383	8
104	383	8
204	309	7
203	308	7
202	306	7
98	479	6
98	476	6
98	473	4
96	471	4
96	470	3
96	469	3
96	466	3
96	465	3
96	465	1
96	464	1
96	464	1
96	462	1
96	461	1
96	461	1
96	461	1
96	460	1
96	460	1
96	460	1
96	460	1
98	460	1
98	460	1
98	460	1
98	460	1
98	460	1
98	459	1
98	459	1
98	459	2
98	460	2
98	459	2
180	296	2
176	297	2
172	297	1
166	297	1
160	299	1
158	300	1
156	300	1
154	300	1
152	300	1
152	301	1
150	301	1
150	301	1
150	301	1
150	303	1
150	304	1
150	304	1
148	305	1
148	306	1
148	306	1
148	306	1
148	309	1
148	309	1
148	310	1
148	310	1
148	312	1
150	313	1
150	314	1
150	314	1
150	315	1
152	315	1
152	315	1
154	315	1
154	315	1
156	315	1
156	317	1
158	318	1
160	318	1
160	318	1
162	318	1
162	318	1
164	319	1
164	319	1
166	319	1
166	319	1
166	318	1
166	318	1
166	318	1
166	318	1
166	318	1
166	318	1
166	318	1
164	318	1
164	318	1
164	318	1
164	318	1
164	318	1
164	319	1
164	319	1
164	319	1
164	319	1
164	319	1
164	319	1
164	319	1
164	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
162	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	319	1
160	318	1
160	318	1
160	318	1
160	318	1
160	318	1
162	318	1
162	318	1
162	318	1
164	318	1
164	318	1
164	318	1
164	318	1
164	318	1
164	318	1
162	318	1
164	319	1
164	319	1
164	319	1
164	321	1
