h	w	p
215	359	1
208	361	1
208	362	1
239	397	3
223	424	2
144	437	1
146	437	1
148	437	1
150	437	1
152	437	1
156	434	1
156	433	1
156	433	1
158	433	1
158	433	1
158	433	1
158	433	1
158	433	1
158	433	1
158	431	1
160	431	1
162	430	1
162	430	1
162	430	1
164	430	1
164	430	1
164	430	1
164	429	1
164	429	1
164	429	1
164	429	1
164	428	1
164	428	1
164	428	1
164	428	1
162	428	1
162	428	1
160	428	1
160	428	1
160	428	1
160	426	1
158	424	1
158	424	1
158	424	1
158	424	1
158	422	1
158	421	2
146	340	2
146	339	2
144	337	1
142	337	1
144	336	1
144	335	1
144	333	1
144	332	1
144	332	1
144	330	1
142	327	1
142	324	1
142	322	1
142	319	1
144	315	1
144	312	1
144	310	1
142	306	1
144	304	1
144	303	1
146	303	1
144	301	1
144	301	1
146	301	1
146	301	1
146	301	1
146	303	1
146	304	1
148	306	1
148	309	1
148	310	1
148	315	1
146	315	1
150	321	3
152	328	3
152	333	3
152	337	2
152	342	2
152	347	2
148	349	2
148	355	2
148	361	2
148	370	2
144	371	2
144	371	2
144	375	2
144	379	2
144	383	1
144	383	1
142	383	1
142	384	1
144	386	1
144	388	1
144	386	1
144	388	1
144	388	1
144	388	1
142	386	1
142	385	1
140	384	1
138	384	1
138	383	1
136	381	1
136	379	1
134	377	1
134	376	1
134	375	1
132	374	1
132	374	1
130	372	1
132	371	1
132	370	1
130	370	1
130	370	1
130	368	1
132	367	1
132	365	1
134	363	1
134	362	1
134	361	1
134	358	1
134	356	1
132	352	1
130	346	1
130	344	1
130	341	1
128	339	1
128	337	1
130	337	1
132	336	1
132	335	1
132	333	1
132	333	1
132	332	1
132	332	1
132	331	1
132	331	1
128	328	1
130	330	2
136	332	2
140	333	2
142	335	2
142	336	2
144	339	2
144	342	2
144	344	2
144	346	2
144	349	2
142	352	2
142	355	2
140	358	2
140	361	2
138	363	1
138	364	1
138	363	1
138	365	1
136	366	1
136	366	1
134	366	1
132	368	1
132	368	1
132	370	1
132	370	1
134	371	1
134	374	1
134	375	1
134	379	1
136	383	1
138	392	1
150	416	1
154	424	1
156	426	1
158	429	1
158	430	1
160	431	1
160	433	1
160	433	1
160	434	1
161	434	1
162	434	1
162	434	1
162	435	1
162	437	1
162	437	1
162	437	1
162	437	1
162	437	1
162	438	1
162	438	1
162	439	1
162	439	1
162	440	1
162	442	1
162	442	1
162	443	1
162	443	1
162	446	1
164	446	1
164	446	1
164	446	1
164	447	1
164	448	1
164	451	1
164	451	1
164	452	1
166	453	1
166	455	1
166	455	1
166	456	1
166	457	1
166	457	1
164	457	1
164	458	1
164	460	1
164	460	1
164	460	1
164	460	1
166	460	1
164	460	1
164	460	1
164	460	1
164	457	1
164	457	1
164	456	1
164	456	1
164	455	1
162	455	1
162	455	1
162	452	1
162	452	1
162	451	1
162	451	1
162	448	1
160	446	1
160	446	1
162	446	1
162	444	1
162	442	1
162	440	1
162	439	1
162	439	1
162	438	1
160	437	1
160	437	1
160	438	1
158	438	2
120	362	2
120	361	2
120	359	1
120	358	1
122	357	1
122	356	1
122	355	1
122	355	1
124	354	1
124	353	1
124	353	1
126	352	1
126	352	1
126	352	1
128	351	1
128	351	1
128	350	1
130	350	1
130	349	1
132	349	1
132	348	1
134	349	1
134	348	1
134	348	1
132	347	1
134	346	1
134	346	1
134	346	1
132	346	1
132	346	1
130	346	1
130	346	1
130	347	1
130	347	1
130	348	1
130	348	1
130	349	1
130	349	1
132	350	1
132	350	1
130	349	1
130	350	1
132	351	1
132	351	1
130	350	1
130	350	1
130	350	1
130	351	1
132	351	1
130	351	1
128	349	1
128	349	1
130	349	1
130	349	1
126	347	1
126	346	1
126	347	1
126	347	1
124	346	1
122	344	1
124	345	1
126	346	1
124	345	1
124	345	1
124	345	1
126	345	1
128	347	1
130	347	1
128	346	1
130	347	1
132	348	1
134	349	1
134	349	1
134	349	1
134	349	1
134	350	1
134	349	1
132	349	1
132	349	1
132	349	1
130	348	1
130	348	1
128	348	1
128	348	1
126	347	1
126	347	1
124	347	1
124	347	1
124	347	1
124	347	2
124	348	2
124	348	2
124	348	2
124	348	2
126	349	2
128	349	2
130	350	2
132	350	2
134	351	2
132	351	2
130	352	2
130	353	2
128	353	2
128	354	2
128	356	2
128	356	1
128	357	1
128	358	1
128	359	1
126	359	1
122	359	2
120	360	2
120	359	2
120	358	2
122	357	2
122	356	2
124	354	2
126	352	2
128	350	2
130	348	2
132	347	2
132	346	2
134	345	2
134	344	2
134	344	2
138	344	2
138	344	2
138	343	2
138	343	2
138	344	2
136	344	2
136	345	1
134	345	1
134	346	1
132	346	1
130	347	1
130	348	1
130	348	1
128	348	1
126	348	2
124	347	2
124	347	2
124	347	2
122	347	2
122	346	2
122	345	2
122	345	2
122	344	2
124	344	2
122	342	2
122	339	2
124	337	2
124	337	2
124	336	2
122	335	2
124	336	2
124	337	1
126	337	1
126	337	1
124	339	1
124	340	1
124	342	1
124	342	1
124	343	1
124	344	1
124	345	1
126	346	1
126	346	1
126	345	1
126	346	1
126	347	1
128	347	1
126	347	1
126	348	1
126	349	2
128	349	3
130	350	3
160	430	2
160	429	1
160	429	1
160	428	1
162	428	1
162	428	1
162	429	1
162	429	1
162	430	1
161	429	1
160	430	1
160	431	1
162	430	1
164	430	1
162	429	1
164	430	1
166	430	1
168	430	1
170	429	1
170	428	1
172	428	1
176	428	1
180	424	1
184	421	1
190	419	1
194	419	1
196	417	1
197	416	1
198	415	1
199	413	1
201	413	1
202	411	1
202	410	1
202	408	1
201	406	1
202	404	1
202	403	1
202	402	1
202	401	1
201	401	1
198	398	1
196	397	1
198	395	1
198	394	1
198	394	1
198	393	1
196	392	1
194	392	1
192	393	1
192	393	1
192	393	1
188	395	1
184	397	1
182	397	1
180	399	1
180	401	1
178	401	1
176	402	1
174	404	1
176	406	1
178	410	1
178	410	1
178	411	1
178	412	1
178	415	1
178	415	1
178	415	1
178	415	1
178	416	1
178	416	1
180	419	1
180	419	1
180	419	1
180	419	1
180	419	1
178	420	1
176	424	1
178	424	1
178	424	1
178	424	1
178	424	1
178	426	1
180	428	1
186	429	1
186	429	1
188	433	2
206	433	3
215	433	4
150	411	4
150	410	4
150	410	4
152	411	4
152	411	4
154	410	4
156	406	4
156	406	4
158	407	4
158	410	4
158	410	3
158	412	3
160	415	3
160	415	3
164	416	3
164	419	3
164	420	3
164	420	3
164	424	3
237	449	3
235	451	2
233	451	1
235	453	1
235	455	1
233	455	1
233	455	1
230	455	1
227	453	1
228	455	1
225	455	1
223	455	1
220	456	1
220	456	1
220	456	1
219	457	1
218	458	1
217	460	1
216	460	1
212	461	1
210	462	1
207	464	1
206	464	1
206	465	1
206	467	1
206	469	1
205	470	1
204	473	1
204	474	1
202	478	1
200	479	1
200	480	1
198	482	1
196	487	1
196	493	1
197	497	2
122	353	2
126	349	1
128	349	1
128	349	1
128	349	1
128	349	1
128	350	1
128	351	1
128	351	1
128	352	1
128	352	1
128	352	1
128	352	1
128	352	1
128	352	1
128	352	1
128	352	1
128	352	1
128	352	1
130	353	1
130	353	1
130	353	1
132	354	1
132	354	1
132	354	1
132	354	1
134	354	1
134	354	1
134	354	1
136	355	1
136	355	1
136	355	1
136	355	1
138	355	1
138	355	1
138	355	1
138	355	1
138	355	1
136	354	1
136	354	1
138	354	1
138	354	1
138	354	1
138	354	1
144	356	1
146	358	1
148	359	1
152	361	1
152	363	1
154	365	1
154	368	1
158	372	1
160	376	1
162	380	1
164	385	1
166	390	1
170	395	1
172	399	1
174	402	1
176	404	1
176	406	1
176	408	1
178	410	1
178	412	1
178	415	1
176	415	1
178	417	1
178	421	1
176	424	1
176	425	1
176	428	1
174	428	1
172	431	1
168	434	1
168	437	1
166	439	1
168	442	1
170	446	1
168	446	1
168	447	1
168	447	1
166	447	1
166	447	1
164	448	1
166	448	1
166	448	1
168	446	1
168	443	1
168	442	1
170	442	1
170	440	1
170	438	1
170	434	1
170	433	1
170	431	1
170	430	1
172	428	1
172	428	1
172	424	1
172	424	1
174	424	1
174	422	1
174	420	1
176	419	1
176	415	1
176	412	1
176	410	1
174	403	1
174	398	1
174	394	1
174	392	1
174	386	1
174	380	1
176	377	1
180	374	1
182	372	1
184	370	1
182	368	1
184	367	1
186	365	1
188	365	1
188	361	1
190	363	1
190	366	1
188	366	1
180	355	1
172	346	2
166	337	2
167	336	2
166	332	4
138	471	3
136	470	3
134	469	3
136	469	2
138	470	2
140	471	2
138	469	2
136	467	2
156	207	2
156	206	2
156	206	2
156	205	2
156	204	2
156	205	2
155	205	2
154	206	2
154	206	2
154	207	2
152	207	2
150	207	2
150	207	2
150	209	2
148	210	2
180	482	2
146	211	2
144	211	2
144	214	2
146	216	2
146	216	2
146	216	2
146	218	1
146	218	1
146	218	1
146	219	1
146	219	1
146	219	1
146	218	1
146	216	1
146	216	1
146	218	1
146	218	2
146	216	2
144	216	2
144	216	2
144	216	2
140	545	2
138	546	2
140	550	2
144	554	2
144	555	2
144	559	2
142	559	2
144	563	2
145	563	2
146	565	2
146	566	2
145	565	2
147	568	2
149	569	2
149	569	3
148	569	3
149	569	2
160	306	2
160	310	2
160	315	2
160	319	1
162	324	1
160	328	1
162	333	1
162	337	1
160	342	1
162	350	1
164	356	1
164	359	1
162	365	1
160	368	1
160	371	1
160	371	1
160	371	1
160	372	1
159	374	1
159	372	1
160	372	1
160	374	1
162	374	1
162	374	1
164	374	1
164	375	1
166	377	1
170	379	1
172	379	1
174	379	1
176	379	1
178	380	1
180	381	1
180	381	1
182	383	1
180	381	1
178	380	1
178	379	1
178	379	1
178	379	1
174	375	2
170	374	2
136	231	3
140	232	3
140	233	2
140	234	2
142	236	2
142	237	2
142	237	2
142	236	2
142	236	2
142	236	2
143	237	2
143	237	2
143	237	2
144	237	2
144	237	2
144	236	2
144	236	2
144	236	2
143	235	2
142	234	2
142	234	2
142	234	2
142	233	2
142	233	2
142	233	2
142	233	2
142	233	2
142	233	2
142	232	2
142	232	2
142	232	2
142	232	2
142	232	2
142	232	2
142	232	2
142	232	2
142	232	2
144	232	2
144	232	2
144	232	2
144	232	2
144	232	2
144	232	2
146	232	2
146	232	2
146	232	2
146	232	2
148	232	2
128	464	2
128	464	2
126	464	2
126	464	2
126	464	2
126	464	2
126	464	2
126	464	2
126	464	2
126	464	2
126	464	2
126	464	2
128	465	2
128	465	2
128	466	2
128	467	2
128	467	2
128	469	2
128	469	2
128	469	2
128	471	2
130	473	2
130	473	2
130	474	2
130	475	2
132	476	2
134	478	2
136	479	3
138	480	2
140	481	2
166	353	2
168	356	1
168	356	1
168	353	1
168	353	1
169	354	1
170	354	1
170	352	1
168	352	1
168	352	1
170	352	1
168	351	1
168	350	1
168	350	1
168	348	1
168	346	1
170	346	1
170	344	1
174	342	1
178	342	1
180	341	1
182	340	1
182	339	1
182	340	1
184	339	1
184	337	1
184	335	1
183	333	1
182	333	1
182	333	1
181	331	1
180	328	1
