h	w	p
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
212	365	1
221	374	2
313	397	2
313	393	2
311	397	2
311	406	2
309	419	2
309	428	3
309	430	3
307	433	4
315	359	4
317	357	4
319	357	4
317	358	5
164	225	5
163	228	4
163	229	4
163	229	4
163	232	4
165	231	4
166	232	5
166	234	4
167	236	4
130	347	4
126	350	4
126	352	4
126	353	4
120	379	3
114	389	1
112	392	1
112	394	1
114	397	1
116	397	1
118	399	1
122	401	1
124	398	1
124	398	1
124	398	1
124	395	1
124	397	1
126	397	1
130	395	1
132	394	1
132	393	1
134	390	1
136	388	1
138	384	1
136	379	1
134	370	1
126	350	1
124	342	1
122	333	1
122	332	1
122	328	1
128	297	2
130	279	2
132	264	2
132	261	2
134	255	2
136	250	2
140	246	1
140	245	1
140	245	1
142	243	1
146	240	1
150	238	1
152	237	1
152	237	1
154	237	1
160	237	1
166	237	2
197	243	1
202	243	2
206	247	2
223	283	1
225	288	1
225	292	1
225	292	1
225	292	1
225	297	1
223	306	1
223	313	2
225	315	2
225	319	2
227	328	2
231	342	3
309	547	3
182	501	3
186	514	4
188	511	2
186	512	2
188	514	2
188	515	2
190	515	2
190	523	2
194	532	2
206	538	4
209	542	6
215	550	8
237	569	8
207	319	7
207	319	6
203	319	4
202	319	4
205	323	3
205	323	2
207	324	1
207	324	1
208	324	1
211	324	1
211	324	1
211	324	1
213	324	1
213	326	1
215	326	1
215	324	1
217	324	1
223	324	1
229	327	1
233	327	1
235	324	2
237	324	3
174	333	3
172	336	3
168	337	2
170	340	2
170	344	1
170	351	1
166	354	1
166	355	1
166	358	1
162	361	1
158	356	1
154	354	1
152	352	1
152	352	1
154	350	1
156	350	1
158	352	1
160	353	1
160	353	1
162	354	1
164	355	1
166	356	1
168	357	2
172	361	2
126	296	2
124	292	2
124	292	2
194	411	2
195	411	2
196	413	2
198	417	2
200	421	2
202	425	2
203	428	2
204	429	2
205	431	2
207	434	2
207	437	2
207	437	2
208	439	2
208	440	2
208	440	2
208	442	2
208	442	2
207	442	2
206	442	2
205	442	2
204	442	2
205	442	2
205	442	2
205	442	1
205	442	1
205	442	2
205	442	2
201	437	2
200	433	2
196	424	2
192	410	2
194	419	2
196	428	2
195	424	3
56	413	3
56	412	3
56	412	3
56	411	3
56	410	2
58	410	2
58	410	1
58	408	1
60	407	1
60	406	1
60	406	1
60	403	1
62	402	3
60	401	3
259	319	3
257	324	3
255	323	2
253	323	2
251	323	2
249	323	2
245	324	2
243	324	2
239	326	2
237	326	2
235	326	1
233	326	1
229	326	1
227	326	1
227	327	1
229	327	1
229	326	2
174	323	2
223	327	2
225	327	2
225	327	2
223	328	2
176	324	1
176	324	1
176	324	1
178	324	1
182	326	1
186	327	1
192	328	1
194	328	1
196	328	1
192	327	1
190	326	1
186	324	1
184	324	1
184	324	1
182	324	1
180	323	1
180	323	1
180	323	1
180	324	1
180	324	1
180	324	1
180	324	1
180	324	1
178	324	1
178	324	1
178	324	1
178	324	1
178	324	1
176	324	1
176	324	1
176	324	2
178	324	2
178	324	2
229	328	2
225	328	2
227	328	2
227	328	2
227	328	1
227	328	1
225	328	1
223	328	1
221	328	1
221	328	1
223	328	1
223	327	1
213	327	1
209	326	1
203	324	1
203	324	1
208	324	1
207	324	1
207	324	1
207	324	1
207	324	1
209	324	1
209	324	1
211	324	1
211	324	1
209	324	1
208	324	1
207	324	1
205	324	1
205	324	1
209	324	1
213	326	1
209	327	1
211	327	1
213	327	1
215	327	1
215	328	1
213	328	1
211	328	1
211	327	1
213	327	1
219	327	2
219	327	2
219	327	2
219	326	2
217	326	2
178	319	1
180	319	1
182	319	1
207	324	1
207	324	1
209	324	1
207	323	1
207	323	1
203	322	1
190	319	1
190	319	1
193	321	1
191	319	1
192	319	1
192	319	1
197	321	1
194	319	1
196	319	1
199	321	1
198	321	1
199	321	1
199	321	1
199	321	1
199	321	1
201	322	1
201	322	1
203	322	1
203	322	1
204	322	1
203	322	1
199	322	1
199	322	1
198	322	1
196	322	1
196	322	1
195	322	1
194	322	1
193	322	1
192	322	1
191	322	1
194	321	1
194	321	1
194	321	1
193	321	1
192	321	1
191	319	1
194	321	1
195	322	1
195	322	1
196	322	1
195	322	1
195	322	1
196	323	1
196	323	1
196	323	1
197	324	1
193	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
192	324	1
190	324	1
188	323	1
187	323	1
186	323	1
186	323	1
186	323	1
186	324	2
128	523	2
128	523	2
128	524	1
128	525	1
128	525	1
128	526	1
128	527	1
128	527	1
128	528	1
128	529	1
126	530	1
126	532	1
126	533	1
126	534	1
124	536	1
124	537	1
124	538	1
122	539	1
122	541	1
122	541	1
120	543	1
118	545	1
118	545	1
118	545	1
118	546	1
120	546	1
120	547	1
120	547	1
120	548	1
120	548	1
118	550	1
118	550	1
118	550	1
120	550	1
120	550	1
120	551	1
120	551	1
120	551	1
120	551	1
118	551	1
118	551	2
118	551	2
116	551	2
114	550	2
114	550	2
194	241	2
194	241	2
194	241	2
194	241	2
195	242	2
197	241	2
198	241	2
199	242	2
199	241	2
199	241	3
199	241	3
199	241	3
110	635	3
110	635	3
110	635	3
110	635	3
110	636	3
