h	w	p
215	359	1
217	358	1
221	359	1
223	359	4
215	559	7
205	556	1
201	555	1
200	555	2
200	555	2
201	556	3
160	451	2
162	448	2
162	448	3
164	446	2
164	446	2
164	446	2
165	444	1
166	443	1
166	442	1
166	442	1
168	440	1
168	439	1
168	439	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
168	438	1
167	437	1
166	437	2
166	437	2
166	437	2
166	437	2
132	312	2
130	310	2
130	310	2
130	310	1
128	309	1
128	308	1
126	306	1
126	306	1
126	306	1
124	305	1
124	304	1
124	304	1
124	304	1
124	303	1
122	303	1
122	301	1
120	301	1
120	301	1
120	300	1
120	299	1
118	297	2
118	297	2
118	296	2
116	295	2
116	294	2
116	292	2
116	291	2
114	288	2
114	285	2
114	283	2
114	282	2
114	278	2
112	272	2
112	265	2
110	261	2
110	258	2
110	250	2
108	241	2
108	236	2
108	234	2
106	232	2
106	228	2
106	223	2
106	218	3
106	216	3
106	214	3
108	211	3
108	205	3
108	198	3
106	192	3
106	189	3
108	184	3
108	179	2
108	174	2
108	170	2
110	168	2
110	166	2
112	162	2
112	160	2
112	157	2
114	157	2
114	156	1
114	155	1
114	153	2
114	153	2
114	153	2
114	153	1
114	153	2
114	153	2
114	153	2
112	153	2
112	155	2
112	155	3
112	156	3
112	157	3
112	159	3
112	160	3
112	161	3
112	161	3
112	162	3
112	162	3
112	162	3
112	162	4
112	162	4
112	162	4
112	162	4
112	164	4
112	165	4
112	165	4
112	165	4
110	165	4
110	165	4
110	165	4
110	165	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	166	4
110	168	4
110	168	4
112	168	4
112	168	4
112	169	4
112	169	4
112	168	4
114	169	4
114	168	4
114	168	4
114	168	4
116	168	4
116	168	4
116	166	4
116	166	4
116	166	4
116	166	4
116	166	4
116	166	3
116	165	3
116	165	3
115	165	3
114	164	3
114	164	3
114	164	3
114	164	3
114	164	3
114	164	3
113	164	3
113	164	3
113	164	3
113	164	3
112	162	3
112	162	3
112	164	3
112	164	3
112	164	3
112	165	3
114	166	3
114	166	3
112	166	3
112	166	3
112	168	3
112	169	3
112	170	3
112	171	3
112	171	3
112	171	3
112	171	3
112	173	3
112	173	3
112	174	3
112	173	3
110	171	3
110	171	2
110	171	2
110	171	2
110	170	3
110	169	3
110	168	4
110	166	4
112	166	4
112	164	4
112	162	4
110	161	4
110	160	4
110	159	4
110	157	4
110	156	4
110	155	4
110	153	4
110	153	4
110	153	4
110	152	2
110	152	2
110	152	2
110	151	2
110	151	1
110	151	1
109	151	1
108	151	1
108	151	1
108	152	1
108	152	1
108	153	1
108	153	1
108	153	1
108	153	1
110	155	1
110	156	2
110	157	2
110	157	2
110	157	2
110	157	2
110	159	2
108	159	2
108	160	2
108	160	2
108	160	2
108	160	2
108	161	2
108	161	2
108	161	2
108	162	2
108	162	2
108	162	1
108	162	1
108	162	1
107	162	1
107	162	1
106	162	1
106	162	1
106	162	1
106	162	1
106	162	1
106	162	1
106	162	1
106	162	1
108	164	1
108	164	1
108	164	1
108	164	1
108	165	1
108	165	1
108	165	1
108	165	1
108	165	1
110	166	1
110	166	1
110	166	1
110	166	1
110	166	2
