h	w	p
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
225	359	1
241	283	2
241	279	3
217	455	2
218	460	1
221	461	1
224	460	1
227	461	1
229	461	1
233	461	1
233	461	1
233	460	1
234	460	1
235	460	1
235	460	1
237	461	1
237	461	1
237	460	1
239	461	1
239	461	1
240	461	1
240	461	1
241	462	1
241	461	1
241	462	1
240	461	1
240	461	1
241	461	1
241	460	1
242	460	1
242	458	1
242	457	1
243	456	1
243	455	1
242	455	1
241	455	2
241	453	2
241	453	2
241	453	2
241	452	2
241	453	2
243	455	2
243	456	2
243	457	2
243	458	3
243	460	3
138	278	3
138	278	3
243	474	3
139	277	3
139	277	3
140	277	3
245	485	3
245	488	3
245	491	3
245	491	3
245	492	3
245	494	3
243	496	2
243	497	3
245	498	3
243	498	3
243	500	3
241	502	2
241	503	3
241	505	3
239	505	2
239	506	2
237	507	2
237	509	3
237	509	3
235	509	2
235	511	2
235	512	3
235	512	4
235	514	4
235	514	4
235	516	4
233	518	4
233	518	4
231	520	4
231	521	4
231	521	3
231	523	3
231	524	3
233	525	3
233	527	2
233	528	1
235	529	1
237	529	1
235	532	1
237	533	1
239	532	1
243	532	1
247	532	1
251	529	1
253	527	1
253	527	1
255	527	1
255	524	1
255	523	1
255	521	1
255	519	1
255	519	1
255	518	1
255	518	1
253	518	1
253	514	1
253	511	1
255	509	1
255	505	1
253	505	1
251	502	1
251	500	1
249	497	1
247	496	1
245	493	1
245	491	1
243	491	1
243	487	1
239	482	1
237	478	1
237	476	1
237	474	1
233	470	1
227	466	1
225	464	1
222	460	1
221	458	1
217	456	1
212	455	1
207	452	1
200	451	1
198	451	1
196	451	1
188	448	1
180	448	1
170	448	1
166	451	1
162	447	1
154	446	1
144	447	1
134	448	1
122	446	1
116	444	1
114	444	1
110	446	1
108	447	1
106	446	1
106	444	1
106	444	1
106	444	1
106	443	1
108	442	1
108	440	1
108	440	1
108	439	1
108	438	1
108	437	1
110	437	1
112	435	1
112	433	1
112	431	1
112	430	1
114	430	1
116	428	1
118	425	1
120	421	1
122	419	1
128	415	2
134	407	2
142	401	2
152	394	2
156	394	2
158	393	2
164	388	1
168	384	1
170	383	1
172	381	1
172	380	1
172	376	1
178	370	1
182	365	1
186	362	1
186	361	1
184	360	1
184	357	1
184	354	1
182	352	1
182	352	1
180	350	1
180	348	1
180	346	1
182	346	1
182	349	1
180	348	1
178	349	1
176	349	1
176	350	1
172	349	1
172	348	1
174	348	1
176	346	1
176	348	1
180	348	1
180	348	1
182	350	1
184	353	1
186	355	1
184	356	1
184	356	1
184	360	1
186	363	1
188	366	1
188	367	1
190	371	1
190	374	1
190	376	1
188	377	1
184	376	1
182	376	1
180	377	1
178	379	1
176	380	1
176	380	1
176	380	1
174	383	1
172	383	1
168	380	1
166	379	1
166	380	1
166	381	1
164	381	1
164	383	1
162	384	1
162	388	1
160	388	1
160	388	1
160	388	1
158	383	1
154	379	1
154	371	1
156	365	1
160	356	2
168	349	1
176	344	1
178	342	1
180	340	1
182	339	1
184	338	1
186	336	1
186	335	1
188	333	1
188	332	1
187	331	1
187	330	1
187	328	1
188	328	1
187	328	1
188	328	1
188	327	1
188	326	1
190	324	1
191	324	1
190	324	1
189	323	1
189	322	1
190	319	1
191	321	1
190	321	1
190	321	1
190	321	1
192	321	1
193	321	1
193	322	1
192	322	1
190	322	1
190	322	1
187	322	1
184	323	1
180	324	1
176	324	1
172	326	1
168	327	1
166	327	1
162	328	1
160	330	1
158	330	1
156	328	1
156	329	1
156	330	1
156	330	1
154	330	1
154	331	1
156	332	1
158	332	1
160	332	1
162	332	1
164	331	1
166	332	1
168	331	1
172	331	1
172	330	1
172	329	1
176	330	1
178	330	1
178	330	1
180	330	1
178	330	1
178	330	1
177	330	1
176	331	1
178	331	1
178	331	1
178	332	1
176	333	1
174	334	1
170	335	1
164	337	1
162	339	1
160	340	1
156	342	1
152	344	1
148	346	1
148	347	1
146	348	1
144	350	1
144	351	1
144	350	1
142	350	1
142	351	1
142	352	1
140	353	1
142	354	1
144	356	1
144	356	1
144	357	1
144	357	1
144	359	1
142	360	1
142	361	1
142	362	2
146	363	1
146	365	1
144	365	1
146	366	1
146	367	1
150	368	1
152	370	1
150	370	2
150	371	2
150	372	2
152	374	2
150	374	1
150	377	1
150	379	1
150	381	1
150	383	1
152	384	1
152	386	1
152	388	1
152	388	1
152	388	1
152	388	1
154	389	1
154	389	1
154	389	1
156	389	2
156	390	2
158	392	2
158	389	2
158	388	2
160	386	2
160	383	2
160	383	2
162	383	2
164	381	2
166	379	2
166	379	2
168	379	2
168	379	2
166	377	2
166	376	2
164	375	1
164	375	1
164	374	1
166	373	1
166	374	1
166	374	3
168	374	3
168	371	3
168	368	2
168	366	3
168	365	3
172	359	2
178	350	2
184	342	2
188	337	2
186	339	2
182	340	2
184	337	2
184	337	2
186	335	2
186	333	2
186	332	2
186	330	2
187	328	1
188	326	1
186	324	1
185	324	1
184	324	1
184	323	1
184	322	1
185	322	1
184	323	1
184	323	1
184	323	1
184	323	1
184	323	1
182	324	1
182	324	1
180	324	1
181	324	1
180	325	1
178	327	1
180	326	1
178	326	1
176	327	1
176	327	1
175	327	1
174	327	1
174	327	1
172	326	1
172	327	1
170	327	1
170	327	1
168	327	1
168	327	1
168	327	2
168	326	2
166	325	2
164	324	2
164	324	2
164	324	2
162	324	2
158	324	2
154	323	2
152	322	2
148	321	2
144	319	2
140	318	2
140	315	2
144	306	2
148	301	2
144	297	2
144	295	2
144	292	2
148	286	2
150	283	2
148	282	2
148	279	2
150	276	2
150	273	1
