h	w	p
215	359	1
217	359	1
229	351	1
237	351	1
255	348	1
257	346	2
285	346	2
297	344	1
303	341	1
305	343	1
303	346	1
305	348	2
305	349	3
305	351	4
307	354	4
331	397	4
170	437	4
168	433	3
170	433	3
170	433	3
170	433	3
166	429	3
162	429	3
160	429	1
156	428	1
124	397	2
152	428	1
148	428	1
140	424	1
138	424	1
142	428	1
140	428	2
140	357	2
140	355	2
142	354	2
142	355	2
142	356	2
140	355	1
140	356	1
142	356	1
144	355	1
144	356	1
144	358	1
144	359	1
144	361	1
146	363	1
146	370	2
146	379	4
273	379	4
273	376	4
273	375	4
273	374	3
275	374	2
275	371	1
275	374	1
275	374	1
275	371	1
275	374	2
275	371	3
267	297	3
114	506	3
112	509	2
110	508	1
108	507	1
106	509	1
108	510	1
108	510	1
106	512	1
106	515	1
106	518	1
106	519	1
108	521	1
108	522	1
108	522	1
108	523	1
108	523	1
108	526	1
108	527	1
110	529	1
110	530	1
110	532	1
112	534	1
112	535	1
112	536	1
112	538	1
112	540	1
112	541	1
114	542	1
114	543	1
114	545	1
112	545	1
112	545	1
112	546	1
110	547	1
110	547	1
108	548	1
108	548	1
106	547	1
106	547	1
106	546	2
106	545	2
104	545	2
104	543	2
104	541	2
104	539	2
104	537	2
102	536	2
102	533	3
104	530	2
104	529	3
104	527	3
104	526	2
104	523	2
104	520	2
106	516	2
104	509	2
100	501	2
100	497	2
100	493	2
100	491	1
98	485	1
96	482	1
96	480	1
96	478	1
96	478	1
96	478	1
96	475	1
96	474	1
96	473	1
98	473	1
98	473	1
100	473	1
102	469	1
104	469	1
106	469	1
106	466	1
106	462	1
108	460	1
112	457	1
128	451	1
134	446	1
144	437	2
150	434	2
225	403	1
225	407	1
227	407	1
225	410	1
223	410	1
222	411	1
223	411	1
223	410	1
221	411	1
221	412	1
221	413	1
223	412	1
223	411	1
221	415	1
217	416	1
213	420	1
213	421	1
212	420	1
209	419	1
205	420	2
202	421	2
199	424	3
195	428	3
169	234	3
166	238	2
163	242	2
160	245	2
160	244	2
160	244	2
158	247	2
156	249	2
154	251	2
154	251	2
154	251	2
154	251	2
152	251	2
152	251	2
152	251	2
152	251	1
152	251	1
152	251	1
152	251	1
152	251	2
152	251	2
152	251	2
152	251	2
152	251	2
152	252	2
152	252	2
152	255	2
152	256	1
152	258	1
152	259	1
152	260	1
152	261	2
152	265	2
152	269	2
182	342	2
184	340	2
182	340	1
178	340	1
174	339	1
170	337	1
172	339	1
174	341	1
174	342	1
174	342	1
174	342	1
174	344	1
172	344	1
172	345	1
172	345	1
172	346	1
170	346	1
168	347	1
168	348	1
166	348	1
164	347	1
162	347	1
162	346	1
162	346	1
162	346	1
162	346	1
160	345	1
162	345	1
164	345	1
166	345	1
164	342	1
164	341	1
164	341	1
166	340	1
168	339	1
170	339	1
174	339	1
176	336	1
176	333	1
176	332	1
176	330	1
172	327	1
174	326	1
170	322	1
168	318	1
168	315	1
166	313	1
168	310	1
168	306	1
168	301	1
168	297	1
170	297	1
170	296	1
170	292	1
170	292	1
172	288	1
176	288	1
178	288	1
178	288	1
178	288	1
178	288	1
178	288	1
178	288	1
178	288	1
176	292	1
176	292	1
174	292	1
174	295	1
172	296	1
172	297	1
172	297	1
168	297	1
164	301	1
162	303	1
160	306	1
154	306	1
154	306	1
156	310	1
156	314	1
156	315	1
158	318	1
164	322	1
164	324	1
164	324	1
164	324	1
164	324	1
162	324	1
164	326	1
164	324	1
164	324	1
162	324	1
162	324	1
160	324	1
160	324	1
162	324	1
164	323	1
164	323	1
160	323	1
160	323	1
160	323	1
160	323	1
160	322	1
160	323	1
158	324	1
156	324	1
158	324	1
160	324	1
160	324	1
158	327	1
158	327	1
158	327	1
152	328	1
148	330	1
148	330	1
150	328	1
152	328	1
150	330	1
148	331	1
152	330	1
154	328	1
156	327	1
156	326	1
156	324	1
156	324	1
154	324	1
156	324	1
156	324	1
156	324	1
156	323	1
156	323	1
156	323	1
154	323	1
154	322	1
154	322	1
152	322	1
152	322	1
152	322	1
150	323	1
150	322	1
150	322	1
152	321	1
150	319	1
148	319	1
148	319	1
148	319	1
144	318	1
142	317	1
142	315	1
144	315	1
144	314	1
146	312	1
148	310	1
150	309	1
150	306	1
152	306	1
156	304	1
154	303	1
154	301	1
156	301	1
158	301	1
156	301	1
134	255	2
126	247	1
120	240	1
118	236	1
116	233	1
118	233	1
120	233	1
118	231	1
118	230	1
118	229	1
118	229	1
120	229	1
120	229	1
120	228	1
122	229	1
122	229	1
122	229	1
124	229	1
124	229	1
126	229	1
126	229	1
126	229	1
126	229	1
128	230	1
128	231	1
128	231	1
130	232	1
130	233	1
130	233	2
130	234	2
130	234	2
130	234	2
130	235	2
130	236	2
130	236	2
128	237	2
128	238	2
128	239	2
126	239	2
126	239	2
124	239	2
122	239	1
122	239	1
120	238	1
120	238	1
120	238	1
120	239	1
120	239	1
118	238	1
118	239	1
118	239	1
118	239	1
120	240	1
120	240	1
120	240	1
120	240	1
120	240	1
120	240	1
122	240	1
122	240	1
122	240	1
122	240	1
122	241	1
122	241	1
122	241	1
124	241	1
124	240	1
124	240	1
124	240	1
124	240	1
124	240	1
124	240	1
124	240	1
124	240	1
124	240	1
126	240	1
126	240	1
126	240	1
124	240	1
124	239	1
124	239	1
126	239	1
126	239	1
126	239	1
126	239	1
126	239	1
126	239	1
124	239	1
124	239	1
124	239	1
124	240	1
124	238	1
124	237	1
122	235	1
122	234	1
122	232	1
120	231	2
120	229	2
118	228	2
116	227	2
114	225	2
114	225	2
112	225	2
112	224	2
110	223	2
110	224	1
110	224	1
110	224	1
110	224	1
110	224	1
112	224	1
112	225	1
112	225	1
112	225	1
112	225	1
112	225	1
112	225	1
112	225	1
110	225	1
110	225	1
110	225	1
110	225	1
110	225	1
110	225	1
110	226	1
110	227	1
108	227	1
108	227	1
108	228	1
108	228	1
108	229	1
106	229	1
106	229	1
108	231	1
108	233	1
108	234	1
110	238	1
112	241	1
114	245	1
118	251	1
120	256	1
124	261	1
128	269	1
134	278	1
158	297	1
156	297	1
154	297	1
152	297	1
152	297	1
150	297	1
150	297	1
150	297	1
150	297	1
150	297	1
150	297	1
150	297	1
150	297	1
150	297	1
150	297	1
148	297	1
148	297	1
148	297	1
146	297	1
144	297	1
144	297	1
144	296	1
144	297	1
144	297	1
142	296	1
142	297	1
140	296	1
140	297	1
142	297	1
144	297	1
142	297	1
142	297	1
142	297	1
144	297	1
144	297	1
144	297	1
146	297	1
146	297	1
146	297	1
148	297	1
148	299	1
148	300	1
148	300	1
150	300	1
150	300	1
148	300	1
148	300	1
148	300	1
148	300	1
148	300	1
148	300	1
148	300	1
148	300	1
148	300	1
148	300	1
146	300	1
146	300	1
146	300	1
146	300	1
146	300	1
146	300	1
146	300	1
144	300	1
142	300	1
138	300	1
134	301	1
130	301	1
128	301	1
124	301	1
122	301	1
122	305	2
154	421	2
152	422	1
152	424	1
154	425	2
156	426	2
156	428	2
158	429	2
158	430	2
156	431	2
156	433	2
158	434	2
158	437	2
160	442	2
191	178	2
191	178	2
192	178	2
192	178	2
192	178	2
192	177	2
180	460	2
180	460	2
180	461	2
182	464	2
184	464	2
184	464	2
184	464	2
184	465	2
184	465	2
184	465	2
186	465	1
186	465	1
186	465	1
188	465	1
188	465	1
186	465	1
186	467	1
186	467	1
184	467	1
184	467	1
182	469	1
182	469	1
182	469	1
182	469	1
182	469	1
182	469	1
182	469	1
182	469	1
180	469	1
180	470	1
180	470	1
178	470	1
180	470	1
178	470	1
178	470	1
180	470	1
180	470	1
180	469	1
180	469	1
182	469	1
182	467	1
182	467	1
182	466	1
182	466	1
182	466	1
182	466	1
180	465	1
