h	w	p
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
208	358	1
197	297	1
245	295	1
241	292	1
245	291	2
247	291	2
208	292	4
205	292	5
130	368	5
130	368	4
132	370	3
132	370	3
132	370	3
132	370	3
137	193	3
137	193	3
137	193	3
137	193	3
138	193	3
138	193	3
138	193	3
138	193	3
138	193	3
138	193	4
138	193	4
138	193	4
139	196	4
140	197	5
140	198	5
140	198	5
140	198	5
141	198	5
144	497	5
146	497	5
146	497	5
146	497	5
146	497	5
147	497	5
147	497	5
144	206	5
144	207	5
144	207	5
144	207	5
144	207	5
144	207	5
144	207	5
144	207	5
144	207	5
144	207	5
144	209	5
144	209	5
144	209	5
144	209	5
144	209	5
144	209	5
144	209	5
144	209	5
144	210	5
144	210	5
144	210	5
144	210	5
144	210	5
144	211	4
144	211	4
144	211	4
144	211	5
144	211	5
144	211	5
136	370	5
136	370	4
136	372	4
136	374	3
138	374	2
138	377	2
138	379	1
140	384	2
140	383	1
142	389	3
142	393	2
144	397	2
144	398	3
144	398	3
146	397	2
148	399	2
146	399	3
146	399	3
146	401	1
148	401	1
148	402	1
148	403	1
148	404	1
148	406	1
148	407	1
146	407	1
146	408	1
144	410	1
144	410	2
146	412	2
144	415	2
144	415	2
144	416	2
142	417	2
142	420	2
142	421	2
140	421	2
140	422	2
140	422	2
142	422	2
142	422	2
142	422	2
142	421	2
142	422	2
142	422	2
142	421	2
142	420	2
144	419	2
144	419	2
144	416	2
146	415	2
148	415	2
150	416	2
152	416	2
154	417	2
158	417	2
162	419	1
168	422	1
174	424	1
180	428	1
184	430	1
189	433	1
193	434	1
198	437	1
204	442	1
205	442	1
205	442	1
204	443	1
205	446	1
205	447	1
206	451	1
207	451	1
207	452	1
206	455	1
204	455	1
202	460	1
200	464	1
192	478	1
190	482	1
188	484	1
186	487	1
188	484	1
186	482	1
188	482	2
188	482	2
188	480	3
190	480	3
190	479	3
144	339	3
144	339	3
143	339	3
142	339	3
142	339	3
218	482	3
219	482	3
217	479	3
215	478	3
215	478	2
215	479	2
214	478	2
213	478	2
212	476	2
212	476	3
211	474	2
211	474	2
210	474	2
210	473	2
186	336	2
185	333	2
188	335	2
188	333	1
188	333	1
188	331	1
186	330	1
186	328	1
186	330	1
185	328	1
186	331	1
186	330	1
185	331	1
185	332	1
184	333	1
184	333	1
184	333	1
184	336	1
184	336	1
183	337	1
182	341	1
182	344	1
184	346	1
184	350	1
184	352	1
184	354	1
184	356	1
184	358	1
186	361	1
186	362	1
186	362	1
186	363	1
186	365	1
186	364	1
186	363	1
186	362	1
186	361	1
188	361	1
188	361	1
188	359	1
188	358	1
188	356	1
190	353	1
190	350	1
188	346	1
189	344	1
190	342	1
190	339	1
188	336	1
186	333	1
185	332	1
184	331	1
184	328	1
183	327	1
182	324	1
181	324	1
180	324	1
180	324	1
180	324	1
178	324	1
178	324	1
176	324	1
176	324	1
176	324	1
174	324	1
175	324	1
175	323	1
176	323	1
176	323	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	322	1
176	321	1
176	321	1
176	322	1
176	322	1
175	322	1
174	322	1
174	322	1
174	322	1
174	322	1
174	322	1
174	322	1
174	322	1
174	321	1
174	322	1
174	321	1
174	321	1
174	322	1
174	322	1
174	322	1
174	322	1
174	323	1
174	323	1
176	324	1
176	324	1
176	324	2
178	324	2
178	324	2
180	324	2
180	324	2
182	322	3
184	322	2
186	324	2
188	322	3
200	482	3
199	482	2
198	482	3
198	483	3
198	483	1
198	482	1
197	478	2
196	478	1
196	474	1
196	469	1
196	464	1
195	460	1
194	455	1
194	451	1
195	451	1
196	451	1
199	455	1
202	460	1
206	464	1
208	464	1
210	464	2
213	464	2
150	352	2
150	353	3
148	355	3
146	356	2
146	358	2
144	359	2
144	361	2
146	361	2
146	361	2
148	361	2
148	362	2
218	379	2
217	377	2
215	377	2
216	379	2
217	380	1
216	383	1
217	383	2
217	383	3
216	388	4
215	401	6
215	424	7
220	438	5
221	442	5
219	442	3
219	446	3
219	448	3
220	451	2
221	451	2
220	451	2
220	452	2
220	455	2
219	455	1
219	455	1
218	455	2
218	455	2
218	453	1
217	455	1
216	453	1
215	452	1
215	451	1
215	451	1
215	449	1
214	449	1
214	448	1
213	448	1
213	447	1
213	446	1
213	446	2
213	443	2
213	443	2
213	444	2
213	443	2
213	442	2
213	442	2
214	443	2
214	444	2
214	444	2
215	446	2
215	446	2
216	446	2
217	446	2
217	446	2
218	447	2
219	446	2
220	446	2
220	443	2
220	442	2
221	443	2
223	442	3
223	439	5
224	437	5
225	437	5
227	437	5
227	433	5
227	430	5
231	429	6
227	424	5
225	420	4
225	419	4
225	419	4
235	433	4
239	437	4
217	388	4
215	379	4
215	370	4
180	314	5
182	305	2
182	304	1
182	303	1
181	301	1
181	301	1
180	300	1
180	300	1
180	299	1
180	299	1
179	299	1
179	299	1
179	299	1
178	299	1
178	299	1
178	297	1
178	297	1
177	297	1
177	297	1
177	297	1
177	299	1
177	297	1
178	297	1
177	299	1
176	300	1
176	301	1
176	301	1
176	301	1
176	301	1
174	301	1
173	301	1
173	304	1
174	306	2
175	306	2
174	306	2
173	308	2
172	308	3
172	306	3
170	306	2
170	305	3
