h	w	p
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
221	365	1
231	365	1
247	370	2
249	362	1
253	360	2
249	355	3
243	354	3
241	353	3
239	351	3
239	351	3
160	333	3
160	328	3
160	324	3
160	324	3
160	322	3
160	319	3
160	319	2
160	319	2
160	319	2
161	318	2
162	318	2
162	318	2
162	318	2
162	318	2
164	319	2
164	318	2
164	319	2
164	319	3
164	319	3
164	319	2
164	319	2
164	319	2
164	319	2
164	319	2
164	319	2
164	319	2
164	319	2
164	319	2
163	319	2
163	318	2
162	318	2
162	318	2
162	318	2
162	318	2
162	318	2
162	319	2
162	319	2
160	319	1
160	319	1
160	319	1
160	319	1
160	320	1
160	321	1
160	321	1
160	321	1
160	321	1
160	321	1
160	321	1
160	321	1
160	321	1
160	321	1
162	321	1
162	321	1
162	321	1
162	321	1
162	321	1
164	321	1
164	321	1
164	319	1
164	319	1
164	319	1
164	319	1
164	319	1
166	319	1
164	319	1
164	319	1
164	319	1
166	319	1
166	319	1
165	319	1
165	319	1
164	319	1
166	318	1
165	317	1
164	318	1
164	317	1
164	317	1
164	315	2
164	315	2
162	315	2
163	315	3
164	315	3
164	314	3
164	315	3
128	357	3
128	357	3
126	357	3
126	357	3
126	357	3
124	357	3
124	357	3
124	357	3
124	357	3
124	357	3
124	357	3
124	356	4
124	356	4
124	356	3
122	356	3
122	356	3
122	356	3
122	356	3
122	356	2
122	356	2
168	314	2
168	314	2
168	314	2
168	315	2
167	314	2
166	314	2
167	314	3
168	314	3
168	312	3
168	310	3
168	306	3
166	304	3
166	300	3
168	297	3
186	243	2
181	242	2
180	242	2
180	242	2
179	242	2
176	242	2
173	242	2
172	242	2
167	242	2
166	242	2
164	243	2
162	243	2
160	243	2
159	243	2
158	244	2
156	245	2
156	245	2
154	245	2
154	245	2
154	244	1
154	243	1
154	243	1
154	243	1
154	242	1
154	242	1
154	241	1
154	240	1
154	240	1
154	240	1
155	239	1
154	239	1
154	238	1
154	238	1
154	238	1
154	238	1
152	238	2
152	238	2
152	238	2
152	238	2
152	238	2
152	238	2
152	238	2
152	238	2
152	238	2
152	237	2
150	236	2
152	236	2
152	236	2
152	236	2
154	236	2
154	236	2
156	236	2
156	236	2
158	236	2
160	236	2
160	236	2
161	235	2
161	234	2
162	234	2
164	234	2
167	236	2
167	236	2
167	234	2
169	236	2
171	237	2
171	236	2
171	235	2
171	234	2
173	233	2
194	473	2
196	470	2
196	470	2
196	470	2
196	470	2
195	470	2
194	471	2
194	471	2
194	471	2
194	473	2
194	473	2
180	216	2
181	215	2
181	215	2
194	471	2
194	471	2
194	471	2
194	471	2
194	471	2
194	473	2
194	471	2
194	471	2
194	471	2
194	471	1
194	470	1
194	470	2
194	470	2
194	470	2
194	470	2
194	470	2
194	470	2
194	470	2
194	470	2
194	470	2
194	470	2
192	470	2
162	261	2
162	264	2
162	265	2
162	267	2
162	269	2
160	270	2
160	273	2
160	274	2
160	277	2
160	279	2
160	282	2
160	283	2
160	285	2
160	287	2
158	287	1
158	287	1
156	288	1
156	288	1
156	288	1
156	288	1
158	288	1
158	288	1
160	288	1
158	288	1
156	287	1
154	285	1
152	283	1
150	283	1
146	281	1
144	279	2
142	279	2
112	415	3
112	415	2
112	415	2
114	415	2
114	415	2
114	415	2
116	415	2
116	415	2
116	416	2
116	416	2
116	417	2
116	417	2
114	417	3
114	417	3
114	418	3
114	419	3
114	419	3
114	419	3
114	419	3
114	420	3
114	420	3
114	420	3
114	421	3
114	421	3
114	422	3
112	421	3
112	422	3
114	424	3
114	424	3
114	424	3
114	424	3
114	424	3
114	424	3
114	424	3
114	424	3
114	424	3
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
114	424	2
112	424	2
112	424	2
112	424	2
114	424	2
114	424	2
114	424	2
114	424	2
112	424	2
114	424	2
114	425	2
112	424	2
112	425	2
114	426	2
114	427	2
116	428	2
114	428	2
114	429	2
116	430	2
116	431	2
116	433	2
116	433	2
116	434	2
116	435	2
118	437	2
118	437	2
118	439	2
118	439	2
118	440	2
118	440	2
118	442	2
118	442	2
118	442	2
118	442	2
120	442	2
120	440	2
122	440	2
122	440	2
122	439	2
323	492	3
325	491	3
325	491	3
325	489	3
325	488	3
325	487	3
325	487	2
325	487	2
325	485	2
325	484	2
327	483	2
325	483	2
325	482	2
325	482	3
327	482	3
327	482	3
158	446	4
160	446	3
162	449	3
164	451	2
166	452	2
166	452	2
164	451	2
164	451	2
166	452	2
166	452	2
166	452	2
166	452	2
166	451	2
166	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
164	451	2
130	274	2
130	273	2
130	273	2
132	273	2
132	273	2
134	273	2
134	273	2
134	273	2
134	273	2
136	273	2
136	272	2
136	272	2
136	272	2
136	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
138	270	2
