onset	duration	onset_frame
0.000	1.335	1
1.335	4.271	41
5.606	2.636	169
8.242	5.839	248
14.081	4.838	423
18.920	1.668	568
20.588	2.603	618
23.191	2.202	696
25.393	1.201	762
26.595	2.770	798
29.364	1.769	881
31.133	1.902	934
33.035	10.111	991
43.145	8.776	1294
51.921	5.339	1557
57.260	2.136	1717
59.396	1.702	1781
61.098	8.008	1832
69.106	2.269	2072
71.375	2.336	2140
73.711	4.138	2210
77.849	2.169	2334
80.017	1.268	2399
81.285	0.968	2437
82.253	1.135	2466
83.388	5.573	2500
88.960	1.301	2667
90.262	1.135	2706
91.396	2.870	2740
94.266	1.969	2826
96.235	1.735	2885
97.970	7.808	2937
105.778	2.136	3171
107.913	6.841	3235
114.754	1.535	3440
116.289	2.336	3486
118.625	2.202	3556
120.827	1.502	3622
122.329	2.436	3667
124.765	1.168	3740
125.932	0.667	3775
126.600	1.468	3795
128.068	1.034	3839
129.102	0.667	3870
129.770	1.235	3890
131.004	0.834	3927
131.839	1.135	3952
132.973	0.968	3986
133.941	0.968	4015
134.909	0.734	4044
135.643	1.335	4066
136.977	8.476	4106
145.453	1.702	4360
147.155	2.202	4411
149.357	3.937	4477
153.295	1.635	4595
154.930	1.001	4644
155.931	1.902	4674
157.833	9.276	4731
167.109	6.907	5009
174.016	1.201	5216
175.218	6.607	5252
181.825	2.069	5450
183.893	2.770	5512
186.663	1.869	5595
188.532	1.769	5651
190.300	1.668	5704
191.969	1.735	5754
193.704	2.636	5806
196.340	2.669	5885
199.009	13.381	5965
212.390	3.937	6366
216.327	1.635	6484
217.963	2.970	6533
220.932	4.104	6622
225.037	7.842	6745
232.878	8.309	6980
241.187	3.037	7229
244.223	2.035	7320
246.259	1.301	7381
247.560	5.739	7420
253.300	1.735	7592
255.035	5.339	7644
260.374	3.504	7804
263.877	4.738	7909
268.616	2.669	8051
271.285	1.101	8131
272.386	1.034	8164
273.421	5.806	8195
279.227	4.872	8369
284.099	2.870	8515
286.968	1.535	8601
288.503	5.573	8647
294.076	9.810	8814
303.886	2.636	9108
306.522	4.171	9187
310.693	2.669	9312
313.363	1.969	9392
315.332	2.836	9451
318.168	1.101	9536
319.269	1.401	9569
320.671	2.102	9611
322.773	0.734	9674
323.507	4.805	9696
328.312	2.970	9840
331.282	7.441	9929
338.723	1.568	10152
340.291	8.175	10199
348.466	2.536	10444
351.002	2.202	10520
353.205	5.940	10586
359.144	1.368	10764
360.512	1.401	10805
361.914	3.404	10847
365.317	4.838	10949
370.156	4.872	11094
375.028	2.803	11240
377.831	4.872	11324
382.702	2.069	11470
384.771	3.971	11532
388.742	6.340	11651
395.082	2.770	11841
397.852	6.707	11924
404.559	3.370	12125
407.929	3.037	12226
410.965	3.170	12317
414.135	7.808	12412
421.944	3.937	12646
425.881	3.003	12764
428.884	5.940	12854
434.824	4.305	13032
439.128	7.341	13161
446.469	1.602	13381
448.071	15.683	13429
463.754	2.436	13899
466.190	1.735	13972
467.925	3.604	14024
471.529	2.669	14132
474.199	1.602	14212
475.800	3.070	14260
478.870	6.006	14352
484.877	1.068	14532
485.944	2.102	14564
488.047	2.736	14627
490.783	1.368	14709
492.151	1.668	14750
493.819	2.169	14800
495.988	4.571	14865
500.560	2.936	15002
503.496	2.136	15090
505.632	2.703	15154
508.335	14.715	15235
523.050	1.869	15676
524.919	4.972	15732
529.891	2.269	15881
532.160	3.237	15949
535.396	2.369	16046
537.765	6.440	16117
544.206	8.542	16310
552.748	6.807	16566
559.555	3.737	16770
563.292	5.105	16882
568.398	11.178	17035
579.576	4.338	17370
583.914	2.970	17500
586.884	2.069	17589
588.953	2.102	17651
591.055	6.941	17714
597.995	7.842	17922
605.837	2.836	18157
608.673	3.237	18242
611.910	1.568	18339
613.478	27.662	18386
641.141	1.969	19215
643.110	5.406	19274
648.515	2.970	19436
651.485	1.802	19525
653.287	6.340	19579
659.627	3.003	19769
662.630	2.503	19859
665.133	0.834	19934
665.967	2.269	19959
668.236	0.801	20027
669.037	1.201	20051
670.238	1.401	20087
671.640	4.038	20129
675.677	2.936	20250
678.614	3.971	20338
682.584	2.202	20457
684.787	1.769	20523
686.555	1.869	20576
688.424	2.903	20632
691.327	3.370	20719
694.697	3.203	20820
697.901	3.137	20916
701.037	5.706	21010
706.743	1.401	21181
708.145	3.771	21223
711.915	2.069	21336
713.984	1.301	21398
715.285	1.001	21437
716.287	1.168	21467
717.454	1.168	21502
718.622	0.634	21537
719.256	8.743	21556
