onset	duration	onset_frame
0.000	3.804	1
3.804	1.368	115
5.172	1.135	156
6.307	2.503	190
8.809	1.668	265
10.478	3.237	315
13.714	1.635	412
15.349	2.803	461
18.152	2.102	545
20.255	1.602	608
21.856	2.503	656
24.359	0.868	731
25.227	3.103	757
28.330	2.870	850
31.199	6.473	936
37.673	8.175	1130
45.848	5.105	1375
50.954	5.172	1528
56.126	1.435	1683
57.561	1.702	1726
59.262	18.786	1777
78.049	7.041	2340
85.089	2.069	2551
87.158	2.669	2613
89.828	1.635	2693
91.463	17.385	2742
108.848	1.401	3263
110.249	3.504	3305
113.753	2.002	3410
115.755	1.668	3470
117.423	7.508	3520
124.931	2.636	3745
127.567	5.439	3824
133.007	1.468	3987
134.475	9.610	4031
144.085	2.603	4319
146.688	1.135	4397
147.822	4.838	4431
152.661	1.668	4576
154.329	3.637	4626
157.966	9.310	4735
167.276	1.235	5014
168.511	1.802	5051
170.312	1.668	5105
171.981	1.635	5155
173.616	1.702	5204
175.318	1.502	5255
176.819	0.734	5300
177.553	1.902	5322
179.455	1.769	5379
181.224	2.903	5432
184.127	3.237	5519
187.364	2.136	5616
189.499	1.268	5680
190.767	3.103	5718
193.871	1.235	5811
195.105	2.069	5848
197.174	1.368	5910
198.542	5.272	5951
203.814	1.635	6109
205.449	1.368	6158
206.817	1.568	6199
208.386	2.236	6246
210.621	2.770	6313
213.391	7.007	6396
220.398	1.401	6606
221.800	1.335	6648
223.135	0.968	6688
224.102	2.870	6717
226.972	4.438	6803
231.410	6.273	6936
237.683	2.069	7124
239.752	5.673	7186
245.425	4.571	7356
249.996	8.642	7493
258.639	1.068	7752
259.706	0.934	7784
260.641	1.368	7812
262.009	2.536	7853
264.545	12.313	7929
276.858	2.669	8298
279.527	1.568	8378
281.096	1.068	8425
282.163	1.969	8457
284.132	2.336	8516
286.468	8.642	8586
295.110	1.802	8845
296.912	2.770	8899
299.682	2.403	8982
302.084	2.069	9054
304.153	2.770	9116
306.923	3.270	9199
310.193	8.209	9297
318.401	1.769	9543
320.170	6.841	9596
327.011	3.103	9801
330.114	2.302	9894
332.416	7.842	9963
340.258	1.802	10198
342.060	5.005	10252
347.065	2.469	10402
349.534	1.869	10476
351.403	2.970	10532
354.373	2.770	10621
357.142	2.336	10704
359.478	6.674	10774
366.152	3.604	10974
369.755	4.238	11082
373.993	2.569	11209
376.563	1.335	11286
377.897	4.271	11326
382.169	6.941	11454
389.109	3.504	11662
392.613	2.970	11767
395.583	2.169	11856
397.752	2.736	11921
400.488	1.201	12003
401.689	1.602	12039
403.291	11.579	12087
414.870	6.574	12434
421.443	3.070	12631
424.513	2.703	12723
427.216	4.271	12804
431.487	4.305	12932
435.792	2.035	13061
437.827	4.471	13122
442.298	2.035	13256
444.334	0.834	13317
445.168	3.470	13342
448.638	1.702	13446
450.340	4.338	13497
454.678	2.770	13627
457.448	6.073	13710
463.521	3.671	13892
467.191	12.213	14002
479.404	2.870	14368
482.274	1.435	14454
483.709	2.369	14497
486.078	2.302	14568
488.380	4.204	14637
492.585	8.642	14763
501.227	4.738	15022
505.965	6.473	15164
512.439	9.610	15358
522.049	2.569	15646
524.618	1.168	15723
525.786	4.939	15758
530.725	8.175	15906
538.900	3.170	16151
542.070	1.502	16246
543.572	7.274	16291
550.846	7.141	16509
557.987	2.503	16723
560.489	1.735	16798
562.225	1.034	16850
563.259	1.568	16881
564.827	1.268	16928
566.095	2.903	16966
568.998	1.101	17053
570.099	4.538	17086
574.638	4.104	17222
578.742	3.771	17345
582.513	6.106	17458
588.619	2.169	17641
590.788	3.671	17706
594.458	9.677	17816
604.135	6.006	18106
610.142	2.202	18286
612.344	1.969	18352
614.313	2.803	18411
617.116	1.535	18495
618.651	1.034	18541
619.685	1.435	18572
621.120	2.035	18615
623.155	1.568	18676
624.724	1.301	18723
626.025	5.172	18762
631.197	1.635	18917
632.832	6.907	18966
639.739	1.502	19173
641.241	3.003	19218
644.244	4.571	19308
648.816	3.570	19445
652.386	1.368	19552
653.754	1.435	19593
655.189	6.874	19636
662.063	10.344	19842
672.407	8.609	20152
