onset	duration	onset_frame
0.000	1.869	1
1.869	2.603	57
4.471	3.771	135
8.242	5.239	248
13.481	1.168	405
14.649	4.672	440
19.320	3.737	580
23.058	0.934	692
23.992	2.169	720
26.161	2.369	785
28.530	16.250	856
44.780	2.469	1343
47.250	2.536	1417
49.786	6.774	1493
56.559	3.103	1696
59.663	5.873	1789
65.536	2.770	1965
68.305	1.935	2048
70.241	4.238	2106
74.478	2.069	2233
76.547	0.968	2295
77.515	4.338	2324
81.853	2.536	2454
84.389	1.335	2530
85.723	4.305	2570
90.028	9.377	2699
99.405	6.307	2980
105.711	2.636	3169
108.347	1.201	3248
109.549	1.635	3284
111.184	1.168	3333
112.351	4.705	3368
117.056	1.001	3509
118.057	1.268	3539
119.325	1.769	3577
121.094	10.745	3630
131.839	1.535	3952
133.374	4.538	3998
137.912	3.170	4134
141.082	3.270	4229
144.352	7.341	4327
151.693	7.708	4547
159.401	1.335	4778
160.736	8.542	4818
169.278	4.672	5074
173.950	1.335	5214
175.284	9.176	5254
184.461	2.469	5529
186.930	3.070	5603
190.000	2.770	5695
192.769	2.069	5778
194.838	2.336	5840
197.174	3.971	5910
201.145	3.504	6029
204.649	5.973	6134
210.621	9.643	6313
220.265	2.436	6602
222.701	6.273	6675
228.974	4.672	6863
233.646	2.803	7003
236.449	1.735	7087
238.184	1.201	7139
239.385	8.442	7175
247.827	2.836	7428
250.664	6.841	7513
257.504	4.338	7718
261.842	2.536	7848
264.378	2.469	7924
266.847	1.668	7998
268.516	5.506	8048
274.021	0.734	8213
274.756	1.101	8235
275.857	6.340	8268
282.197	1.468	8458
283.665	6.507	8502
290.172	1.602	8697
291.773	0.901	8745
292.674	3.003	8772
295.678	6.373	8862
302.051	1.702	9053
303.753	2.102	9104
305.855	1.335	9167
307.190	2.403	9207
309.592	1.969	9279
311.561	1.735	9338
313.296	1.668	9390
314.965	1.735	9440
316.700	2.202	9492
318.902	7.241	9558
326.143	1.902	9775
328.045	2.102	9832
330.147	5.573	9895
335.720	1.769	10062
337.488	6.473	10115
343.962	4.638	10309
348.600	3.637	10448
352.237	1.935	10557
354.172	2.236	10615
356.408	6.607	10682
363.015	3.771	10880
366.786	8.309	10993
375.094	2.169	11242
377.263	7.908	11307
385.172	2.002	11544
387.174	0.934	11604
388.108	1.702	11632
389.810	4.571	11683
394.381	1.802	11820
396.183	2.436	11874
398.619	3.771	11947
402.390	3.604	12060
405.994	2.669	12168
408.663	2.202	12248
410.865	2.703	12314
413.568	2.269	12395
415.837	2.870	12463
418.707	2.269	12549
420.976	1.502	12617
422.478	1.835	12662
424.313	1.401	12717
425.714	2.202	12759
427.917	1.235	12825
429.151	1.902	12862
431.053	1.969	12919
433.022	1.835	12978
434.857	1.502	13033
436.359	1.568	13078
437.927	1.602	13125
439.529	1.568	13173
441.097	1.468	13220
442.565	1.301	13264
443.867	0.801	13303
444.668	0.834	13327
445.502	0.901	13352
446.403	0.801	13379
447.204	0.901	13403
448.105	0.834	13430
448.939	1.101	13455
450.040	2.636	13488
452.676	1.368	13567
454.044	0.701	13608
454.745	0.634	13629
455.379	1.401	13648
456.780	1.568	13690
458.349	1.502	13737
459.850	2.403	13782
462.253	2.603	13854
464.855	1.268	13932
466.123	2.069	13970
468.192	2.536	14032
470.728	3.671	14108
474.399	7.675	14218
482.074	1.502	14448
483.575	3.237	14493
486.812	1.769	14590
488.580	22.057	14643
510.637	4.171	15304
514.808	10.444	15429
525.252	4.038	15742
529.290	3.504	15863
532.794	3.404	15968
536.197	6.774	16070
542.971	11.178	16273
554.149	3.904	16608
558.053	5.739	16725
563.793	2.269	16897
566.062	14.015	16965
580.077	1.902	17385
581.979	13.247	17442
595.226	3.170	17839
598.396	2.336	17934
600.732	3.037	18004
603.768	3.137	18095
606.905	27.429	18189
634.334	2.169	19011
636.503	1.702	19076
638.204	1.902	19127
640.106	5.072	19184
645.178	8.509	19336
653.687	1.135	19591
654.822	1.301	19625
656.123	1.735	19664
657.858	0.934	19716
658.793	2.002	19744
660.795	1.001	19804
661.796	0.834	19834
662.630	8.008	19859
