onset	duration	onset_frame
0.000	2.669	1
2.669	1.268	81
3.937	3.871	119
7.808	6.507	235
14.315	5.539	430
19.854	24.125	596
43.980	1.902	1319
45.882	6.473	1376
52.355	1.668	1570
54.023	4.038	1620
58.061	2.803	1741
60.864	1.368	1825
62.232	1.802	1866
64.034	3.137	1920
67.171	3.137	2014
70.307	7.942	2108
78.249	6.006	2346
84.255	6.740	2526
90.996	9.076	2728
100.072	2.703	3000
102.775	1.401	3081
104.176	4.838	3123
109.015	4.571	3268
113.586	3.537	3405
117.123	3.604	3511
120.727	2.903	3619
123.630	5.739	3706
129.369	9.410	3878
138.779	5.839	4160
144.619	1.769	4335
146.387	3.737	4388
150.125	3.470	4500
153.595	9.009	4604
162.604	2.169	4874
164.773	5.306	4939
170.079	5.839	5098
175.918	8.743	5273
184.661	2.169	5535
186.830	3.971	5600
190.801	3.303	5719
194.104	1.735	5818
195.839	2.369	5870
198.208	3.003	5941
201.212	1.435	6031
202.646	7.575	6074
210.221	2.069	6301
212.290	3.737	6363
216.027	5.706	6475
221.733	6.640	6646
228.373	3.470	6845
231.844	3.804	6949
235.648	1.602	7063
237.249	2.970	7111
240.219	3.804	7200
244.023	7.875	7314
251.898	2.336	7550
254.234	4.338	7620
258.572	4.038	7750
262.609	2.970	7871
265.579	2.970	7960
268.549	8.375	8049
276.925	6.273	8300
283.198	7.842	8488
291.039	8.909	8723
299.949	7.641	8990
307.590	2.703	9219
310.293	6.440	9300
316.733	4.371	9493
321.104	4.038	9624
325.142	5.773	9745
330.915	2.403	9918
333.317	1.268	9990
334.585	3.103	10028
337.688	3.971	10121
341.659	2.936	10240
344.596	2.236	10328
346.831	3.771	10395
350.602	2.836	10508
353.438	5.105	10593
358.544	8.342	10746
366.886	1.335	10996
368.221	3.771	11036
371.991	2.469	11149
374.460	4.571	11223
379.032	1.201	11360
380.233	1.168	11396
381.401	1.401	11431
382.803	2.703	11473
385.505	1.401	11554
386.907	2.002	11596
388.909	1.969	11656
390.878	2.669	11715
393.547	1.535	11795
395.082	2.736	11841
397.818	7.074	11923
404.892	1.869	12135
406.761	2.503	12191
409.264	4.505	12266
413.768	5.172	12401
418.941	3.170	12556
422.111	1.468	12651
423.579	1.535	12695
425.114	4.338	12741
429.452	2.636	12871
432.088	6.540	12950
438.628	1.635	13146
440.263	2.703	13195
442.966	1.335	13276
444.301	5.806	13316
450.107	0.834	13490
450.941	1.001	13515
451.942	3.270	13545
455.212	6.774	13643
461.986	2.436	13846
464.422	4.805	13919
469.227	2.770	14063
471.996	2.169	14146
474.165	3.404	14211
477.569	2.603	14313
480.172	1.335	14391
481.506	8.242	14431
489.748	3.270	14678
493.018	4.638	14776
497.657	3.070	14915
500.727	1.735	15007
502.462	2.669	15059
505.131	1.268	15139
506.399	3.871	15177
510.270	1.702	15293
511.972	3.470	15344
515.442	2.803	15448
518.245	7.208	15532
525.453	1.468	15748
526.921	1.802	15792
528.723	2.002	15846
530.725	2.836	15906
533.561	1.769	15991
535.330	2.770	16044
538.099	5.306	16127
543.405	2.836	16286
546.241	5.406	16371
551.647	4.772	16533
556.418	3.604	16676
560.022	3.570	16784
563.593	5.339	16891
568.932	2.236	17051
571.167	1.535	17118
572.702	3.303	17164
576.006	5.272	17263
581.278	5.673	17421
586.951	3.671	17591
590.621	3.737	17701
594.358	1.668	17813
596.027	1.869	17863
597.895	3.971	17919
601.866	2.336	18038
604.202	2.035	18108
606.237	2.836	18169
609.074	4.305	18254
613.378	1.368	18383
614.746	7.842	18424
622.588	2.169	18659
624.757	2.236	18724
626.993	1.902	18791
628.895	18.119	18848
647.014	5.005	19391
652.019	4.838	19541
656.857	1.535	19686
658.392	9.744	19732
668.136	3.337	20024
671.473	3.103	20124
674.576	2.403	20217
676.979	1.969	20289
678.947	1.935	20348
680.883	1.835	20406
682.718	1.268	20461
683.986	1.468	20499
685.454	7.475	20543
692.929	3.504	20767
696.432	3.637	20872
700.069	13.414	20981
