onset	duration	onset_frame
0.000	2.002	1
2.002	6.340	61
8.342	6.740	251
15.083	2.903	453
17.986	4.838	540
22.824	2.603	685
25.427	2.136	763
27.562	3.103	827
30.666	2.403	920
33.068	5.506	992
38.574	7.041	1157
45.615	2.536	1368
48.151	3.003	1444
51.154	1.435	1534
52.589	5.172	1577
57.761	3.537	1732
61.298	1.835	1838
63.133	5.539	1893
68.672	3.404	2059
72.076	1.702	2161
73.778	3.337	2212
77.114	5.806	2312
82.921	1.502	2486
84.422	5.239	2531
89.661	5.706	2688
95.367	4.138	2859
99.505	1.468	2983
100.973	7.575	3027
108.547	2.169	3254
110.716	2.503	3319
113.219	4.371	3394
117.590	1.568	3525
119.159	5.839	3572
124.998	1.969	3747
126.967	2.269	3806
129.236	1.635	3874
130.871	4.238	3923
135.109	4.305	4050
139.413	2.102	4179
141.515	3.837	4242
145.353	2.369	4357
147.722	3.370	4428
151.092	3.203	4529
154.296	1.401	4625
155.697	9.176	4667
164.873	3.070	4942
167.943	2.870	5034
170.813	2.269	5120
173.082	4.204	5188
177.286	0.767	5314
178.054	1.034	5337
179.088	0.868	5368
179.956	1.301	5394
181.257	1.001	5433
182.258	1.034	5463
183.293	1.268	5494
184.561	1.001	5532
185.562	0.934	5562
186.496	1.401	5590
187.898	0.868	5632
188.765	1.668	5658
190.434	1.568	5708
192.002	0.868	5755
192.869	1.235	5781
194.104	1.235	5818
195.339	1.101	5855
196.440	1.068	5888
197.508	1.034	5920
198.542	0.968	5951
199.510	0.868	5980
200.377	1.435	6006
201.812	0.901	6049
202.713	1.101	6076
203.814	1.335	6109
205.149	9.810	6149
214.959	7.141	6443
222.100	1.969	6657
224.069	15.817	6716
239.886	2.269	7190
242.155	6.073	7258
248.228	4.238	7440
252.465	1.068	7567
253.533	4.171	7599
257.704	2.369	7724
260.073	5.573	7795
265.646	1.034	7962
266.680	4.638	7993
271.319	3.203	8132
274.522	2.169	8228
276.691	2.302	8293
278.993	12.313	8362
291.306	1.502	8731
292.808	0.701	8776
293.509	15.616	8797
309.125	4.405	9265
313.530	4.405	9397
317.934	2.603	9529
320.537	4.505	9607
325.042	3.604	9742
328.646	7.708	9850
336.354	3.003	10081
339.357	1.001	10171
340.358	5.573	10201
345.930	5.239	10368
351.169	2.803	10525
353.972	5.272	10609
359.244	3.671	10767
362.915	8.976	10877
371.891	1.802	11146
373.693	5.172	11200
378.865	4.305	11355
383.170	5.072	11484
388.242	2.069	11636
390.310	1.935	11698
392.246	3.537	11756
395.783	1.602	11862
397.385	1.902	11910
399.287	2.302	11967
401.589	1.769	12036
403.357	6.407	12089
409.764	1.969	12281
411.733	2.903	12340
414.636	2.669	12427
417.305	3.871	12507
421.176	5.573	12623
426.749	6.106	12790
432.855	2.436	12973
435.291	9.777	13046
445.068	1.301	13339
446.369	1.902	13378
448.271	19.087	13435
467.358	1.635	14007
468.993	2.836	14056
471.829	1.168	14141
472.997	4.471	14176
477.469	6.106	14310
483.575	3.737	14493
487.312	6.307	14605
493.619	8.109	14794
501.728	3.137	15037
504.864	7.975	15131
512.839	2.236	15370
515.075	12.346	15437
527.421	4.838	15807
532.260	1.468	15952
533.728	1.769	15996
535.496	3.003	16049
538.500	2.870	16139
541.369	5.406	16225
546.775	3.470	16387
550.245	1.635	16491
551.880	10.511	16540
562.391	2.870	16855
565.261	8.242	16941
573.503	2.436	17188
575.939	4.805	17261
580.744	5.406	17405
586.150	7.041	17567
593.190	3.671	17778
596.861	2.002	17888
598.863	6.407	17948
605.270	2.669	18140
607.939	4.271	18220
612.210	11.946	18348
624.156	2.569	18706
626.726	2.770	18783
629.495	8.209	18866
637.704	3.871	19112
641.575	6.674	19228
648.248	1.401	19428
649.650	3.837	19470
653.487	1.602	19585
655.089	5.072	19633
660.161	3.303	19785
663.464	2.336	19884
665.800	6.874	19954
