onset	duration	onset_frame
0.000	5.306	1
5.306	2.202	160
7.508	3.771	226
11.279	1.602	339
12.880	5.406	387
18.286	3.270	549
21.556	1.769	647
23.325	2.336	700
25.660	3.604	770
29.264	2.069	878
31.333	2.002	940
33.335	2.569	1000
35.904	8.743	1077
44.647	5.005	1339
49.652	3.270	1489
52.922	9.310	1587
62.232	4.738	1866
66.970	11.879	2008
78.850	3.337	2364
82.186	5.973	2464
88.159	4.405	2643
92.564	9.844	2775
102.408	1.535	3070
103.943	2.035	3116
105.978	3.003	3177
108.981	4.605	3267
113.586	3.637	3405
117.223	4.004	3514
121.227	10.211	3634
131.438	1.668	3940
133.107	18.353	3990
151.459	3.203	4540
154.663	3.804	4636
158.467	2.903	4750
161.370	2.035	4837
163.405	3.771	4898
167.176	1.235	5011
168.410	12.413	5048
180.823	3.170	5420
183.993	0.868	5515
184.861	3.937	5541
188.799	2.603	5659
191.401	3.103	5737
194.505	2.202	5830
196.707	6.640	5896
203.347	6.106	6095
209.454	5.306	6278
214.759	1.568	6437
216.327	4.204	6484
220.532	1.668	6610
222.200	2.770	6660
224.970	7.741	6743
232.711	12.413	6975
245.124	1.401	7347
246.526	9.210	7389
255.736	2.603	7665
258.338	7.508	7743
265.846	6.106	7968
271.953	6.473	8151
278.426	6.874	8345
285.300	1.435	8551
286.735	2.870	8594
289.605	4.305	8680
293.909	5.372	8809
299.281	10.645	8970
309.926	4.305	9289
314.230	11.545	9418
325.776	11.779	9764
337.555	1.368	10117
338.923	7.374	10158
346.297	1.101	10379
347.399	0.801	10412
348.199	1.969	10436
350.168	3.671	10495
353.839	0.801	10605
354.640	3.237	10629
357.876	1.869	10726
359.745	6.941	10782
366.686	1.335	10990
368.020	6.574	11030
374.594	2.736	11227
377.330	3.737	11309
381.067	2.403	11421
383.470	1.869	11493
385.339	7.975	11549
393.314	1.068	11788
394.381	1.535	11820
395.916	2.369	11866
398.285	3.303	11937
401.589	1.969	12036
403.558	2.703	12095
406.261	5.372	12176
411.633	1.969	12337
413.602	6.841	12396
420.442	1.268	12601
421.710	7.875	12639
429.585	2.336	12875
431.921	2.136	12945
434.056	2.403	13009
436.459	5.606	13081
442.065	3.170	13249
445.235	4.438	13344
449.673	6.006	13477
455.679	5.439	13657
461.118	4.705	13820
465.823	1.935	13961
467.759	2.369	14019
470.128	1.535	14090
471.663	2.236	14136
473.898	0.934	14203
474.833	2.870	14231
477.702	10.945	14317
488.647	2.636	14645
491.283	3.637	14724
494.920	4.605	14833
499.525	1.668	14971
501.194	3.170	15021
504.364	5.606	15116
509.970	1.969	15284
511.938	3.303	15343
515.242	1.802	15442
517.044	11.846	15496
528.889	2.903	15851
531.793	2.436	15938
534.228	15.883	16011
550.112	6.640	16487
556.752	0.968	16686
557.720	2.302	16715
560.022	2.302	16784
562.325	5.639	16853
567.964	2.903	17022
570.867	4.204	17109
575.071	9.310	17235
584.381	9.443	17514
593.824	0.901	17797
594.725	3.070	17824
597.795	3.937	17916
601.733	4.972	18034
606.705	1.201	18183
607.906	2.669	18219
610.575	3.971	18299
614.546	1.335	18418
615.881	1.468	18458
617.349	4.104	18502
621.453	0.767	18625
622.221	6.640	18648
628.861	4.872	18847
633.733	2.069	18993
635.802	2.336	19055
638.138	1.268	19125
639.406	4.104	19163
643.510	1.668	19286
645.178	2.169	19336
647.347	0.901	19401
648.248	2.569	19428
650.818	8.709	19505
659.527	4.238	19766
663.765	3.871	19893
667.635	3.804	20009
671.439	4.538	20123
675.977	2.269	20259
678.247	7.842	20327
