onset	duration	onset_frame
0.000	1.168	1
1.168	22.190	36
23.358	3.604	701
26.962	3.203	809
30.165	1.502	905
31.667	7.842	950
39.508	2.736	1185
42.244	2.736	1267
44.981	2.369	1349
47.350	4.571	1420
51.921	3.937	1557
55.859	1.101	1675
56.960	1.702	1708
58.662	2.069	1759
60.731	1.568	1821
62.299	2.035	1868
64.334	9.543	1929
73.878	4.171	2215
78.049	2.836	2340
80.885	6.507	2425
87.392	1.602	2620
88.994	1.301	2668
90.295	7.641	2707
97.936	1.935	2936
99.872	6.407	2994
106.278	1.902	3186
108.180	5.673	3243
113.853	2.369	3413
116.222	8.242	3484
124.464	4.038	3731
128.502	1.201	3852
129.703	4.772	3888
134.475	1.902	4031
136.377	6.807	4088
143.184	2.936	4292
146.120	2.136	4380
148.256	1.335	4444
149.591	13.014	4484
162.604	2.669	4874
165.274	5.906	4954
171.180	9.443	5131
180.623	7.208	5414
187.831	6.240	5630
194.071	4.104	5817
198.175	2.970	5940
201.145	9.510	6029
210.655	9.477	6314
220.131	3.270	6598
223.402	5.272	6696
228.674	6.507	6854
235.181	4.538	7049
239.719	9.510	7185
249.229	2.169	7470
251.398	3.837	7535
255.235	4.471	7650
259.706	1.602	7784
261.308	4.571	7832
265.880	2.336	7969
268.215	5.306	8039
273.521	0.868	8198
274.389	1.335	8224
275.723	3.003	8264
278.726	1.668	8354
280.395	2.035	8404
282.430	7.641	8465
290.072	3.971	8694
294.043	3.937	8813
297.980	2.536	8931
300.516	10.845	9007
311.361	1.668	9332
313.029	3.170	9382
316.199	2.069	9477
318.268	3.504	9539
321.772	4.438	9644
326.210	1.869	9777
328.078	4.338	9833
332.416	2.669	9963
335.086	2.336	10043
337.421	5.039	10113
342.460	4.672	10264
347.132	2.436	10404
349.568	2.002	10477
351.570	1.702	10537
353.271	2.202	10588
355.474	7.508	10654
362.982	4.638	10879
367.620	5.539	11018
373.159	4.838	11184
377.997	2.903	11329
380.901	2.703	11416
383.603	1.168	11497
384.771	6.473	11532
391.245	3.203	11726
394.448	2.503	11822
396.951	2.269	11897
399.220	8.275	11965
407.495	2.469	12213
409.964	4.638	12287
414.603	1.902	12426
416.505	1.568	12483
418.073	7.808	12530
425.881	2.136	12764
428.017	2.136	12828
430.152	1.468	12892
431.621	4.405	12936
436.025	1.535	13068
437.560	1.969	13114
439.529	3.170	13173
442.699	3.737	13268
446.436	4.672	13380
451.108	2.636	13520
453.744	3.771	13599
457.514	5.205	13712
462.720	1.668	13868
464.388	7.975	13918
472.363	5.673	14157
478.036	7.374	14327
485.410	2.536	14548
487.946	1.335	14624
489.281	4.371	14664
493.652	4.438	14795
498.090	1.502	14928
499.592	7.274	14973
506.866	5.105	15191
511.972	5.606	15344
517.578	3.137	15512
520.714	2.002	15606
522.716	2.336	15666
525.052	5.606	15736
530.658	2.069	15904
532.727	2.903	15966
535.630	0.868	16053
536.497	3.504	16079
540.001	11.212	16184
551.213	3.170	16520
554.383	2.603	16615
556.986	6.340	16693
563.326	16.918	16883
580.243	3.103	17390
583.347	2.903	17483
586.250	3.270	17570
589.520	4.638	17668
594.158	2.736	17807
596.894	1.802	17889
598.696	2.369	17943
601.065	6.807	18014
607.873	2.102	18218
609.975	2.436	18281
612.411	2.202	18354
614.613	2.703	18420
617.316	2.636	18501
619.952	2.803	18580
622.755	2.803	18664
625.558	7.408	18748
632.966	3.437	18970
636.403	3.771	19073
640.173	6.874	19186
647.047	1.902	19392
648.949	11.646	19449
660.595	1.769	19798
662.363	4.405	19851
666.768	4.972	19983
671.740	10.444	20132
682.184	1.502	20445
683.686	1.735	20490
685.421	6.240	20542
691.661	10.378	20729
702.038	2.336	21040
704.374	10.544	21110
714.918	1.635	21426
716.553	1.301	21475
717.855	3.470	21514
721.325	8.542	21618
