onset	duration	onset_frame
0.000	2.002	1
2.002	2.269	61
4.271	1.902	129
6.173	1.502	186
7.675	2.269	231
9.944	3.804	299
13.748	4.805	413
18.553	3.637	557
22.190	2.770	666
24.960	0.968	749
25.927	2.970	778
28.897	4.905	867
33.802	2.736	1014
36.538	1.435	1096
37.973	2.636	1139
40.609	13.381	1218
53.990	1.435	1619
55.425	3.237	1662
58.662	0.734	1759
59.396	5.406	1781
64.801	1.668	1943
66.470	1.068	1993
67.538	1.668	2025
69.206	1.435	2075
70.641	6.173	2118
76.814	1.568	2303
78.382	3.604	2350
81.986	7.641	2458
89.628	3.837	2687
93.465	6.774	2802
100.239	1.869	3005
102.107	7.107	3061
109.215	0.934	3274
110.149	2.169	3302
112.318	4.405	3367
116.723	4.905	3499
121.628	2.136	3646
123.763	3.837	3710
127.601	3.270	3825
130.871	5.306	3923
136.177	8.142	4082
144.318	4.038	4326
148.356	2.736	4447
151.092	8.809	4529
159.901	1.802	4793
161.703	4.972	4847
166.675	2.936	4996
169.612	11.913	5084
181.524	6.307	5441
187.831	11.212	5630
199.043	3.871	5966
202.913	1.468	6082
204.382	1.668	6126
206.050	4.672	6176
210.722	2.603	6316
213.324	4.171	6394
217.495	2.469	6519
219.965	2.035	6593
222.000	6.807	6654
228.807	2.603	6858
231.410	4.538	6936
235.948	1.835	7072
237.783	6.106	7127
243.890	16.217	7310
260.107	2.836	7796
262.943	12.713	7881
275.657	10.244	8262
285.901	4.738	8569
290.639	4.305	8711
294.943	9.443	8840
304.387	7.942	9123
312.328	1.535	9361
313.863	2.936	9407
316.800	2.102	9495
318.902	4.805	9558
323.707	1.101	9702
324.808	7.174	9735
331.982	0.968	9950
332.950	4.271	9979
337.221	4.838	10107
342.060	6.807	10252
348.867	4.271	10456
353.138	1.635	10584
354.773	2.736	10633
357.509	4.638	10715
362.147	2.002	10854
364.150	4.138	10914
368.287	3.203	11038
371.491	6.707	11134
378.198	3.504	11335
381.701	3.971	11440
385.672	3.504	11559
389.176	3.604	11664
392.780	4.738	11772
397.518	4.204	11914
401.722	2.236	12040
403.958	4.104	12107
408.062	17.652	12230
425.714	3.837	12759
429.552	4.471	12874
434.023	2.336	13008
436.359	1.835	13078
438.194	3.270	13133
441.464	3.604	13231
445.068	2.136	13339
447.204	10.344	13403
457.548	6.440	13713
463.988	6.307	13906
470.295	9.677	14095
479.971	3.303	14385
483.275	4.104	14484
487.379	1.735	14607
489.114	2.102	14659
491.217	1.135	14722
492.351	3.470	14756
495.821	3.704	14860
499.525	3.504	14971
503.029	2.836	15076
505.865	2.770	15161
508.635	4.905	15244
513.540	3.137	15391
516.677	2.603	15485
519.279	6.340	15563
525.619	1.535	15753
527.154	2.136	15799
529.290	1.034	15863
530.324	3.437	15894
533.761	7.508	15997
541.269	5.606	16222
546.875	21.790	16390
568.665	2.302	17043
570.967	8.776	17112
579.743	3.504	17375
583.247	7.374	17480
590.621	2.736	17701
593.357	11.445	17783
604.803	2.636	18126
607.439	6.173	18205
613.612	2.536	18390
616.148	8.142	18466
624.290	2.136	18710
626.425	2.202	18774
628.628	4.138	18840
632.765	5.205	18964
637.971	5.706	19120
643.677	1.668	19291
645.345	3.370	19341
648.715	2.703	19442
651.418	2.803	19523
654.221	2.770	19607
656.991	2.803	19690
659.794	5.039	19774
664.832	9.477	19925
674.309	1.468	20209
675.777	3.537	20253
679.314	33.435	20359
712.749	1.502	21361
714.251	1.502	21406
715.753	1.502	21451
717.254	1.502	21496
718.756	1.001	21541
719.757	0.868	21571
720.624	10.177	21597
