h	w	p
215	359	1
217	359	1
227	366	1
249	370	1
265	374	2
267	379	1
263	370	1
265	371	1
265	371	2
132	242	3
134	240	3
134	237	1
136	237	1
136	238	1
136	238	1
138	239	1
138	239	1
140	240	1
140	240	1
140	240	1
142	241	1
142	240	1
142	240	1
142	240	1
143	241	1
144	242	1
144	243	1
144	243	1
144	244	1
144	244	1
144	245	1
144	245	1
144	245	1
144	246	1
144	246	1
144	246	1
144	247	1
144	248	1
144	249	1
144	250	1
144	252	1
143	254	1
142	256	7
186	94	7
186	94	6
186	93	5
186	93	5
186	93	5
186	92	5
76	345	5
76	345	4
78	345	4
78	345	4
78	345	4
78	345	4
78	345	4
78	345	4
78	346	4
78	346	4
78	346	4
78	347	4
78	347	4
78	347	5
78	347	5
78	348	5
78	348	5
188	99	5
188	99	5
188	99	5
188	99	5
188	99	5
189	101	5
189	101	5
189	102	5
190	103	5
190	103	5
190	103	5
190	103	5
190	103	5
80	510	5
80	510	5
80	510	5
80	511	5
80	511	5
80	511	5
80	512	5
82	514	4
82	514	4
84	514	5
84	516	5
84	518	4
84	518	4
190	112	5
190	112	5
190	112	4
190	112	5
190	112	4
190	112	4
190	112	4
90	528	4
90	529	4
88	529	5
90	529	5
78	362	5
78	362	5
78	362	5
78	362	5
80	362	5
80	362	5
80	362	5
80	361	5
80	361	5
80	362	5
80	362	5
80	363	4
80	364	4
80	366	4
80	367	4
80	368	4
82	370	4
82	370	4
84	371	3
86	371	3
88	371	3
88	371	2
90	371	2
92	370	2
92	367	2
94	365	2
94	361	2
96	355	2
96	351	2
98	346	1
98	343	1
98	341	1
98	339	1
98	337	1
100	336	1
100	333	1
100	333	1
100	332	1
100	331	1
102	331	1
102	330	1
100	328	1
100	328	1
100	328	1
100	328	1
98	328	1
98	328	1
98	328	1
98	328	1
100	328	1
98	327	1
98	326	1
98	324	1
96	324	1
98	323	1
98	321	1
98	321	1
98	319	1
98	319	1
100	318	1
100	315	1
100	312	1
100	310	1
100	310	1
102	310	1
102	309	1
102	306	1
102	305	1
102	304	1
102	304	1
102	303	1
100	301	1
100	301	1
100	301	1
102	300	1
104	299	1
104	299	1
104	297	1
106	297	1
106	296	1
106	295	1
106	292	1
108	292	1
108	291	1
110	288	1
110	287	1
110	283	1
112	282	1
112	279	1
114	274	1
114	269	2
114	265	2
116	263	3
116	261	3
116	258	2
116	255	2
118	254	2
118	252	2
118	251	2
118	250	2
120	249	2
118	248	4
120	247	4
224	370	4
221	374	3
134	365	2
136	365	2
140	366	1
142	365	1
144	365	1
144	365	1
146	365	1
146	365	1
146	365	1
148	365	1
148	365	1
146	363	1
144	363	1
144	365	1
144	365	1
142	365	1
140	365	1
138	365	1
138	366	1
136	366	1
136	367	1
134	370	1
134	370	1
134	370	1
132	371	1
132	374	1
132	374	1
132	375	1
132	376	1
132	376	1
132	379	1
132	379	1
132	379	1
132	379	1
132	379	1
132	380	1
132	380	1
132	380	1
132	380	1
134	381	1
134	381	1
134	381	1
134	381	1
134	381	1
134	381	1
134	380	1
134	380	1
134	380	1
134	379	1
134	379	1
134	379	1
136	379	1
136	379	1
136	379	1
134	379	1
134	379	1
134	379	1
134	379	1
134	379	1
134	379	1
134	379	1
134	377	1
134	377	1
134	377	1
134	377	1
134	376	1
134	376	1
134	375	1
134	375	1
134	374	1
134	374	1
134	374	1
132	372	1
132	371	1
132	370	1
132	370	1
130	368	1
130	367	1
130	365	1
130	365	1
130	362	1
130	361	1
130	361	1
132	358	1
134	357	1
136	357	1
136	358	1
138	358	1
142	359	1
144	359	1
146	360	1
148	361	1
150	361	1
152	362	1
154	362	1
154	362	1
156	363	1
158	363	1
158	363	1
158	365	1
158	365	1
158	365	1
158	365	1
158	363	1
158	361	1
158	361	1
156	359	1
156	358	1
156	357	1
156	356	1
154	354	1
154	354	1
154	353	1
154	352	1
154	351	1
154	351	1
154	350	1
154	349	1
152	349	1
152	348	1
152	348	1
150	347	1
150	347	1
148	346	1
148	346	1
146	346	1
146	345	1
144	345	1
144	344	1
142	344	1
142	344	1
140	343	1
140	342	1
140	342	1
138	342	1
140	342	1
138	342	1
138	342	1
138	342	1
138	344	1
138	344	1
138	344	1
138	345	1
138	345	1
138	345	1
138	346	1
138	346	1
138	346	1
138	346	1
138	347	1
138	347	1
138	348	1
138	348	1
138	348	1
138	349	1
136	349	1
136	349	1
136	349	1
136	349	1
136	349	1
136	349	1
136	348	1
136	348	1
136	349	1
136	349	1
136	349	1
136	349	1
136	349	1
136	349	1
136	349	1
138	349	1
138	349	1
138	350	1
138	350	1
138	350	1
138	351	1
138	351	1
138	351	1
138	351	1
138	351	1
138	351	1
138	351	1
138	351	1
138	351	1
140	350	1
140	350	1
140	349	1
140	349	1
140	349	1
140	348	1
138	348	1
138	348	1
138	348	1
138	348	1
138	348	1
138	348	1
138	347	1
138	347	1
138	347	1
138	347	1
138	348	1
138	348	1
138	348	1
138	348	1
138	348	1
138	348	1
136	348	1
136	348	1
136	348	1
136	348	1
136	348	1
136	348	1
134	348	1
134	349	1
132	350	1
132	350	1
130	350	1
130	350	1
128	351	1
128	351	1
126	351	1
126	352	1
126	352	1
126	352	1
126	353	1
124	354	1
124	354	1
124	356	1
124	356	1
124	356	1
124	356	1
126	356	1
126	356	1
126	356	1
126	356	1
126	356	1
126	356	1
128	356	1
128	356	1
128	356	1
128	356	1
128	356	1
128	356	1
128	356	1
128	356	1
126	356	1
126	356	1
126	356	1
126	354	1
126	354	1
126	354	1
126	354	1
126	354	1
126	353	1
126	353	1
126	353	1
126	353	1
126	353	1
126	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	353	1
128	354	1
128	354	1
128	354	1
130	354	1
130	354	1
130	354	1
130	354	1
130	353	1
130	353	1
130	352	1
130	352	1
130	352	1
130	352	1
130	352	1
130	351	1
130	351	1
130	351	1
130	351	1
130	350	1
130	350	1
130	350	1
130	350	1
130	350	1
130	350	1
130	350	1
130	351	1
130	351	1
130	351	1
130	351	1
130	352	1
130	352	1
130	352	1
130	352	1
128	352	1
128	352	1
128	352	1
128	352	1
128	353	1
128	353	1
128	353	1
128	353	1
128	353	1
128	354	1
128	353	1
128	353	1
128	353	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
128	354	1
130	354	1
130	354	1
130	354	1
130	354	1
130	354	1
130	354	1
130	354	1
130	351	1
130	346	1
128	340	1
126	333	1
124	327	1
122	322	1
122	319	1
120	315	1
118	310	1
118	306	1
116	304	1
116	301	1
116	297	1
116	296	1
114	292	1
114	292	2
116	292	2
116	292	2
116	291	2
116	291	2
116	291	2
116	290	1
116	290	1
118	290	1
118	288	1
118	288	1
118	288	1
118	287	1
118	287	1
118	286	1
118	283	1
118	283	1
118	282	1
120	281	1
120	279	1
120	279	1
120	279	1
122	278	1
122	278	1
122	277	1
124	276	1
124	274	1
126	274	1
128	274	1
128	277	1
128	278	1
128	279	1
128	281	1
128	283	1
130	283	1
128	287	1
128	288	1
128	292	1
128	297	1
128	301	1
128	306	1
128	310	1
128	319	1
128	324	1
130	332	1
130	337	1
130	342	1
132	346	1
132	349	1
134	353	1
136	356	1
136	357	1
136	359	1
138	362	1
138	365	1
140	365	1
138	366	1
140	367	1
140	367	1
140	366	1
140	366	1
140	366	1
140	365	1
140	365	1
138	361	1
138	358	1
140	357	1
140	356	1
140	354	1
142	352	1
142	351	1
140	349	1
140	346	1
140	342	1
138	342	1
138	341	1
136	337	1
136	333	1
136	331	1
136	324	1
138	319	1
136	315	1
136	310	1
134	310	1
134	306	1
134	306	1
134	306	1
134	306	1
134	306	1
134	309	1
