h	w	p
215	359	1
216	359	1
215	355	1
200	342	2
168	301	3
184	446	3
176	447	2
168	446	1
166	446	2
160	446	3
158	443	3
245	358	3
245	356	3
136	362	3
136	362	3
136	362	3
136	362	2
136	361	2
136	361	1
138	361	1
138	361	1
138	361	1
138	361	1
138	361	1
140	361	1
138	359	1
138	359	1
138	359	1
138	359	1
140	361	1
140	361	1
140	361	1
140	361	1
140	361	1
140	360	1
140	359	1
140	359	1
140	360	1
138	359	1
138	360	1
138	361	1
138	361	1
138	361	1
138	361	1
136	359	1
134	358	1
134	358	1
134	357	1
134	358	1
134	358	1
134	358	1
134	358	1
134	358	1
132	358	1
132	357	1
132	358	1
132	357	1
132	358	1
132	358	1
132	356	1
130	354	1
130	353	1
128	352	1
128	351	1
128	350	1
126	348	1
126	347	1
126	346	1
126	345	1
126	344	1
126	343	1
128	343	1
130	343	1
130	344	1
128	342	1
128	341	1
128	342	1
130	344	1
132	345	1
134	346	1
134	347	1
132	348	1
132	349	1
130	350	1
130	351	1
132	351	1
130	351	1
128	351	1
128	351	1
128	351	1
128	350	1
130	351	1
132	351	1
134	351	1
136	352	1
136	352	1
136	351	1
138	351	1
140	350	1
142	349	1
140	348	1
140	348	1
142	348	1
144	348	1
144	347	1
142	349	1
144	350	1
146	350	1
148	350	1
150	350	1
148	350	1
148	348	1
152	350	1
154	351	1
156	351	1
156	351	1
164	355	1
170	357	1
174	356	1
178	354	1
178	354	1
178	352	1
178	348	1
178	345	1
178	343	1
176	342	1
176	341	1
166	337	3
158	335	3
74	527	3
154	333	3
74	523	3
76	523	3
78	518	3
82	514	3
124	352	3
124	354	3
120	355	4
118	357	3
118	360	4
118	361	3
120	362	3
241	213	4
118	536	4
122	534	4
120	528	3
120	528	4
122	528	4
126	527	3
130	527	4
130	527	4
130	523	2
132	518	2
136	514	2
138	511	2
138	511	2
138	510	2
140	509	2
142	509	2
144	509	2
146	509	2
148	509	2
130	268	2
130	270	2
132	271	2
132	273	2
132	274	2
132	276	2
132	279	2
152	511	2
152	511	2
132	283	2
132	285	2
132	287	2
150	512	2
150	513	2
130	295	3
150	513	3
149	513	3
148	512	3
148	512	3
148	512	3
148	512	3
148	511	3
148	511	3
148	510	3
148	509	3
148	509	3
148	508	3
148	507	3
148	506	3
148	505	3
148	505	3
148	504	3
148	503	3
