h	w	p
215	359	1
215	355	1
225	355	1
205	324	1
215	314	1
215	306	1
213	301	1
209	301	1
203	300	1
154	301	1
148	300	1
136	297	1
142	297	1
146	297	1
154	297	1
154	297	1
148	295	1
150	292	1
150	291	1
148	288	1
142	283	1
140	282	1
138	279	1
138	279	1
138	279	1
138	279	1
140	279	1
140	279	1
140	279	1
140	279	1
140	279	1
140	278	1
142	279	1
142	279	1
142	278	1
142	278	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
144	279	1
142	279	1
142	279	1
140	279	1
138	278	1
138	278	1
138	278	1
138	278	1
136	277	1
136	277	1
136	277	1
136	276	1
136	276	1
134	274	1
136	274	1
136	274	1
136	274	1
136	274	1
136	274	1
136	273	1
136	272	1
136	272	1
136	270	1
136	270	1
136	269	1
136	268	1
136	267	1
136	265	1
134	265	1
132	261	1
134	261	1
132	259	1
132	256	1
132	256	1
130	254	1
130	252	1
132	252	1
132	250	1
130	249	1
130	250	2
132	249	2
134	247	2
136	246	2
136	243	1
140	241	1
142	240	1
142	238	1
144	236	1
144	234	1
146	232	1
148	232	1
150	232	1
150	234	1
154	234	1
154	234	1
154	238	1
158	261	1
160	274	1
160	279	1
160	283	1
148	300	1
146	310	1
148	315	1
150	319	1
154	319	2
172	306	1
142	346	2
140	365	2
144	370	2
186	324	2
142	428	2
142	433	2
140	437	2
138	446	2
140	442	2
136	446	2
128	464	2
126	469	2
122	473	3
120	473	3
120	469	3
118	460	3
118	460	3
118	460	3
118	457	3
120	456	3
120	457	3
118	460	3
118	460	3
120	460	3
120	460	3
120	460	3
120	460	3
120	460	3
122	457	3
122	456	3
124	455	3
122	455	3
122	455	3
122	455	3
120	455	3
122	453	2
122	452	3
122	452	3
122	451	3
122	451	2
124	451	2
126	448	2
126	448	2
128	446	2
128	446	2
128	446	2
132	443	2
134	442	2
136	442	3
138	439	2
138	438	3
140	437	3
140	437	3
142	437	3
142	437	3
144	437	3
144	437	4
144	437	4
144	437	4
142	438	3
140	442	4
138	442	3
138	442	3
138	442	3
136	446	2
134	446	2
134	446	1
136	443	2
136	443	1
134	442	1
132	442	1
132	439	1
132	438	1
132	437	1
130	434	1
132	429	1
132	424	1
132	420	1
132	416	1
130	410	1
130	401	1
130	392	1
130	385	1
130	383	1
128	379	1
130	368	1
130	359	1
132	353	1
132	352	1
134	346	1
136	339	1
138	331	1
138	327	1
138	327	1
138	322	1
140	314	1
144	310	1
144	305	1
144	304	1
146	304	1
150	301	1
156	299	2
166	299	2
140	433	2
142	433	2
144	434	1
146	437	1
150	437	1
152	437	1
152	437	1
152	437	1
152	434	1
150	433	1
152	433	1
152	430	1
152	429	1
152	428	1
154	428	1
154	428	1
154	428	1
156	426	1
156	425	1
158	424	1
160	424	1
160	421	1
160	420	1
160	420	1
162	419	1
162	419	1
160	419	1
162	419	1
164	419	1
164	419	1
160	419	1
158	417	1
158	419	1
158	419	1
158	419	1
158	424	1
156	422	1
154	422	1
154	422	1
154	424	1
154	424	1
154	424	1
154	424	1
152	424	1
150	424	1
150	425	1
148	425	1
148	425	1
148	425	1
150	425	1
150	424	1
150	421	1
150	421	1
152	421	2
152	420	2
136	233	2
136	234	1
136	234	1
136	235	1
136	236	1
136	236	1
136	237	1
138	237	1
138	238	1
138	237	1
138	237	1
138	237	1
138	237	1
138	237	1
138	237	1
138	237	1
136	237	1
136	237	1
136	236	1
136	236	1
136	236	1
136	235	1
134	234	1
134	234	1
134	234	1
134	233	1
134	232	1
134	232	1
134	231	1
134	231	1
134	231	1
134	230	1
134	229	1
134	229	1
134	229	1
134	229	1
134	229	1
136	229	1
136	229	1
136	229	1
134	229	1
136	231	1
136	231	1
136	231	1
136	231	1
136	232	1
134	232	1
134	233	1
134	233	1
136	234	1
134	234	1
134	236	1
134	236	1
134	236	1
134	236	1
134	236	1
134	236	1
134	237	1
134	237	1
134	237	1
132	237	1
132	237	1
132	237	1
132	238	1
134	238	1
132	238	1
134	238	1
134	239	1
134	239	1
134	239	1
134	239	1
136	240	1
136	240	1
136	240	1
138	240	1
138	240	1
138	240	1
140	241	1
140	241	1
142	241	1
142	241	1
142	241	1
142	241	1
144	241	1
144	241	1
144	240	1
144	240	1
144	240	1
144	239	1
144	238	1
144	238	1
144	237	1
142	236	1
142	235	1
142	234	1
140	233	1
140	232	1
138	232	1
138	231	1
138	231	1
136	230	1
136	230	1
136	229	1
134	229	1
134	229	1
136	229	1
134	229	1
134	230	1
134	231	1
134	231	1
134	231	1
134	232	1
136	233	1
136	233	1
136	234	1
136	237	1
136	238	1
138	239	1
138	240	1
138	241	1
136	243	1
136	244	1
136	245	1
136	246	1
140	247	1
142	247	1
142	248	1
142	248	1
142	247	1
142	247	1
144	245	1
144	243	1
144	242	1
144	240	1
144	239	1
146	237	1
146	236	1
144	234	1
144	233	1
146	232	1
144	229	1
142	228	1
144	227	1
144	227	1
144	225	1
144	225	1
140	227	1
140	228	1
142	229	2
142	231	2
140	229	2
138	234	3
126	310	3
128	314	2
128	314	2
128	315	3
130	315	3
132	319	2
136	319	2
136	319	2
142	310	3
144	310	2
216	350	4
216	353	4
218	355	3
219	357	3
219	358	3
221	358	2
223	359	2
227	359	3
227	359	3
229	359	3
229	360	3
229	360	3
231	359	3
231	359	2
231	359	2
233	359	2
233	359	2
233	359	2
235	357	3
235	355	3
235	355	3
235	355	3
235	355	3
235	354	3
237	351	3
237	350	3
237	350	3
122	366	3
120	362	3
120	358	3
120	356	3
120	353	2
120	350	2
118	348	2
118	346	2
120	345	3
120	343	2
120	341	1
118	339	1
118	337	2
120	337	2
118	333	2
118	332	2
118	330	2
118	328	2
116	326	2
116	324	2
116	322	2
114	319	2
114	317	2
114	315	2
114	313	2
114	310	2
114	309	2
114	306	2
112	304	2
112	301	2
112	300	2
112	297	2
112	295	2
112	292	2
112	290	2
112	287	2
112	285	2
112	283	2
110	279	2
110	278	2
108	274	2
108	274	3
108	274	2
106	272	3
106	270	3
106	270	2
104	269	2
104	268	2
104	268	2
104	267	2
104	268	2
104	268	2
104	267	2
104	267	2
104	267	2
104	267	2
104	268	2
104	268	2
104	268	2
104	268	3
104	269	3
104	269	3
104	270	3
104	270	4
104	270	4
104	272	4
104	272	3
104	273	4
104	274	4
104	274	4
104	274	4
106	274	4
106	276	4
106	276	4
106	276	4
106	276	4
106	276	3
106	276	3
106	276	3
112	464	3
112	455	2
116	448	2
118	446	1
118	443	1
120	442	1
122	442	1
124	442	1
126	442	1
126	442	1
126	442	1
126	444	1
126	446	1
128	446	1
122	448	1
120	451	1
120	452	1
120	455	1
118	455	1
118	457	1
116	460	1
118	460	1
116	462	1
116	464	1
118	461	1
118	461	1
118	462	1
118	464	1
122	465	1
120	465	1
120	466	1
120	467	1
120	469	1
122	470	1
122	471	1
124	473	1
124	473	1
124	474	1
126	474	1
126	474	1
126	475	1
124	476	1
128	478	1
128	478	1
126	478	1
126	478	1
126	478	1
126	478	1
126	478	1
126	478	1
126	478	1
126	478	1
124	478	1
126	478	1
126	478	1
126	478	1
126	478	1
128	478	1
124	476	1
124	475	1
124	475	1
124	475	1
124	474	1
124	475	1
124	475	1
124	476	1
124	476	1
124	476	1
124	476	1
122	476	1
122	476	1
122	478	1
122	478	1
122	478	1
122	478	1
122	478	1
122	478	1
122	478	1
122	478	1
120	478	1
120	478	1
120	478	1
120	478	1
118	478	1
118	478	1
120	476	1
120	475	1
120	474	1
120	474	1
120	473	1
120	473	1
120	473	1
120	473	1
120	473	1
120	473	1
120	471	1
120	471	1
120	471	1
122	470	1
122	470	1
122	471	1
122	471	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	473	1
124	471	1
124	470	1
124	470	1
124	470	1
124	470	1
124	469	1
124	469	1
126	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	469	1
124	467	1
124	469	1
124	470	1
124	469	1
122	467	1
122	466	1
122	466	1
122	466	1
122	465	1
124	465	1
126	466	2
126	466	2
126	467	2
128	471	2
128	475	2
