episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s3e06a	1	1	0.0	67.0	67.0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False
s3e06a	2	2	67.0	73.0	6.0	False	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False
s3e06a	3	3	73.0	76.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e06a	4	4	76.0	82.0	6.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	4	5	82.0	96.0	14.0	False	True	False	False	True	False	False	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	4	6	96.0	136.0	40.0	False	False	True	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	4	7	136.0	177.0	41.0	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	4	8	177.0	215.0	38.0	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False
s3e06a	5	9	215.0	218.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e06a	6	10	218.0	262.0	44.0	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s3e06a	7	11	262.0	265.0	3.0	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e06a	8	12	265.0	310.0	45.0	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False
s3e06a	8	13	310.0	324.0	14.0	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s3e06a	9	14	324.0	327.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e06a	10	15	327.0	371.0	44.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s3e06a	10	16	371.0	472.0	101.0	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s3e06a	10	17	472.0	542.0	70.0	False	True	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s3e06a	11	18	542.0	562.0	20.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	11	19	562.0	582.0	20.0	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	11	20	582.0	602.0	20.0	False	True	False	False	True	False	False	True	False	False	False	True	False	False	False	True	False	False	False	False	False	False
s3e06a	11	21	602.0	630.0	28.0	True	False	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s3e06a	11	22	630.0	636.0	6.0	True	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s3e06a	12	23	636.0	639.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s3e06a	13	24	639.0	647.0	8.0	True	False	False	True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True
s3e06a	13	25	647.0	668.0	21.0	False	True	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True
s3e06a	13	26	668.0	692.0	24.0	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True
