onset	duration	onset_frame
0.000	0.100	1
0.100	0.934	4
1.034	1.001	32
2.035	2.102	62
4.137	2.369	125
6.506	2.336	196
8.842	3.937	266
12.779	7.007	384
19.786	3.070	594
22.856	4.571	686
27.427	2.502	823
29.930	4.972	898
34.902	11.211	1047
46.113	2.369	1383
48.482	1.635	1454
50.117	1.635	1503
51.752	1.602	1552
53.353	1.668	1600
55.022	2.469	1650
57.491	0.901	1724
58.392	1.735	1751
60.127	45.445	1803
105.572	7.241	3165
112.813	1.502	3382
114.314	3.904	3427
118.218	1.001	3544
119.219	2.202	3574
121.421	3.670	3640
125.092	1.902	3750
126.994	1.435	3807
128.428	1.835	3850
130.263	2.069	3905
132.332	3.437	3967
135.769	1.235	4070
137.004	9.543	4107
146.546	4.938	4393
151.485	4.738	4541
156.223	3.504	4683
159.726	2.369	4788
162.095	3.070	4859
165.165	4.538	4951
169.703	2.803	5087
172.506	2.936	5171
175.442	2.202	5259
177.644	3.470	5325
181.114	3.937	5429
185.052	1.235	5547
186.286	4.838	5584
191.124	3.036	5729
194.161	5.572	5820
199.733	2.236	5987
201.968	6.139	6054
208.108	2.469	6238
210.577	3.637	6312
214.214	2.436	6421
216.650	5.973	6494
222.622	1.869	6673
224.491	5.072	6729
229.563	4.771	6881
234.334	2.102	7024
236.436	2.836	7087
239.272	1.635	7172
240.907	8.308	7221
249.216	3.570	7470
252.786	1.702	7577
254.488	3.737	7628
258.225	1.602	7740
259.826	3.403	7788
263.230	5.105	7890
268.335	5.172	8043
273.507	1.735	8198
275.242	2.569	8250
277.811	4.771	8327
282.582	3.971	8470
286.553	2.169	8589
288.722	1.869	8654
290.590	5.172	8710
295.762	3.070	8865
298.832	5.439	8957
304.271	2.736	9120
307.007	4.304	9202
311.311	2.569	9331
313.880	2.369	9408
316.249	5.339	9479
321.588	1.869	9639
323.456	4.004	9695
327.460	1.201	9815
328.662	2.035	9851
330.697	4.171	9912
334.868	5.339	10037
340.207	3.136	10197
343.343	1.502	10291
344.844	2.870	10336
347.714	4.304	10422
352.018	8.508	10551
360.527	1.835	10806
362.362	13.714	10861
376.076	6.573	11272
382.649	2.202	11469
384.851	2.369	11535
387.220	2.202	11606
389.422	1.401	11672
390.824	7.808	11714
398.632	6.206	11948
404.838	1.001	12134
405.839	2.069	12164
407.908	2.769	12226
410.677	3.437	12309
414.114	1.535	12412
415.649	7.107	12458
422.756	5.606	12671
428.361	2.236	12839
430.597	12.212	12906
442.809	1.301	13272
444.110	8.242	13311
452.352	6.974	13558
459.326	2.903	13767
462.228	3.237	13854
465.465	3.370	13951
468.835	1.668	14052
470.503	3.136	14102
473.640	2.836	14196
476.476	4.338	14281
480.814	2.970	14411
483.783	2.903	14500
486.686	1.768	14587
488.455	2.870	14640
491.324	1.502	14726
492.826	1.168	14771
493.993	1.969	14806
495.962	10.544	14865
506.506	6.006	15181
512.512	1.034	15361
513.546	2.135	15392
515.682	2.736	15456
518.418	2.135	15538
520.553	4.004	15602
524.557	1.201	15722
525.759	2.236	15758
527.994	1.902	15825
529.896	1.468	15882
531.364	3.770	15926
535.135	6.106	16039
541.241	3.770	16222
545.011	3.036	16335
548.048	5.205	16426
553.253	1.735	16582
554.988	1.835	16634
556.823	2.870	16689
559.692	2.769	16775
562.462	13.847	16858
576.309	1.568	17273
577.877	1.235	17320
579.112	1.435	17357
580.547	3.537	17400
584.083	4.972	17506
589.055	3.537	17655
592.592	2.469	17761
595.061	11.144	17835
606.206	3.770	18169
609.976	5.239	18282
615.215	1.802	18439
617.016	11.345	18493
628.361	1.502	18833
629.863	3.337	18878
633.199	2.836	18978
636.035	6.573	19063
642.609	2.870	19260
645.478	4.605	19346
650.083	8.275	19484
658.358	0.601	19732
658.958	2.769	19750
661.728	0.934	19833
662.662	7.474	19861
670.136	0.834	20085
670.970	11.278	20110
