onset	duration	onset_frame
0.000	2.636	1
2.636	7.441	80
10.077	1.368	303
11.445	1.134	344
12.579	3.704	378
16.283	2.402	489
18.685	2.402	561
21.088	5.005	633
26.093	1.635	783
27.728	3.303	832
31.031	1.902	931
32.933	2.603	988
35.535	18.652	1066
54.187	2.302	1625
56.490	5.172	1694
61.662	2.135	1849
63.797	3.537	1913
67.334	1.768	2019
69.102	3.637	2072
72.739	6.073	2181
78.812	4.705	2363
83.517	1.702	2504
85.218	1.568	2555
86.787	6.707	2602
93.493	2.469	2803
95.963	1.502	2877
97.464	3.737	2922
101.201	4.738	3034
105.939	2.536	3176
108.475	1.768	3252
110.243	2.135	3305
112.379	12.713	3369
125.092	3.937	3750
129.029	6.039	3868
135.068	1.368	4049
136.436	3.403	4090
139.840	2.870	4192
142.709	2.169	4278
144.878	2.803	4343
147.681	3.303	4427
150.984	2.569	4526
153.553	4.705	4603
158.258	3.070	4744
161.328	1.468	4836
162.796	4.037	4880
166.833	3.904	5001
170.737	4.571	5118
175.308	3.103	5255
178.412	2.903	5348
181.314	3.003	5435
184.317	6.540	5525
190.857	14.615	5721
205.472	5.806	6159
211.278	6.974	6333
218.251	3.370	6542
221.621	2.402	6643
224.024	5.639	6715
229.663	1.468	6884
231.131	5.739	6928
236.870	1.668	7100
238.538	1.635	7150
240.173	1.268	7199
241.441	1.835	7237
243.276	2.536	7292
245.812	1.835	7368
247.647	3.403	7423
251.051	2.002	7525
253.053	7.307	7585
260.360	1.168	7804
261.528	2.302	7839
263.830	7.207	7908
271.037	4.104	8124
275.142	1.168	8247
276.309	8.842	8282
285.152	5.739	8547
290.891	2.936	8719
293.827	1.835	8807
295.662	3.203	8862
298.865	2.102	8958
300.967	3.937	9021
304.905	3.504	9139
308.408	4.872	9244
313.280	2.536	9390
315.815	2.603	9466
318.418	2.336	9544
320.754	2.803	9614
323.557	2.636	9698
326.193	7.241	9777
333.433	4.638	9994
338.071	2.703	10133
340.774	2.102	10214
342.876	1.668	10277
344.544	2.202	10327
346.746	5.806	10393
352.552	3.637	10567
356.189	1.802	10676
357.991	1.969	10730
359.960	5.539	10789
365.498	2.436	10955
367.934	2.502	11028
370.437	3.036	11103
373.473	3.971	11194
377.444	3.904	11313
381.348	4.771	11430
386.119	4.505	11573
390.624	5.239	11708
395.862	1.502	11865
397.364	2.169	11910
399.532	1.802	11975
401.334	7.374	12029
408.708	9.376	12250
418.084	2.870	12531
420.954	5.072	12617
426.026	8.442	12769
434.467	2.202	13022
436.670	3.904	13088
440.573	4.404	13205
444.978	2.369	13337
447.347	2.135	13408
449.482	6.006	13472
455.488	1.602	13652
457.090	14.147	13700
471.237	2.636	14124
473.873	2.669	14203
476.543	7.474	14283
484.017	2.269	14507
486.286	4.972	14575
491.257	2.202	14724
493.460	2.069	14790
495.528	7.407	14852
502.936	1.902	15074
504.838	2.636	15131
507.474	3.403	15210
510.877	1.935	15312
512.812	18.018	15370
530.830	4.104	15910
534.934	4.238	16033
539.172	1.468	16160
540.640	4.104	16204
544.744	1.768	16327
546.513	2.736	16380
549.249	14.414	16462
563.663	5.172	16894
568.835	2.336	17049
571.171	1.502	17119
572.672	4.004	17164
576.676	11.044	17284
587.720	2.102	17615
589.823	3.437	17678
593.259	2.002	17781
595.261	5.606	17841
600.867	2.970	18009
603.837	2.169	18098
606.005	7.241	18163
613.246	4.805	18380
618.051	4.972	18524
623.022	2.169	18673
625.191	2.035	18738
627.227	1.902	18799
629.129	8.542	18856
637.670	5.973	19112
643.643	2.269	19291
645.912	0.968	19359
646.880	2.970	19388
649.849	3.070	19477
652.919	1.768	19569
654.687	1.368	19622
656.055	5.072	19663
661.127	1.969	19815
663.096	1.335	19874
664.430	1.001	19914
665.431	7.007	19944
672.438	7.774	20154
680.213	9.409	20387
689.622	3.837	20669
693.459	2.302	20784
695.762	1.735	20853
697.497	3.170	20905
700.667	3.403	21000
704.070	2.102	21102
706.172	8.308	21165
714.480	2.502	21414
716.983	1.735	21489
718.718	1.969	21541
720.687	8.609	21600
