onset	duration	onset_frame
0.000	0.834	1
0.834	11.378	26
12.212	17.784	367
29.997	1.735	900
31.732	2.102	952
33.834	11.278	1015
45.112	2.236	1353
47.347	1.301	1420
48.649	3.170	1459
51.818	6.673	1554
58.492	2.903	1754
61.395	5.239	1841
66.633	2.102	1998
68.735	19.853	2061
88.588	2.202	2656
90.791	1.168	2722
91.959	2.970	2757
94.928	7.574	2846
102.502	1.602	3073
104.104	3.237	3121
107.341	1.835	3218
109.176	4.838	3273
114.014	3.604	3418
117.618	5.339	3526
122.956	2.603	3686
125.559	3.937	3764
129.496	3.270	3882
132.766	2.069	3980
134.835	1.101	4042
135.936	3.837	4075
139.773	7.074	4190
146.847	2.269	4402
149.116	1.768	4470
150.884	4.171	4523
155.055	4.137	4648
159.192	4.605	4772
163.797	3.904	4910
167.701	3.670	5027
171.371	17.851	5137
189.222	8.208	5672
197.431	2.536	5918
199.966	3.737	5994
203.703	1.568	6106
205.272	2.769	6153
208.041	2.703	6236
210.744	2.870	6317
213.613	2.436	6403
216.049	1.235	6476
217.284	5.672	6513
222.956	1.435	6683
224.391	10.010	6726
234.401	1.702	7026
236.103	2.536	7077
238.638	6.406	7153
245.045	0.901	7345
245.946	1.134	7372
247.080	3.036	7406
250.117	1.568	7497
251.685	0.901	7544
252.586	3.237	7571
255.822	5.038	7668
260.861	11.712	7819
272.572	7.674	8170
280.247	4.238	8400
284.484	4.671	8527
289.156	4.137	8667
293.293	1.568	8791
294.861	2.202	8838
297.063	5.739	8904
302.803	11.979	9076
314.781	4.605	9435
319.386	2.903	9573
322.289	3.637	9660
325.926	5.839	9769
331.765	3.237	9944
335.001	3.670	10041
338.672	3.971	10151
342.642	1.268	10270
343.910	2.669	10308
346.580	3.403	10388
349.983	4.338	10490
354.321	7.341	10620
361.661	5.305	10840
366.967	1.134	10999
368.101	28.695	11033
396.796	3.003	11893
399.799	4.738	11983
404.537	4.004	12125
408.541	3.036	12245
411.578	4.738	12336
416.316	1.969	12478
418.285	1.301	12537
419.586	3.937	12576
423.523	2.870	12694
426.393	1.502	12780
427.894	3.003	12825
430.897	1.368	12915
432.265	2.836	12956
435.101	1.235	13041
436.336	2.102	13078
438.438	1.468	13141
439.906	3.470	13185
443.376	3.904	13289
447.280	2.336	13406
449.616	4.271	13476
453.887	11.578	13604
465.465	2.502	13951
467.968	2.703	14026
470.670	3.403	14107
474.074	4.838	14209
478.912	2.035	14354
480.947	2.603	14415
483.550	2.669	14493
486.219	1.268	14573
487.487	2.135	14611
489.622	2.102	14675
491.725	2.736	14738
494.461	2.703	14820
497.163	2.035	14901
499.199	5.339	14962
504.537	3.570	15122
508.108	12.813	15229
520.920	2.402	15613
523.323	6.673	15685
529.996	3.103	15885
533.099	5.105	15978
538.204	1.101	16131
539.305	4.805	16164
544.110	2.436	16308
546.546	1.768	16381
548.314	2.903	16434
551.217	1.635	16521
552.852	9.309	16570
562.162	4.438	16849
566.599	4.738	16982
571.337	0.801	17124
572.138	2.069	17148
574.207	2.936	17210
577.143	4.071	17298
581.214	5.038	17420
586.252	2.369	17571
588.621	8.876	17642
597.497	4.104	17908
601.601	4.738	18031
606.339	5.372	18173
611.711	2.369	18334
614.080	1.535	18405
615.615	2.903	18451
618.518	2.736	18538
621.254	8.642	18620
629.896	7.107	18879
637.003	1.768	19092
638.771	4.438	19145
643.209	3.170	19278
646.379	7.407	19373
653.786	2.169	19595
655.955	2.002	19660
657.957	3.036	19720
660.994	1.969	19811
662.962	1.802	19870
664.764	0.934	19924
665.698	1.869	19952
667.567	1.768	20008
669.335	12.312	20061
681.648	6.039	20430
687.687	8.542	20611
696.229	17.684	20867
713.913	1.568	21397
715.481	1.435	21444
716.916	10.177	21487
