onset	duration	onset_frame
0.000	3.137	1
3.137	2.035	95
5.172	4.171	156
9.343	1.301	281
10.645	2.236	320
12.880	7.875	387
20.755	1.969	623
22.724	8.776	682
31.500	6.373	945
37.873	6.707	1136
44.580	1.502	1337
46.082	9.276	1382
55.358	1.802	1660
57.160	2.336	1714
59.496	3.237	1784
62.733	1.101	1881
63.834	4.805	1914
68.639	2.236	2058
70.875	4.571	2125
75.446	14.549	2262
89.995	1.535	2698
91.530	2.102	2744
93.632	1.435	2807
95.067	1.769	2850
96.835	3.837	2903
100.673	1.568	3018
102.241	2.669	3065
104.910	2.136	3145
107.046	4.104	3209
111.150	9.043	3332
120.193	4.238	3603
124.431	6.607	3730
131.038	4.271	3928
135.309	7.374	4056
142.683	3.003	4277
145.687	1.201	4367
146.888	1.835	4403
148.723	2.403	4458
151.126	11.646	4530
162.771	3.103	4879
165.874	1.869	4972
167.743	1.468	5028
169.211	6.841	5072
176.052	3.170	5277
179.222	7.475	5372
186.696	4.672	5596
191.368	3.871	5736
195.239	3.070	5852
198.309	4.305	5944
202.613	2.269	6073
204.882	2.536	6141
207.418	7.741	6217
215.160	3.937	6449
219.097	5.205	6567
224.303	5.039	6723
229.341	3.070	6874
232.411	3.437	6966
235.848	4.872	7069
240.720	6.473	7215
247.193	1.368	7409
248.561	3.904	7450
252.465	2.369	7567
254.835	8.876	7638
263.711	3.971	7904
267.681	2.669	8023
270.351	2.169	8103
272.520	1.301	8168
273.821	1.735	8207
275.556	8.542	8259
284.099	1.635	8515
285.734	7.975	8564
293.709	1.068	8803
294.777	2.069	8835
296.845	2.136	8897
298.981	4.271	8961
303.252	9.076	9089
312.328	4.972	9361
317.300	3.170	9510
320.470	3.771	9605
324.241	3.337	9718
327.578	7.575	9818
335.152	3.037	10045
338.189	1.735	10136
339.924	2.936	10188
342.861	8.776	10276
351.636	3.137	10539
354.773	1.935	10633
356.708	4.772	10691
361.480	1.335	10834
362.815	2.669	10874
365.484	2.936	10954
368.421	2.903	11042
371.324	5.072	11129
376.396	1.168	11281
377.564	1.001	11316
378.565	1.301	11346
379.866	5.940	11385
385.806	1.201	11563
387.007	3.871	11599
390.878	1.502	11715
392.379	5.172	11760
397.551	1.869	11915
399.420	0.968	11971
400.388	12.680	12000
413.068	2.136	12380
415.203	1.835	12444
417.039	1.034	12499
418.073	4.471	12530
422.544	15.116	12664
437.660	3.971	13117
441.631	4.338	13236
445.969	6.540	13366
452.509	5.773	13562
458.282	0.667	13735
458.949	3.370	13755
462.319	3.037	13856
465.356	8.142	13947
473.498	0.901	14191
474.399	0.901	14218
475.300	3.570	14245
478.870	1.702	14352
480.572	4.204	14403
484.776	3.804	14529
488.580	2.202	14643
490.783	4.805	14709
495.588	6.607	14853
502.195	2.870	15051
505.064	2.436	15137
507.500	1.401	15210
508.902	5.506	15252
514.408	1.001	15417
515.409	0.734	15447
516.143	1.602	15469
517.744	2.169	15517
519.913	2.536	15582
522.449	3.537	15658
525.986	13.147	15764
539.134	1.969	16158
541.102	1.101	16217
542.203	8.175	16250
550.379	2.269	16495
552.648	7.708	16563
560.356	3.103	16794
563.459	2.269	16887
565.728	9.310	16955
575.038	1.368	17234
576.406	1.468	17275
577.874	5.606	17319
583.480	5.139	17487
588.619	1.735	17641
590.354	4.872	17693
595.226	1.869	17839
597.095	6.140	17895
603.234	4.038	18079
607.272	4.138	18200
611.410	1.268	18324
612.678	11.245	18362
623.923	3.871	18699
627.793	3.704	18815
631.497	8.809	18926
640.307	1.535	19190
641.842	3.437	19236
645.279	2.336	19339
647.614	1.702	19409
649.316	3.437	19460
652.753	2.870	19563
655.623	2.302	19649
657.925	17.919	19718
675.844	7.942	20255
683.786	1.635	20493
685.421	6.907	20542
692.328	2.936	20749
695.264	0.801	20837
696.065	1.468	20861
697.533	4.705	20905
702.238	14.282	21046
716.520	1.502	21474
718.022	2.369	21519
720.391	3.103	21590
723.494	2.503	21683
725.997	1.335	21758
727.331	6.807	21798
