onset	duration	onset_frame
0.000	6.507	1
6.507	1.502	196
8.008	3.704	241
11.712	1.468	352
13.181	3.203	396
16.384	5.506	492
21.890	6.006	657
27.896	3.370	837
31.266	1.235	938
32.501	5.506	975
38.007	1.468	1140
39.475	4.571	1184
44.046	2.903	1321
46.949	2.169	1408
49.118	5.005	1473
54.124	4.805	1623
58.929	4.905	1767
63.834	3.737	1914
67.571	1.335	2026
68.906	1.268	2066
70.174	1.401	2104
71.575	1.368	2146
72.943	1.635	2187
74.578	0.968	2236
75.546	1.468	2265
77.014	3.103	2309
80.118	1.902	2402
82.020	16.617	2459
98.637	5.039	2957
103.676	2.035	3108
105.711	3.270	3169
108.981	4.204	3267
113.186	6.440	3393
119.626	1.168	3586
120.794	9.343	3621
130.137	3.337	3901
133.474	4.972	4001
138.446	2.936	4150
141.382	2.002	4238
143.384	0.801	4298
144.185	2.202	4322
146.387	7.308	4388
153.695	2.536	4607
156.231	2.069	4683
158.300	2.035	4745
160.335	7.675	4806
168.010	4.305	5036
172.315	1.168	5165
173.482	0.801	5200
174.283	2.369	5224
176.652	9.410	5295
186.062	3.037	5577
189.099	0.701	5668
189.800	1.735	5689
191.535	1.034	5741
192.569	2.269	5772
194.838	4.004	5840
198.842	2.169	5960
201.011	5.372	6025
206.384	1.602	6186
207.985	4.672	6234
212.657	5.272	6374
217.929	2.436	6532
220.365	5.806	6605
226.171	6.207	6779
232.378	2.169	6965
234.547	3.704	7030
238.251	3.037	7141
241.287	10.578	7232
251.865	2.236	7549
254.101	3.303	7616
257.404	1.635	7715
259.039	1.034	7764
260.073	1.034	7795
261.108	1.535	7826
262.643	3.370	7872
266.013	2.503	7973
268.516	4.772	8048
273.287	3.003	8191
276.291	1.034	8281
277.325	3.504	8312
280.829	1.468	8417
282.297	11.279	8461
293.575	3.804	8799
297.379	2.770	8913
300.149	2.035	8996
302.184	4.204	9057
306.389	3.771	9183
310.159	13.281	9296
323.440	2.936	9694
326.377	1.869	9782
328.245	6.173	9838
334.418	7.107	10023
341.526	1.935	10236
343.461	1.335	10294
344.796	1.502	10334
346.297	2.736	10379
349.034	3.904	10461
352.938	7.174	10578
360.112	2.436	10793
362.548	2.669	10866
365.217	5.205	10946
370.423	6.040	11102
376.463	2.669	11283
379.132	4.338	11363
383.470	1.368	11493
384.838	3.504	11534
388.342	4.605	11639
392.947	3.570	11777
396.517	1.769	11884
398.285	5.573	11937
403.858	1.268	12104
405.126	3.804	12142
408.930	1.635	12256
410.565	3.037	12305
413.602	5.940	12396
419.541	3.137	12574
422.678	3.971	12668
426.649	5.105	12787
431.754	4.004	12940
435.758	2.703	13060
438.461	3.537	13141
441.998	5.472	13247
447.471	3.637	13411
451.108	0.634	13520
451.742	4.171	13539
455.913	2.035	13664
457.948	1.535	13725
459.483	2.503	13771
461.986	3.837	13846
465.823	5.172	13961
470.995	9.777	14116
480.772	4.405	14409
485.177	5.005	14541
490.182	5.973	14691
496.155	9.410	14870
505.565	8.709	15152
514.274	4.672	15413
518.946	5.105	15553
524.051	1.935	15706
525.986	2.703	15764
528.689	1.468	15845
530.157	1.401	15889
531.559	0.734	15931
532.293	2.069	15953
534.362	7.942	16015
542.304	1.401	16253
543.705	3.404	16295
547.109	1.368	16397
548.477	2.136	16438
550.612	1.368	16502
551.980	3.103	16543
555.084	6.307	16636
561.390	1.001	16825
562.391	0.934	16855
563.326	12.046	16883
575.372	0.834	17244
576.206	0.801	17269
577.007	1.502	17293
578.508	1.568	17338
580.077	2.469	17385
582.546	5.105	17459
587.651	0.734	17612
588.385	0.934	17634
589.320	2.836	17662
592.156	1.935	17747
594.091	1.235	17805
595.326	1.668	17842
596.994	2.569	17892
599.564	0.934	17969
600.498	1.702	17997
602.200	1.101	18048
603.301	0.767	18081
604.069	3.103	18104
607.172	3.203	18197
610.375	2.136	18293
612.511	2.002	18357
614.513	8.075	18417
622.588	1.735	18659
624.323	1.735	18711
626.058	6.240	18763
632.298	4.872	18950
637.170	3.270	19096
640.440	4.772	19194
645.212	2.169	19337
647.381	2.302	19402
649.683	0.801	19471
650.484	4.071	19495
654.555	6.740	19617
661.295	6.507	19819
667.802	4.471	20014
672.274	1.101	20148
673.375	2.903	20181
676.278	1.335	20268
677.613	5.606	20308
683.218	3.671	20476
686.889	16.451	20586
