episode_id	onset	duration	talking	speech	man_speaking	woman_speaking	baby	shout	laughter	cry	singing	kids	groan	whistling	breathing	walking	mouth_sounds	fart	hands	heartbeat	cheering	crowd	mammal	dog_bark	cat	rooster	duck	bird	music	musical_instrument	guitar	piano	organ	electronic_instrument	percussion	bell	ambient_music	weather	wind	rain	river	wave	thunder	river_sea	fire	boat	car	traffic	car_honk	emergency_vehicle	train	cycling	engine	door	doorbell	knock	dishes	radio_tv	dryer_vacuum	zipper	keys	alarm	telephone	whistle	mechanisms	tools	boom	bang	glass	water	beep	silence	sudden_noise	db
s03e13b	0.0	5.0	0.8844024	0.8844024	0.015071695	0.1026742	0.0010591656	0.0038077468	0.056331605	0.00056794327	0.0029722236	0.016374353	0.0011490822	0.00016589698	0.010143	0.005671153	0.0025580637	0.00218709	0.002359983	0.0001818124	0.0019859455	0.010654355	0.021401629	0.021401629	0.0011324261	0.0015580264	0.0008044814	0.001962968	0.059234742	0.0043374947	0.0011758982	0.0006931095	0.0005271957	0.0005073045	0.00081206823	0.00032060806	0.00030939962	0.0013556347	0.0005690337	0.0013556347	0.00082993705	0.0005112869	0.00036700707	0.00082993705	0.0005561281	0.0011638947	0.003426662	0.00033434934	0.0004391646	0.00044478488	0.0017793729	0.0009971034	0.00065532926	0.0072542084	0.0016365243	0.0048001693	0.0010323776	0.0040155784	0.000977532	0.034452993	0.000389146	0.0011588554	0.0032249144	0.00020749358	0.0013881022	0.000443829	0.00025968358	0.002598428	0.001292365	0.002285137	0.0040006563	0.0005853145	0.0052457293	-22.68878555297852
s03e13b	5.0	5.0	0.88629216	0.88629216	0.02128036	0.03858637	0.0010844308	0.0010371192	0.037125174	0.0013942529	0.0023280117	0.01680326	0.00026641312	0.0002582289	0.010727539	0.07142619	0.0060036187	0.00047456264	0.003315333	0.00033761776	0.0056262114	0.027958337	0.0966547	0.017386977	0.0014526414	0.009064571	0.0015348457	0.009064571	0.024116999	0.0043653883	0.0008195002	0.00093520316	0.00020087695	0.00054985326	0.001314821	0.00016030994	0.00015277343	0.0047635753	0.0005963379	0.0047635753	0.002379167	0.00024422046	0.00059770525	0.002379167	0.0053092353	0.0021747726	0.0011100819	0.00012746446	0.00013758377	0.00013550502	0.001863667	0.0057601207	0.0009181953	0.012453371	8.622976e-05	0.00561464	0.0024510312	0.0008745364	0.00021749796	0.0034899318	0.00046008546	0.00043003555	0.0003723678	0.00044749133	0.0011605854	0.0005856678	0.0005428906	0.0023858584	0.000583306	0.012915591	0.006943463	0.00016520196	0.009352637	-22.614715576171875
s03e13b	10.0	5.0	0.8391861	0.8391861	0.00196024	0.0119052585	0.0010876972	0.000847204	0.0029907734	0.0033582074	0.0012372544	0.012201384	0.0008936142	0.00012145372	0.02048633	0.12702166	0.005772904	0.00023824215	0.00045304233	0.00013839507	0.00040455905	0.00023834551	0.07172845	0.05593201	0.0011743418	0.0029118627	0.0006013334	0.003932638	0.031191489	0.0023151636	0.00056731544	0.0008648587	0.00055835326	0.00059492205	0.0016608813	0.00013665676	0.0002395685	0.0026103857	0.00030141303	0.0013840463	0.00027932462	6.703213e-05	0.00011505838	0.00027932462	0.003684818	0.000297409	0.0002508436	1.1355126e-05	7.804916e-05	0.000115666924	0.00050212845	0.00049726013	0.00028819457	0.0026964159	0.000637563	0.004527733	0.0010995321	0.00029231803	0.00036885747	0.16055788	3.5418005e-05	0.00033779582	0.0009760528	0.00014662143	0.0012198095	0.00048368765	0.0007147834	0.003818399	0.00038658475	0.006918929	0.0011835198	0.0002525024	0.009070711	-22.41730499267578
s03e13b	15.0	5.0	0.88198113	0.88198113	0.022654504	0.01805755	9.157089e-05	0.001047398	0.12089916	0.00028641685	0.004252729	0.010375841	5.5232562e-05	8.631244e-05	0.0068620713	0.0042971796	0.000776498	0.0017400889	0.0016819646	0.00020170186	0.0011662485	0.025110032	0.0042311978	0.0023715633	0.0007564379	0.0015557441	0.00038256918	0.0015557441	0.042486127	0.008273104	0.0022266791	0.0006444406	0.0004399939	0.00067725586	0.0063555078	0.00014082318	0.00028177846	0.00066675886	0.00042456578	0.00066675886	0.0010254356	0.00021957286	0.00020320482	0.0010254356	0.00084102916	0.007909525	0.0014657966	0.00010159001	0.00014742487	0.00011143323	0.00045771388	0.0038942324	0.0005051483	0.044783443	0.00077967736	0.65365374	0.0011885636	0.00077505194	0.0005133425	0.00022351395	0.00017722779	0.0009147323	0.00077120506	0.0003085951	0.0018492901	0.0028672349	0.001578105	0.023705654	0.0017668237	0.002063748	0.0026013611	0.0003870121	0.027678668	-25.434722900390625
s03e13b	20.0	5.0	0.8574661	0.8574661	0.0020719564	0.04292191	0.00030082394	0.00018386818	0.0008908376	0.00067154365	0.0014675221	0.012402875	5.347103e-05	0.00010987174	0.0080345515	0.02617362	0.0012815283	9.211951e-05	0.0041846614	0.0008411711	0.00013821771	0.0002773696	0.012730335	0.004462006	0.0017659359	0.0012254647	0.0007795143	0.0012254647	0.03363475	0.00499653	0.0013018976	0.0009352655	0.0006592633	0.0006216775	0.001971267	0.00026857323	0.0002838571	0.0018427427	0.0007147657	0.0013254123	0.000228087	0.00014344208	0.0003582373	0.000228087	0.00434704	0.0008045596	0.00097135303	3.7860933e-05	6.603791e-05	0.000220348	0.0007623378	0.00076838664	0.0006101805	0.0059864842	0.00025166862	0.02204468	0.0010587571	0.00066765764	0.00091354415	0.048260834	0.0001343439	0.00045260185	0.00079211633	0.00011933701	0.0016197052	0.0012440888	0.001109233	0.002769539	0.00033245972	0.009222658	0.0007684409	0.00037828216	0.044268228	-23.0709228515625
s03e13b	25.0	5.0	0.9274379	0.9274379	0.020385468	0.0013293832	0.0014801191	0.0012045009	0.1371475	0.00068888115	0.0025751977	0.0045706304	0.00030547936	8.5511056e-05	0.0054099318	0.006510315	0.002004888	0.0005711581	0.0033678622	0.000116616044	0.00019890472	0.0035569698	0.0069803717	0.0052337646	0.0016562357	0.001173911	0.00041910418	0.0032381942	0.024809446	0.003136241	0.0021317343	0.00039993267	0.000105676176	0.00033922482	0.00075338193	7.701277e-05	8.099737e-05	0.0010019237	0.0009024187	9.895871e-05	0.0011893027	0.0010235597	4.7702386e-05	0.0011893027	0.004675725	0.013178075	0.046996154	0.00020077509	0.00024621218	0.00014798403	0.0007484693	0.0024142656	0.0030708848	0.09471723	0.00067616435	0.005878616	0.0006072978	0.0015261482	0.00039224364	0.0005617287	0.008486984	0.0003692885	0.00033500566	0.000253365	0.002163136	0.0010493377	0.00037617248	0.014120689	0.0003078044	0.0011599831	0.0051129092	0.0010128813	0.020756152	-26.165678024291992
s03e13b	30.0	5.0	0.8032855	0.8032855	0.028959228	0.005955474	0.00013492418	0.0023748036	0.21517308	0.0007946604	0.0025815328	0.00084427785	6.219659e-05	0.0001762013	0.0012648441	0.009191896	0.0031582713	0.0008431905	0.003467982	0.00094521145	0.019781562	0.026854306	0.0051530655	0.0050779767	0.00045473318	0.007418328	0.0014457528	0.007418328	0.5261488	0.047290333	0.013906569	0.0021760655	0.00045495035	0.0024189441	0.0061740954	0.00055712153	0.002031164	0.0017534455	0.0014931834	0.0014355177	0.01144258	0.0034995733	0.00023668061	0.01144258	0.000616087	0.014625679	0.012700554	0.0009088672	0.0005537569	0.00028322966	0.0040396582	0.0020644886	0.0018724736	0.0031482712	6.191514e-05	0.0015950889	0.0006256686	0.0012132452	0.00023519546	0.000502348	0.00059408176	0.001829677	7.507927e-05	0.00032572326	0.0013151146	0.0001854141	0.00050349126	0.001973609	0.0005020885	0.013852401	0.002635791	7.573868e-05	0.011214171	-22.248462677001957
s03e13b	35.0	5.0	0.06352161	0.06352161	0.00161669	0.0006545444	0.00019276584	0.00044653154	0.0007396681	0.00050736975	0.009849443	0.0012226567	0.00019741736	0.00019445718	0.002064235	0.039039455	0.0018817908	0.0002007592	0.0015272814	0.0004744396	0.0012338614	0.0014098322	0.07898515	0.005475571	0.004371739	0.003779492	0.0039011065	0.0039011065	0.7363953	0.14438942	0.14438942	0.0038330334	0.0009360937	0.002989014	0.0062026232	0.0062471917	0.014436382	0.008068928	0.007514901	0.0022262787	0.0058274805	0.009490727	0.0007815601	0.009490727	0.0020665624	0.037838444	0.052298795	0.0010334068	0.0008931392	0.0010776037	0.004667603	0.036359686	0.0050415304	0.002070685	0.00068869925	0.012481633	0.00113728	0.0007379062	0.0005817334	0.0018282857	0.0019180531	0.001440047	0.0009894468	0.0005601918	0.0074945744	0.0019517813	0.0010550141	0.0018960481	0.002679948	0.011404149	0.0027892257	0.00056706107	0.0074945744	-22.553226470947266
s03e13b	40.0	5.0	0.8040861	0.8040861	0.022226246	0.031228025	0.0042111664	0.020419981	0.091451615	0.045824308	0.04446812	0.04221111	0.0033509727	0.00096534286	0.021425366	0.011357189	0.0045551904	0.0019362137	0.00073463586	0.0002037603	0.004512598	0.082488164	0.024608258	0.024608258	0.0029028167	0.013771122	0.008846691	0.013771122	0.7631575	0.05282836	0.037653845	0.0057957745	0.0004062134	0.0049986877	0.0033217964	0.014278174	0.01100938	0.0013722589	0.000600549	0.0010116218	0.0029664102	0.0023598818	0.00024234464	0.0029664102	0.0010005931	0.006278869	0.046657253	0.0017786472	0.0012790565	0.005584473	0.0009937292	0.004548324	0.0012703236	0.0018687254	0.0051451414	0.0010410537	0.00015676726	0.008080579	0.00060133653	0.0017109163	0.00053342583	0.003107379	0.0013689981	0.0002813841	0.00086312776	0.00018885508	0.0018627263	0.0011273276	0.0023871071	0.0062572616	0.0050136894	0.00037674294	0.024769925	-23.92760467529297
s03e13b	45.0	5.0	0.9206953	0.9206953	0.027402839	0.025607798	0.0020244631	0.0025918395	0.13081503	0.0028308332	0.0010547518	0.0016018274	7.637722e-05	0.000114509145	0.003531905	0.0015159365	0.0008335623	0.00014950188	0.00044256446	0.0006157925	0.00059437234	0.091249734	0.0037372787	0.0018997209	0.0009794114	0.0019647148	0.00093396945	0.0064567234	0.030911699	0.0052284077	0.00285951	0.00056135136	0.00022224909	0.00064761826	0.0016593965	0.00092305307	0.00023026223	0.0025959737	0.0012928033	0.0012663454	0.0022359863	0.0023267295	0.00028799925	0.0023267295	0.00097201596	0.006082052	0.018971082	0.00079064537	0.00012973804	0.00033128652	0.0010036061	0.0011710174	0.010361589	0.011519822	0.00078482606	0.0007118511	0.00070421264	0.0052035614	0.0015083266	0.016643565	0.00424503	0.00046543905	0.00056779035	0.00012010738	0.0073550115	0.003981251	0.00060964155	0.00044651175	0.0037083945	0.0037035914	0.0017658502	0.00030814763	0.0073550115	-23.32595443725586
