h	w	p
215	359	1
212	359	1
223	355	1
225	361	1
225	358	1
227	354	1
225	355	2
221	365	3
221	357	3
223	348	2
223	346	4
221	346	5
215	346	2
212	346	1
212	345	1
213	342	1
207	340	1
200	346	1
196	350	1
188	351	1
184	353	1
176	358	1
176	357	1
174	355	1
172	357	1
170	361	1
168	366	1
164	371	1
162	375	1
158	380	1
158	384	1
158	388	1
158	392	1
158	397	1
158	401	1
160	407	1
160	410	1
162	419	1
162	419	1
162	424	1
162	428	1
162	428	1
162	430	1
162	433	1
162	438	1
160	442	1
158	446	1
156	446	1
156	447	1
156	451	1
156	451	1
156	451	1
154	451	1
154	451	1
152	451	1
150	446	1
148	446	1
148	446	2
148	446	2
146	446	1
144	446	1
142	446	1
142	442	2
142	442	2
140	446	1
138	451	1
136	451	1
136	447	1
136	446	1
136	447	1
134	446	1
134	442	1
134	437	1
132	437	1
132	433	1
132	429	1
132	428	1
132	424	1
132	425	1
132	425	1
132	424	1
132	424	1
132	421	1
134	421	1
132	419	1
134	419	1
134	419	1
134	419	1
134	419	1
134	419	1
134	419	1
134	416	1
134	417	1
136	417	1
136	415	1
136	415	1
136	413	1
136	410	1
134	407	1
134	406	1
134	403	1
134	401	1
134	399	1
134	398	1
132	397	1
132	397	1
132	397	1
132	397	1
132	397	1
132	397	1
132	397	1
132	397	1
132	397	1
132	397	1
132	398	1
132	398	1
132	399	1
134	399	1
134	399	1
134	401	1
134	401	1
134	401	1
136	401	1
136	401	1
136	401	1
136	402	1
136	402	1
138	403	1
140	402	1
142	401	1
144	399	1
148	397	1
150	397	1
152	394	1
154	392	1
158	388	1
160	383	2
138	342	2
138	340	1
136	337	1
136	337	1
136	336	1
136	337	1
136	337	1
136	337	1
136	337	1
136	339	1
136	339	2
134	339	2
134	340	2
134	341	2
134	342	2
134	342	2
134	343	2
134	344	2
134	345	2
134	346	2
134	346	2
134	346	2
134	346	1
134	345	1
134	345	1
134	344	1
134	344	1
134	342	1
136	342	1
136	341	1
136	339	1
136	337	2
136	337	1
136	337	1
136	337	1
136	337	1
136	336	1
136	336	2
136	336	2
138	336	2
138	336	2
138	336	2
138	336	2
138	336	2
138	336	2
