h	w	p
215	359	1
217	359	1
219	357	1
239	359	2
241	260	4
235	252	2
232	256	1
230	260	1
227	261	1
225	261	1
222	261	1
220	264	2
219	264	2
218	265	2
217	265	2
217	265	2
216	268	2
216	268	2
215	269	2
216	270	2
216	270	2
215	272	2
214	273	2
96	283	2
96	283	3
96	285	3
96	286	3
96	287	3
96	288	3
96	288	3
144	386	3
142	385	2
142	385	2
140	385	2
140	385	2
138	385	2
138	385	1
138	384	1
138	385	1
136	384	1
136	384	1
136	384	1
136	384	1
138	384	1
138	384	1
138	384	1
136	384	1
136	384	1
136	384	1
136	384	1
136	384	1
136	384	1
136	384	1
136	384	1
134	384	1
134	384	1
134	384	1
134	384	1
134	384	1
134	384	1
134	384	1
134	384	1
134	384	1
134	384	1
132	384	1
132	384	1
132	384	1
132	384	1
132	384	1
132	384	1
132	385	1
132	385	1
132	385	1
132	385	1
132	385	1
130	385	1
130	385	2
130	385	2
130	385	2
130	385	2
130	385	2
130	385	2
130	385	2
130	384	2
130	384	2
130	384	2
132	384	2
132	384	2
132	384	2
132	384	2
132	384	2
132	383	1
134	380	1
136	379	1
138	376	1
140	374	1
144	368	1
150	363	1
154	359	1
158	356	1
160	354	1
162	352	1
164	351	1
164	350	1
164	349	1
166	349	1
166	349	1
166	349	1
166	349	1
166	349	1
166	349	1
166	350	1
166	350	1
166	350	1
164	350	1
164	350	1
164	350	1
164	350	1
164	349	1
164	349	1
164	349	1
164	349	1
164	350	1
162	350	1
162	351	1
160	351	1
158	350	1
154	349	1
148	346	2
144	342	2
132	202	2
132	202	1
132	202	1
132	202	1
132	202	1
132	202	1
132	202	1
132	202	1
132	202	1
132	202	1
132	204	1
132	204	1
132	204	1
132	204	1
132	204	1
132	205	1
131	204	1
130	205	1
130	205	1
130	205	1
130	205	1
130	205	1
128	205	1
128	205	1
128	206	1
128	206	1
128	207	1
128	207	1
126	207	1
126	209	2
126	211	2
126	211	2
128	215	2
128	216	3
128	219	3
128	220	3
130	223	3
130	225	3
158	412	4
158	412	4
158	412	3
158	411	3
156	410	3
156	410	3
156	410	3
156	410	3
156	410	3
156	410	3
156	410	3
156	410	4
156	410	4
156	410	4
156	410	4
156	410	4
152	250	4
154	249	2
154	250	2
154	251	2
154	252	2
156	251	2
156	252	2
156	252	2
156	252	2
156	253	2
156	252	2
156	252	2
156	252	2
156	252	2
156	252	2
156	253	2
155	253	2
154	252	2
154	252	2
154	252	2
152	253	4
150	252	4
150	250	4
148	248	4
146	248	4
273	310	4
273	310	4
273	310	3
271	310	3
271	310	3
271	310	3
271	310	3
271	310	3
271	313	3
271	313	3
128	216	2
128	216	2
128	215	3
128	213	2
128	211	2
130	211	1
130	211	1
130	210	1
130	210	1
130	210	2
130	209	2
130	209	3
130	207	3
130	207	3
130	207	3
130	207	3
128	207	3
128	207	3
126	206	4
126	206	5
257	383	6
251	379	5
180	357	5
180	359	4
178	361	3
180	363	3
180	365	3
180	366	3
180	367	3
182	370	3
182	370	3
182	371	3
182	371	3
184	374	3
184	374	3
182	372	3
182	372	3
180	371	3
182	374	3
182	374	2
182	374	2
182	374	2
180	374	3
180	375	3
180	375	3
180	376	3
178	376	3
178	376	3
178	376	3
176	376	3
178	377	3
178	377	4
178	377	3
178	379	2
176	376	2
178	376	2
178	376	2
178	375	2
176	374	2
176	374	2
176	372	2
174	370	2
174	370	2
174	370	2
176	371	2
176	371	2
176	370	2
176	370	2
176	370	2
176	370	2
178	371	2
178	371	2
176	370	2
176	370	2
182	375	2
182	375	2
184	379	2
184	379	2
180	375	2
184	376	2
184	375	2
188	376	2
190	375	2
196	375	2
196	370	2
200	366	2
204	365	2
206	362	2
208	361	1
210	359	1
210	357	2
210	355	2
210	354	3
210	354	3
208	355	2
208	357	2
206	359	2
206	362	2
204	366	2
204	370	3
204	374	3
204	374	3
203	375	3
202	376	3
202	375	3
202	375	3
301	375	3
299	379	3
301	380	3
301	383	3
209	297	3
209	297	3
208	297	3
208	297	3
207	297	3
207	297	3
206	297	3
206	297	3
205	297	3
205	297	3
205	297	3
204	297	3
204	296	3
203	296	3
203	296	3
203	295	3
202	296	3
202	295	3
202	295	3
202	295	3
202	292	3
202	292	3
202	292	3
201	296	3
201	296	3
201	296	3
200	301	3
199	305	3
199	306	1
199	309	1
199	310	1
199	310	1
199	313	1
200	312	1
201	312	1
201	313	1
201	313	1
201	314	1
202	314	1
202	314	1
202	315	1
203	315	1
203	315	1
203	315	1
203	315	1
203	315	1
204	315	1
204	315	2
203	315	2
201	317	2
200	318	2
199	319	3
198	319	3
198	319	3
197	319	3
198	319	3
198	319	3
198	319	3
197	319	3
197	319	3
197	319	2
197	319	2
197	319	2
197	319	2
197	319	2
197	319	2
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
196	319	1
195	319	1
193	318	1
192	318	1
191	317	1
190	317	1
188	315	1
186	315	1
184	315	1
182	314	1
179	314	1
176	313	1
174	314	1
170	314	1
168	314	1
164	315	1
164	315	1
162	315	1
164	315	1
162	317	1
162	318	1
162	318	1
164	319	1
164	319	1
164	319	1
164	319	1
164	321	1
162	322	1
162	322	1
160	323	1
160	324	1
160	324	1
158	324	1
158	324	1
156	324	1
156	324	1
154	324	1
154	327	1
152	327	1
152	327	1
150	326	1
150	327	1
150	327	1
150	327	1
152	327	1
150	328	1
152	328	1
152	328	1
152	328	1
152	328	1
152	328	1
154	328	1
154	328	1
156	327	1
156	327	1
158	327	1
158	326	1
160	326	1
162	324	1
164	324	1
164	327	1
164	327	1
166	326	1
166	326	1
166	327	1
168	327	1
166	327	1
166	327	1
164	328	1
164	328	1
164	328	1
162	328	1
162	330	1
160	330	1
160	330	1
158	330	1
156	328	1
156	330	1
154	328	1
154	328	1
154	328	1
152	328	1
152	328	1
152	328	1
152	328	1
152	330	1
152	328	1
152	328	1
154	328	1
152	327	1
152	328	1
152	328	1
152	328	1
154	328	1
152	328	1
152	328	1
154	328	1
154	328	1
152	327	1
152	327	1
152	324	1
150	324	1
148	324	1
146	326	1
144	327	1
142	327	1
144	324	1
144	324	1
142	324	1
140	326	1
140	327	1
136	328	1
132	333	1
128	337	1
126	341	2
126	342	2
128	348	3
132	225	4
138	224	3
142	224	2
146	223	2
148	223	2
151	222	2
153	222	2
154	223	2
156	223	2
156	223	2
156	223	2
156	223	2
156	223	2
156	223	2
156	223	2
156	223	2
157	224	2
157	224	2
158	224	2
158	225	2
158	225	2
158	226	2
158	227	2
158	228	2
158	229	2
158	229	2
158	231	2
158	232	2
158	233	2
157	234	2
156	234	2
156	235	2
157	236	2
156	237	2
156	238	2
156	238	2
156	238	2
156	238	2
156	238	2
156	238	2
157	238	2
157	237	2
157	237	2
157	237	1
158	237	1
158	236	1
158	236	2
158	236	2
158	236	2
158	236	2
158	236	2
158	236	2
158	235	2
158	235	2
158	235	2
158	235	2
158	235	2
158	235	2
154	476	2
154	475	2
154	476	2
154	475	2
153	474	2
152	471	2
150	469	3
162	346	2
164	347	2
164	349	1
166	350	1
168	351	1
170	352	1
170	353	1
170	354	1
170	355	1
174	356	1
176	356	1
178	356	1
178	356	1
176	357	1
176	356	1
176	356	1
176	356	1
176	356	1
176	356	1
176	355	1
174	355	1
174	354	1
174	354	1
172	353	1
172	353	1
170	353	1
168	354	1
166	353	1
166	353	1
164	353	1
162	353	1
162	353	1
160	353	1
162	353	1
164	354	1
162	354	1
162	355	1
164	355	1
164	354	1
164	354	1
166	354	1
164	352	1
166	352	1
166	352	1
168	352	1
170	353	1
172	354	1
170	354	1
170	354	1
168	355	1
168	354	1
168	354	1
