start_time	word
1022.3	that.
1022.5	Oh,
1022.7	come
1022.9	on.
1023.1	It's
1023.3	cold,
1023.5	it's
1023.7	dark.
1024.9	He
1025.1	doesn't
1025.3	know
1025.5	the
1025.7	Village.
1027.4	And
1027.6	now
1027.8	I
1028.0	have
1028.2	a
1028.4	broken
1028.6	foot.
1028.8	Oh,
1029.0	my...
1029.9	I
1030.1	have
1030.3	no
1030.5	monkey
1030.7	and
1030.9	a
1031.1	broken
1031.3	foot.
1032.5	Thank
1032.7	you
1032.9	very
1033.1	much.
1033.9	Ross,
1034.1	you
1034.3	know,
1034.5	I've
1034.7	said
1034.8	I'm
1035.0	sorry,
1035.2	like,
1035.4	a
1035.6	million
1035.8	times.
1037.1	What
1037.3	do
1037.5	you
1037.7	want
1037.9	me
1038.1	to
1038.3	do?
1038.5	Huh?
1038.7	You
1038.9	want
1039.1	me
1039.3	to
1039.5	break
1039.7	my
1039.9	foot
1040.1	too?
1040.7	Here,
1040.9	I'm
1041.1	gonna
1041.3	break
1041.5	my
1041.7	foot
1041.9	right
1042.1	now.
1042.3	Ow!
1042.8	Oh,
1043.0	my
1043.2	God.
1043.4	There,
1043.6	are
1043.8	you
1044.0	happy
1044.2	now?
1046.7	Yeah,
1046.9	yeah.
1047.1	You
1047.3	know,
1047.5	now
1047.7	that
1047.9	you
1048.1	kicked
1048.3	the
1048.5	sign...
1049.6	...hey,
1049.8	ha,
1050.0	ha,
1050.2	I
1050.4	don't
1050.6	miss
1050.8	Marcel
1051.0	anymore.
1055.6	You
1055.8	know,
1056.0	it's
1056.2	not
1056.4	like
1056.6	I
1056.8	did
1057.0	this
1057.2	on
1057.4	purpose.
1058.2	No,
1058.4	no,
1058.6	no.
1058.8	No,
1059.0	no.
1059.2	This
1059.4	is
1059.6	just
1059.8	vintage
1060.0	Rachel.
1060.8	I
1061.0	mean,
1061.2	things
1061.4	just
1061.6	sort
1061.8	of
1062.0	happen
1062.2	around
1062.4	you.
1063.5	I
1063.7	mean,
1063.9	you're
1064.1	off
1064.3	in
1064.5	Rachel
1064.7	Land,
1064.9	doing
1065.1	your
1065.3	Rachel
1065.5	thing...
1067.1	...totally
1067.3	oblivious
1067.5	to
1067.7	people's
1067.9	monkeys
1068.1	or
1068.3	to
1068.5	people's
1068.7	feelings
1068.9	and...
1072.2	I
1072.4	don't
1072.6	even
1072.8	want
1073.0	to
1073.2	hear
1073.4	it.
1073.6	Ross.
1074.5	Forget
1074.7	it,
1074.9	okay?
1075.1	Ross.
1076.1	What?
1076.3	What?
1080.9	Hey,
1081.1	banana
1081.3	man.
1089.3	Oh,
1089.5	this
1089.7	is
1089.9	so
1090.1	intense.
1091.1	One
1091.3	side
1091.5	of
1091.7	my
1091.9	butt
1092.1	is
1092.3	totally
1092.5	asleep
1092.7	and
1092.9	the
1093.1	other
1093.3	side
1093.5	has
1093.7	no
1093.9	idea.
1100.4	Hi.
1100.6	Did
1100.8	you
1101.0	order
1101.2	some
1101.4	bananas?
1102.9	What
1103.1	about
1103.3	it?
1103.5	Give
1103.7	me
1103.9	my
1104.1	monkey
1104.3	back.
1105.5	I
1105.7	don't
1105.9	have
1106.1	a
1106.3	monkey.
1106.9	Then
1107.1	what's
1107.3	with
1107.5	all
1107.7	the
1107.9	bananas?
1108.1	Potassium.
1111.5	[MARCEL
1111.7	CHATTERING]
1113.3	Marcel?
1113.5	Marcel.
1115.2	Okay,
1115.4	where
1115.6	is
1115.8	he?
1116.0	Where
1116.2	is
1116.4	he?
1116.6	Marcel?
1116.8	Marcel?
1118.9	[ALL
1119.1	GASPING]
1120.7	Marcel.
1123.8	What
1124.0	have
1124.2	you
1124.4	done
1124.6	to
1124.8	him?
1125.1	That's
1125.3	my
1125.5	monkey.
1125.7	That's
1125.9	Patty.
1126.1	Patty
1126.3	the
1126.5	monkey.
1129.7	Are
1129.9	you
1130.1	insane?
1131.3	Come
1131.5	here,
1131.7	Marcel.
1131.9	Come
1132.1	on.
1132.3	Come
1132.5	here,
1132.7	Patty.
1134.8	Come
1135.0	here,
1135.2	Marcel.
1136.9	Come
1137.1	here,
1137.3	Patty.
1138.3	Here,
1138.5	monkey.
1138.7	Here,
1138.9	monkey.
1139.1	Here,
1139.3	monkey.
1141.7	Gotcha.
1143.6	Okay,
1143.7	give
1143.8	me
1143.9	my
1144.0	monkey
1144.1	back.
1144.2	That's
1144.4	my
1144.6	monkey.
1146.8	You're
1147.0	gonna
1147.2	have
1147.4	to
1147.6	take
1147.8	this
1148.0	up
1148.2	with
1148.4	the
1148.6	judge.
1149.0	That's
1149.2	not
1149.4	my
1149.6	monkey.
1149.8	Just
1150.0	the
1150.2	dress
1150.4	is
1150.6	mine.
1151.4	You
1151.6	can
1151.8	send
1152.0	it
1152.2	back
1152.4	whenever.
1153.9	All
1154.1	right,
1154.3	I
1154.5	want
1154.7	my
1154.9	monkey.
1155.1	No.
1155.9	Oh,
1156.1	come
1156.3	on,
1156.5	Luisa.
1156.7	Sorry,
1156.9	prom
1157.1	queen.
1159.1	You
1159.3	had
1159.5	to
1159.7	be
1159.9	a
1160.1	bitch
1160.3	in
1160.5	high
1160.7	school,
1160.9	you
1161.1	couldn't
1161.3	have
1161.5	been
1161.7	fat.
1164.8	All
1164.9	right,
1165.0	look,
1165.2	in
1165.3	high
1165.4	school,
1165.5	I
1165.7	was
1165.8	the
1166.0	prom
1166.2	queen...
1167.5	...and
1167.7	I
1167.8	was
1168.0	the
1168.2	homecoming
1168.4	queen
1168.5	and
1168.7	the
1168.9	class
1169.1	president
1169.2	and
1169.4	you...
1171.0	...were
1171.2	also
1171.4	there.
1173.4	Look,
1173.6	if
1173.8	you
1174.0	take
1174.2	this
1174.4	monkey...
1174.8	...I
1175.0	will
1175.2	lose
1175.4	one
1175.6	of
1175.8	the
1176.0	most
1176.2	important
1176.4	people
1176.6	in
1176.8	my
1177.0	life.
1178.1	You
1178.3	can
1178.5	hate
1178.7	me
1178.9	if
1179.1	you
1179.3	want,
1179.5	but
1179.7	please
1179.9	do
1180.1	not
1180.3	punish
1180.5	him.
1182.4	Come
1182.9	on,
1183.3	Luisa,
1183.8	you
1184.2	have
1184.7	a
1184.9	chance
1185.1	to
1185.3	be
1185.5	the
1185.7	bigger
1185.9	person
1186.1	here.
1185.9	Take
1186.1	it.
1190.9	No.
1192.6	All
1192.8	right.
1194.0	Well,
1194.2	then
1194.4	how
1194.6	about
1194.8	I
1195.0	call
1195.2	your
1195.4	supervisor
1195.6	and
1195.8	I
1196.0	tell
1196.2	her...
1196.9	...that
1197.1	you
1197.3	shot
1197.5	my
1197.7	friend
1197.9	in
1198.1	the
1198.3	ass
1198.5	with
1198.7	a
1198.9	dart.
1207.4	Hey,
1207.6	it'll
1207.8	be
1208.0	nice
1208.2	to
1208.4	get
1208.6	this
1208.8	off
1209.0	finally,
1209.2	won't
1209.4	it?
1210.2	Or
1210.3	we
1210.4	can
1210.6	leave
1210.7	it
1210.8	on
1211.0	for
1211.2	now.
1211.4	That's
1211.6	fine.
1213.3	You
1213.5	know,
1213.7	with
1213.9	the
1214.1	right
1214.3	pair
1214.5	of
1214.7	pumps,
1214.9	that
1215.1	would
1215.3	be
1215.5	a
1215.7	great
1215.9	little
1216.1	outfit.
1221.3	Listen...
1223.2	I'm
1223.4	sorry
1223.6	I
1223.8	was
1224.0	so
1224.2	hard
1224.4	on
1224.6	you
1224.8	before.
1225.0	You
1225.2	know,
1225.4	I
1225.6	just...
1226.0	No,
1226.2	Ross,
1226.4	come
1226.6	on.
1226.8	No,
1227.0	no.
1227.2	It
1227.4	was
1227.6	my
1227.8	fault.
1228.0	I
1228.2	almost
1228.4	lost
1228.6	your...
1229.3	No,
1229.5	no.
1229.7	Yeah,
1229.9	but
1230.1	you
1230.3	were
1230.5	the
1230.7	one
1230.9	who
1231.1	got
1231.3	him
1231.5	back.
1231.5	You
1231.7	know,
1231.9	you
1232.1	were
1232.3	great.
1237.2	Hey,
1239.2	we
1241.2	still
1243.2	have
1245.2	that
1247.2	bottle
1249.2	of
1251.2	wine.
1241.2	Are
1241.3	you
1241.5	in
1241.8	the
1242.0	mood
1242.2	for,
1242.4	uh...
1243.8	...something
1245.8	grape?
1245.3	Sure,
1245.5	that
1245.7	would
1245.9	be
1246.1	good.
1246.3	All
1246.5	right,
1246.7	uh...
1254.0	Oh.
1258.6	The,
1258.8	uh...
1259.0	The
1259.2	neighbors
1259.4	must
1259.6	be
1259.8	vacuuming.
1265.3	[CLEARS
1265.5	THROAT]
1266.8	Well,
1267.0	ah,
1267.2	as
1267.4	long
1267.6	as
1267.8	we're
1268.0	here...
1273.2	...and
1273.4	not
1273.6	on
1273.8	the
1274.0	subject,
1274.2	um,
1274.4	ahem...
1276.4	I
1276.6	was
1276.8	thinking
1277.0	about,
1277.2	uh...
1281.0	...how
1281.2	mad
1281.4	we
1281.6	got
1281.8	at
1282.0	each
1282.2	other
1282.4	before.
1287.8	And,
1288.0	um,
1288.2	I
1288.4	was
1288.6	thinking
1288.8	maybe
1289.0	it
1289.2	was
1289.4	partially
1289.6	because
1289.8	of
1290.0	how
1290.2	we...
1291.8	Rachel?
1292.0	Barry?
1293.8	I
1294.0	can't.
1294.2	I
1294.4	can't
1294.6	do
1294.8	it.
1295.0	I
1295.2	can't
1295.4	marry
1295.6	Mindy.
1299.1	I'm
1299.3	still
1299.5	in
1299.7	love
1299.9	with
1300.1	you.
1300.3	Oh!
1306.2	We
1306.4	have
1306.6	got
1306.8	to
1307.0	start
1307.2	locking
1307.4	that
1307.6	door.
1318.5	This
1318.7	is
1318.9	me
1319.1	in
1319.3	The
1319.5	Sound
1319.7	of
1319.9	Music.
1320.5	You
1320.7	see
1320.9	the
1321.1	von
1321.3	Trapp
1321.5	kids?
1321.7	No.
1323.0	That's
1323.2	because
1323.4	I'm
1323.6	in
1323.8	front
1324.0	of
1324.2	them.
1325.6	Yeah,
1326.5	I
1326.7	thought
1326.9	that
1327.1	was
1327.3	an
1327.5	alp.
1328.5	Well,
1328.7	high
1328.9	school
1329.1	was
1329.3	not
1329.5	my
1329.7	favorite
1329.9	time.
1330.5	I
1330.7	don't
1330.9	know.
1331.1	I
1331.3	loved
1331.5	high
1331.7	school,
1331.9	you
1332.1	know?
1332.8	It
1333.0	was
1333.2	just,
1333.4	like,
1333.6	four
1333.8	years
1334.0	of
1334.2	parties
1334.4	and
1334.6	dating
1334.8	and
1335.0	sex
1335.2	and...
1336.9	Yeah,
1337.1	well,
1337.3	I
1337.5	went
1337.7	to
1337.9	boarding
1338.1	school
1338.3	with
1338.5	400
1338.7	boys.
1340.5	Any
1340.7	sex
1340.9	I
1341.1	had
1341.3	would've
1341.5	involved
1341.7	a
1341.9	major
1342.1	lifestyle
1342.3	choice.
1346.6	Gosh,
1346.8	doesn't
1347.0	it
1347.2	seem
1347.4	like
1347.6	a
1347.8	million
1348.0	years
1348.2	ago?
1351.7	Oh,
1351.9	oh,
1352.1	oh.
1354.0	Oh,
1356.0	my
1358.0	butt
1360.0	cheek
1362.0	is
1364.0	waking
1366.0	up.
