h	w	p
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
215	359	1
206	355	1
206	359	2
134	403	3
453	305	2
449	304	1
447	304	1
447	303	2
447	303	2
447	301	2
447	301	2
445	300	2
445	300	2
445	300	2
445	299	3
443	299	3
100	333	3
100	333	3
100	333	3
100	332	3
100	332	3
100	332	3
100	331	3
100	332	3
100	331	3
253	263	3
253	263	3
254	264	3
255	264	3
255	264	3
255	264	2
255	264	2
255	264	2
255	264	2
255	264	2
256	264	2
255	263	2
256	263	2
257	263	2
257	262	2
257	261	2
257	261	2
257	261	2
257	260	2
257	260	2
259	260	2
259	260	2
259	260	2
259	260	2
104	326	2
104	326	2
104	325	2
104	324	2
104	324	2
106	324	1
106	324	2
106	323	2
106	323	2
106	322	2
108	322	2
108	322	2
108	321	2
108	321	2
108	319	2
110	319	2
110	319	2
110	319	2
112	319	2
112	318	2
112	318	3
295	274	3
297	274	3
299	277	3
114	314	5
116	312	5
146	261	5
146	252	2
146	247	1
148	247	1
148	247	2
148	247	3
150	252	3
152	256	2
150	252	3
154	254	3
162	256	3
160	249	4
126	223	2
122	220	2
122	220	2
122	220	3
118	216	3
116	216	3
180	301	3
182	304	3
180	304	3
178	301	2
180	304	2
184	306	3
184	306	3
180	305	3
176	309	3
110	306	3
140	306	2
152	310	1
148	314	1
140	317	1
138	319	1
142	323	1
144	324	1
138	322	1
138	322	2
140	323	2
142	324	2
140	324	2
142	327	2
142	327	2
142	328	2
144	328	1
146	330	1
146	330	1
150	328	2
154	326	2
164	324	2
166	323	1
164	322	1
166	321	1
168	321	1
172	323	1
174	322	1
176	321	1
178	321	1
178	319	1
182	321	1
182	321	1
182	319	1
183	319	1
184	318	1
189	318	1
190	318	1
192	317	2
193	317	2
194	315	2
198	315	2
198	314	1
200	313	1
202	312	1
203	310	2
205	312	2
201	310	2
199	308	2
200	308	2
201	306	2
202	305	2
196	303	1
192	301	1
191	300	1
191	299	1
191	297	1
188	297	1
187	296	1
189	296	1
191	296	1
194	296	1
196	295	1
195	292	1
195	292	1
196	291	1
198	288	2
144	446	2
144	446	1
142	446	1
140	446	1
138	446	1
136	446	1
134	446	1
134	446	1
134	444	1
132	442	1
130	442	1
128	442	1
128	439	1
126	437	1
126	437	1
124	437	1
128	435	1
130	434	1
130	433	1
130	433	1
132	433	1
132	431	1
134	430	1
134	429	1
134	428	1
136	428	1
136	426	1
134	425	1
132	425	1
130	424	1
132	424	1
134	424	1
128	422	1
124	420	1
126	420	1
126	419	1
126	420	1
128	421	1
128	420	1
128	420	1
128	419	1
126	419	1
126	416	1
126	415	1
126	415	1
126	413	1
128	412	1
130	411	1
130	410	1
130	408	1
130	406	1
130	406	1
130	404	1
130	403	1
130	402	1
130	402	1
130	401	1
132	401	1
132	401	1
132	401	1
134	399	1
134	398	1
130	394	1
128	389	2
156	304	3
156	304	2
156	301	2
156	301	1
154	301	1
156	301	1
156	306	1
158	310	1
156	315	1
156	319	1
158	322	1
158	321	1
158	321	1
156	324	1
156	330	1
156	335	1
156	335	1
154	337	1
158	342	1
162	349	1
166	353	1
168	352	1
174	355	1
182	359	1
186	362	1
190	365	1
191	365	1
192	365	1
192	367	1
195	370	1
196	370	1
198	370	1
198	371	1
201	374	1
202	374	1
202	372	1
200	371	1
200	370	1
200	370	1
200	371	4
156	268	6
154	269	4
152	270	3
150	272	5
150	273	5
149	274	5
148	274	4
148	274	3
148	274	3
148	274	3
148	276	3
148	276	4
148	276	4
148	276	4
149	276	4
149	277	4
150	277	4
149	277	4
150	277	4
150	277	4
150	278	4
150	278	4
149	278	5
149	278	5
148	278	5
148	278	5
148	278	4
148	278	4
148	278	4
148	278	4
148	278	4
148	278	5
148	278	5
148	278	4
148	278	4
148	278	4
148	278	3
148	278	2
148	278	2
148	278	2
148	278	2
147	278	2
147	278	2
146	278	2
146	278	2
146	278	3
146	278	3
146	278	2
146	278	3
146	278	3
146	278	3
146	278	3
146	278	3
146	278	3
144	277	3
144	277	3
144	277	2
144	277	2
144	277	2
143	276	2
142	276	2
142	276	2
142	276	2
142	276	2
142	276	2
142	276	2
141	276	2
141	277	2
141	277	2
141	277	2
142	278	2
142	278	2
142	279	2
142	279	2
142	279	2
142	281	3
142	281	4
143	282	4
143	282	4
307	112	4
305	112	4
305	112	4
128	411	4
126	415	4
126	411	4
128	410	4
126	406	4
126	406	4
128	406	3
130	404	3
132	403	2
134	403	3
136	404	1
134	406	1
136	407	1
136	410	1
138	407	1
142	402	2
144	401	3
144	401	3
142	406	3
146	401	4
214	356	4
214	357	4
241	187	3
128	451	3
128	451	3
126	448	3
126	446	3
128	438	2
130	433	2
128	429	2
128	431	2
128	431	2
130	429	2
132	428	2
132	428	2
134	428	2
134	429	2
136	433	2
138	437	2
138	437	2
136	433	2
138	438	2
138	447	2
223	365	2
225	365	2
225	365	2
225	366	2
225	368	2
224	370	3
224	370	2
224	370	3
152	283	3
146	279	2
144	277	2
144	277	2
142	274	1
144	274	1
142	273	1
140	273	1
140	273	1
142	273	1
142	273	1
144	272	1
144	271	1
142	271	1
144	273	1
144	274	1
144	274	1
146	276	1
148	279	2
150	283	2
152	288	2
154	292	2
158	301	2
160	301	2
160	342	2
162	348	2
162	351	2
160	348	2
160	333	2
