h	w	p
215	359	1
206	357	1
210	361	1
206	365	1
210	365	2
150	572	5
134	304	4
138	297	2
134	297	2
128	297	2
124	295	2
122	292	2
122	291	2
124	291	2
158	514	2
158	514	2
158	514	2
158	514	2
157	514	2
156	512	2
156	512	2
158	512	2
158	512	2
159	512	2
160	512	2
160	512	2
162	513	2
161	512	2
162	512	2
160	512	2
160	512	2
162	514	2
162	514	2
161	514	2
161	514	2
162	515	2
162	516	2
163	518	2
162	518	2
162	518	2
136	267	2
134	268	2
134	269	2
132	270	2
132	270	2
130	272	2
128	272	2
128	272	2
128	272	2
128	272	2
128	272	2
128	272	2
128	270	2
126	270	2
126	270	2
126	270	2
126	270	2
126	270	2
124	270	2
124	270	2
124	270	2
124	272	2
124	274	2
124	279	2
124	282	1
124	286	1
122	291	1
122	296	1
126	305	1
128	315	1
130	322	1
128	324	1
128	327	1
126	328	1
124	328	1
124	328	1
124	330	1
124	330	1
124	330	1
122	331	1
122	331	1
122	332	1
122	332	1
120	333	1
120	335	1
118	335	1
118	336	1
118	336	1
118	337	1
118	337	1
120	337	1
120	337	1
120	339	1
120	339	1
118	341	1
120	344	1
120	345	1
120	345	1
120	346	1
122	350	3
126	349	3
126	349	3
128	349	3
128	346	3
124	342	3
124	344	2
122	344	2
122	345	2
124	346	2
124	345	2
124	344	2
124	342	2
126	344	3
128	346	3
120	424	2
120	428	3
120	433	3
118	434	2
184	649	2
183	649	2
183	649	2
183	650	2
183	650	2
183	650	2
183	651	2
183	653	2
183	653	2
183	654	2
183	655	2
184	655	2
184	658	2
184	659	2
106	404	2
106	402	2
106	401	2
185	662	2
185	664	2
185	665	2
106	394	2
106	392	2
108	390	2
108	388	2
108	385	2
110	384	2
110	383	2
110	383	2
112	381	2
114	381	2
114	379	1
114	379	1
114	377	1
114	376	1
116	375	1
116	374	1
118	372	1
120	370	1
124	366	1
128	361	1
136	353	1
142	347	1
144	342	1
148	340	1
148	337	1
150	336	1
150	335	1
152	333	1
152	332	1
154	331	1
154	331	1
154	331	1
154	330	1
154	330	1
154	328	1
152	328	1
152	328	1
152	328	1
152	328	1
152	328	1
152	328	1
152	327	1
152	327	1
152	327	1
152	326	1
152	326	1
150	326	1
150	324	1
150	324	1
150	324	1
150	326	1
150	326	1
150	326	1
150	326	1
148	327	1
146	327	2
144	328	4
120	512	5
120	514	4
120	516	3
120	516	3
120	518	2
120	518	2
120	518	1
120	519	1
120	518	1
120	518	1
118	518	1
118	517	2
118	516	2
118	516	2
118	516	2
116	516	1
116	516	1
116	515	1
116	515	2
116	515	2
116	515	2
116	515	2
114	514	2
116	514	2
116	514	2
116	514	2
116	514	2
114	514	2
114	514	3
82	319	3
82	319	3
