h	w	p
215	359	1
214	359	1
212	359	1
212	357	1
168	342	2
194	349	2
210	354	2
215	355	3
220	354	3
223	358	1
221	359	2
221	360	2
221	359	1
220	359	2
221	359	2
218	360	1
218	360	2
217	360	1
217	361	1
214	361	2
213	361	2
142	367	3
144	368	3
146	369	3
148	369	2
150	369	2
152	369	2
154	370	2
156	370	2
156	370	1
156	370	1
157	370	1
158	370	1
158	370	2
158	370	2
158	370	2
159	371	2
159	371	4
160	274	3
158	274	2
156	274	2
156	274	2
154	274	2
154	274	2
154	274	2
153	274	1
153	274	1
152	274	1
152	274	1
152	274	1
152	274	1
152	274	1
152	274	1
152	274	1
153	274	1
153	274	1
153	274	1
153	274	1
153	274	1
153	274	1
154	274	1
154	274	1
154	274	1
154	273	1
154	273	2
154	272	2
154	272	2
154	272	2
155	270	2
155	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	270	2
156	269	2
156	269	2
156	269	2
156	268	2
156	268	2
156	268	2
156	267	2
156	267	2
156	267	2
155	267	2
154	267	2
154	267	2
154	267	2
154	267	2
154	268	2
153	269	2
152	269	2
152	269	2
152	270	2
152	270	2
152	270	2
152	270	2
152	270	2
153	269	2
153	269	2
154	269	2
154	268	2
155	267	2
156	265	2
156	265	2
157	264	2
158	264	2
158	261	2
158	260	2
159	259	2
159	258	2
159	257	2
159	255	2
159	252	2
159	252	2
159	251	2
159	250	2
159	248	2
159	247	2
158	245	2
158	243	2
158	243	2
159	242	2
159	242	2
159	241	2
159	241	2
158	241	2
159	242	2
159	243	2
158	243	2
158	244	2
158	245	2
158	246	2
158	248	2
158	249	2
158	250	2
158	251	2
158	251	2
158	252	2
158	253	2
157	253	2
157	253	2
157	254	2
156	254	2
156	253	2
154	252	2
154	252	2
154	251	2
154	251	2
153	249	2
152	248	2
152	247	2
152	247	2
152	246	2
152	245	2
151	245	2
150	245	2
150	246	2
150	245	2
148	245	2
148	245	2
148	246	2
148	246	2
148	247	2
146	247	2
146	247	2
144	247	2
144	247	2
142	248	2
141	248	2
140	249	2
138	249	2
138	249	2
136	250	2
136	250	2
136	250	2
136	250	2
136	250	2
136	250	2
134	250	2
134	250	2
134	250	2
134	250	2
134	251	2
134	250	2
134	250	2
134	250	2
136	250	2
136	249	2
136	247	2
136	247	2
136	247	2
136	247	2
138	247	2
138	246	2
138	246	2
139	246	2
140	246	2
140	245	2
140	245	2
142	246	2
142	246	2
143	248	2
144	250	2
146	251	2
146	252	2
148	252	2
148	254	2
150	255	2
150	256	2
152	258	2
152	259	2
152	260	2
152	261	2
152	261	2
152	261	2
152	260	2
152	259	2
152	258	2
154	256	2
154	256	2
152	255	2
152	254	2
122	482	2
122	482	2
122	482	2
122	482	2
122	482	2
120	482	2
120	482	2
120	482	2
120	482	2
120	482	2
120	482	2
120	482	2
120	482	2
120	482	2
120	482	2
118	482	2
118	482	2
118	482	2
118	482	2
118	482	2
118	482	2
118	482	2
118	483	2
118	483	2
118	483	2
118	483	2
118	484	2
118	484	2
118	484	2
118	484	2
150	247	2
152	247	2
152	247	2
152	247	2
152	247	2
154	247	2
154	246	2
154	245	2
154	245	2
154	244	2
156	244	2
156	243	2
156	244	2
157	244	2
158	244	2
158	245	2
158	246	2
158	246	2
159	246	2
160	246	2
159	245	2
159	245	2
159	245	2
159	245	2
158	245	2
158	244	2
157	244	2
156	243	2
156	243	2
156	243	2
154	243	2
154	242	2
154	242	2
154	242	2
152	242	2
152	242	2
150	243	2
150	243	2
150	243	2
150	243	2
151	245	2
152	245	2
152	245	2
152	245	2
152	245	2
152	245	2
153	245	2
153	245	2
153	245	2
153	245	2
154	245	1
154	245	2
154	245	2
154	245	2
154	245	2
154	245	2
154	245	2
154	245	2
155	245	2
154	246	2
154	246	2
154	246	2
154	246	2
154	246	2
154	246	2
154	246	2
155	246	2
155	245	2
