episode_id	onset	duration	talking	speech	man_speaking	woman_speaking	baby	shout	laughter	cry	singing	kids	groan	whistling	breathing	walking	mouth_sounds	fart	hands	heartbeat	cheering	crowd	mammal	dog_bark	cat	rooster	duck	bird	music	musical_instrument	guitar	piano	organ	electronic_instrument	percussion	bell	ambient_music	weather	wind	rain	river	wave	thunder	river_sea	fire	boat	car	traffic	car_honk	emergency_vehicle	train	cycling	engine	door	doorbell	knock	dishes	radio_tv	dryer_vacuum	zipper	keys	alarm	telephone	whistle	mechanisms	tools	boom	bang	glass	water	beep	silence	sudden_noise	db
s01e10a	0.0	5.0	0.015554976	0.015554976	0.00028401602	0.000189847	0.00010912113	0.0006702081	0.00011475685	0.003863048	0.018108737	0.0004103933	0.0012099262	0.00023113593	0.000663323	0.0006674481	0.00031733993	0.0002543227	0.0006569924	0.0005576935	0.0008032229	0.00040224186	0.0010692705	0.0009954158	0.0007116493	0.00071842846	0.00077025534	0.0019579597	0.6431752	0.03893535	0.02247495	0.0025261154	0.0013538554	0.0019331715	0.042689838	0.07805853	0.012160647	0.001678089	0.0014629769	0.001678089	0.0012113693	0.00133811	0.0013567377	0.00133811	0.00070106983	0.002804796	0.014120422	0.00080390356	0.0010843782	0.0008461379	0.0064927037	0.009266743	0.0024054078	0.00075707614	0.0038371524	0.0012182322	0.0011346596	0.0005888431	0.0006014311	0.00021447896	0.0014608866	0.0007030127	0.0025461633	0.00053013366	0.0030717945	0.0026643532	0.00089806307	0.0017681884	0.005146474	0.0037005735	0.0052594403	0.050630294	0.020630367	-19.95745086669922
s01e10a	5.0	5.0	0.7726397	0.7726397	0.002737158	0.05902509	0.0012213786	0.0052133086	0.006049881	0.0029243394	0.027951991	0.20153052	0.00020050247	0.00018854308	0.0011003311	0.0019694946	0.000508118	0.0004688652	0.004748191	0.00027489592	0.0008568937	0.0009133693	0.010170224	0.002296406	0.0013197736	0.00093586365	0.0022108867	0.0022108867	0.82660234	0.035233952	0.01860944	0.0029931022	0.0005523536	0.0020134584	0.018535806	0.010623498	0.0046332176	0.001457367	0.00038066614	0.001457367	0.0036579482	0.0011324853	0.00031290445	0.0036579482	0.0005735969	0.0023437298	0.0060850387	0.00018893126	0.0002066306	0.00040442232	0.000978791	0.013461992	0.0014719316	0.0021914262	0.001564984	0.004643208	0.0022232218	0.00560877	0.0021244818	0.0032735302	0.001416079	0.0013884446	0.00070035964	7.3604046e-05	0.0054974984	0.0007607297	0.0012061145	0.0030029023	0.00530597	0.0103402715	0.003814929	0.0007444442	0.012429122	-20.176124572753903
s01e10a	10.0	5.0	0.8572409	0.8572409	0.041188475	0.10876426	0.01155895	0.0030827937	0.006568	0.013686896	0.0065798773	0.1534545	0.0014429985	0.0002718398	0.0028659482	0.0022383046	0.011374999	0.0015268291	0.0029836101	0.00064891076	0.00018696323	0.01183176	0.026426673	0.026426673	0.0016240228	0.0016683913	0.0031098349	0.0031098349	0.028602624	0.0018434619	0.0007913849	0.0006638375	0.00043859315	0.0005784489	0.0007529078	0.0005601248	0.00065000635	0.013442817	0.013442817	0.009142944	0.0077330465	0.014706791	0.0053309505	0.014706791	0.0023454286	0.012623749	0.034220133	0.0050711995	0.001245428	0.0013256914	0.0039625787	0.0047623655	0.0015092202	0.0019967603	0.0007615958	0.0007456622	0.00049878925	0.0018509526	0.0004078065	0.0018676912	0.0002697182	0.0014632354	0.0031200114	0.00042455317	0.0044915094	0.0005901893	0.006928014	0.0009464605	0.000615001	0.0039204056	0.001929978	0.0013331274	0.006928014	-25.403438568115234
s01e10a	15.0	5.0	0.7862975	0.7862975	0.017591743	0.031740833	0.114923306	0.0013685465	0.008920877	0.02384555	0.0029918998	0.026198516	0.005998143	0.0006297088	0.03796238	0.003654889	0.005980319	0.0020785548	0.0006092367	0.00011263916	0.000111097535	0.0021155595	0.013470012	0.006765549	0.0025909203	0.0010478621	0.005027185	0.017709702	0.023916326	0.0023915924	0.00082568184	0.0007207978	0.0003513781	0.0005828306	0.0010971606	0.00060651056	0.0002704495	0.010540716	0.010540716	0.0019368791	0.00442123	0.00538315	0.0014556284	0.00538315	0.0014251344	0.011730342	0.014595027	0.0012444663	0.001411678	0.0005517719	0.0054278695	0.011414835	0.0007925505	0.0009492158	0.00039547094	0.0019110125	0.00023594566	0.0016659239	7.014529e-05	0.0008592149	0.0008817947	0.001063258	0.0013092925	0.00018306923	0.0026934454	0.000463531	0.0053074453	0.0011698155	0.0019445857	0.002212903	0.0016836117	0.0036553303	0.0053074453	-26.19252014160156
s01e10a	20.0	5.0	0.76342666	0.76342666	0.042015217	0.022061812	0.00013827557	0.0029169286	0.10245278	0.00080974045	0.0027930546	0.0022794388	0.0006763644	0.00022842237	0.0016136451	0.0021849037	0.001188588	0.00063317944	0.004107824	0.00041129428	0.0025151812	0.048201285	0.0030503643	0.0030503643	0.0029974964	0.0015552042	0.0011237009	0.0015552042	0.020829685	0.0054888865	0.0030789888	0.0007169603	0.00027455177	0.00069548364	0.0012289786	0.00022955528	0.00023125384	0.0024585451	0.0024585451	0.00047146057	0.0033622426	0.003146069	0.0001973323	0.0033622426	0.0009896655	0.015370262	0.015434766	0.0018526915	0.00064384757	0.0009141345	0.005475609	0.0018088158	0.004124035	0.021857643	0.0012257986	0.013470239	0.0008703367	0.00089807494	0.0006735688	0.004149781	0.0008108964	0.00076764275	0.0007514789	0.00037600094	0.009899326	0.0017157772	0.00033716246	0.007109301	0.0010261186	0.011002255	0.002711557	0.00049526396	0.009899326	-24.04895401000977
s01e10a	25.0	5.0	0.67726445	0.67726445	0.033717617	0.010397236	0.028297726	0.06614813	0.060998406	0.03123003	0.015638951	0.027294513	0.0066345916	0.0020624246	0.0040949034	0.0048456765	0.004853611	0.001407006	0.0070577073	0.0012489187	0.038313136	0.11256487	0.009019452	0.0053009093	0.0038888687	0.017026473	0.0018219313	0.017026473	0.13932136	0.01682306	0.005117231	0.0014304904	0.0007667457	0.0012576125	0.005082927	0.0007299289	0.0009928528	0.0035084812	0.003129864	0.0035084812	0.013461776	0.005236757	0.0009363328	0.013461776	0.0020589004	0.00805297	0.006830522	0.0006465766	0.00074376026	0.0007327152	0.0059986636	0.0036231107	0.0019267823	0.011898248	0.00040383538	0.0031025908	0.0016664776	0.0014937281	0.0022889606	0.0048610377	0.001147507	0.0019737217	0.0010078364	0.0010091825	0.0031373685	0.00203361	0.0025378729	0.022469843	0.0021113127	0.036347516	0.0023194123	0.0004558644	0.022469843	-22.335678100585938
s01e10a	30.0	5.0	0.7784149	0.7784149	0.0077390634	0.036583707	0.0003161369	0.0031402363	0.016349902	0.00071725284	0.001282973	0.006527708	5.988638e-05	8.8813744e-05	0.00079470314	0.002613485	0.0006228084	0.000108359716	0.0035068744	0.0005485373	0.00039606573	0.0058172396	0.003856085	0.0012076764	0.001006239	0.0016645043	0.0005373419	0.0016645043	0.023151783	0.0039582714	0.0014526055	0.00024893568	0.00026481238	0.00023180529	0.008218453	0.00035954823	0.00022165697	0.0022838514	0.0022838514	0.001314309	0.00059479335	0.0011580918	0.0005382492	0.0011580918	0.0022217224	0.0052102674	0.004734733	0.00032944122	0.0004164105	0.00051509286	0.001560447	0.0017700781	0.0012226432	0.12179517	0.0011495842	0.068338476	0.0027912664	0.0017969582	0.0022126073	0.0017344557	0.00038125922	0.00123181	0.0015544271	0.00021397076	0.0021184918	0.0016642974	0.0056737238	0.010862186	0.0008125873	0.012377033	0.002952137	0.00021421695	0.11366075	-22.66309928894043
s01e10a	35.0	5.0	0.8584016	0.8584016	0.008431503	0.13046482	0.00054535875	0.0022313443	0.0032178224	0.0033930922	0.0031949743	0.041490674	0.0011327254	0.000121361794	0.0021103807	0.0058493447	0.0010685129	0.00051094417	0.002278086	0.0008371071	0.001443496	0.0045323004	0.010945894	0.00967801	0.0016102976	0.0021132384	0.0037011711	0.0037011711	0.17468454	0.006666111	0.0015493046	0.0012345967	0.0011235897	0.001144142	0.004447877	0.0008116795	0.0013282525	0.0036191826	0.0010782748	0.0036191826	0.003397263	0.0013937312	0.0015632869	0.003397263	0.00093062146	0.004593336	0.011068866	0.0007806617	0.001637299	0.0018002806	0.0039118123	0.0013462642	0.0034200684	0.007965766	0.002071625	0.005774558	0.001128488	0.0030772358	0.0028741222	0.0078091393	0.00016629991	0.0012406653	0.001345986	0.0004131804	0.003469686	0.0025076224	0.0007539676	0.004762716	0.0007745181	0.010054287	0.0037195503	0.00032518088	0.004762716	-23.112363815307617
s01e10a	40.0	5.0	0.81820506	0.81820506	0.045920383	0.11593098	0.00044190683	0.0031582129	0.17694679	0.002497192	0.003546859	0.007193485	0.0006764518	0.0011001371	0.0012301023	0.0018123041	0.009966684	0.0010852582	0.007911063	0.0019334458	0.004661517	0.004480725	0.006141558	0.006141558	0.001835535	0.0034909407	0.00092403824	0.0034909407	0.035703562	0.007428243	0.004202533	0.0011897904	0.0005344498	0.00078791636	0.002903239	0.0006012176	0.00057305733	0.0010156594	0.0007091177	0.00082833954	0.0019653423	0.0007901972	0.00029966378	0.0019653423	0.00079537934	0.0023242347	0.0077823396	0.00072894525	0.0010368772	0.000694646	0.004006073	0.001238122	0.002309173	0.010114133	0.00062035193	0.0032542741	0.0012104829	0.004630303	0.0029971004	0.0056807525	0.00048236648	0.003316761	0.0022282274	0.0006093378	0.0039311815	0.0007020048	0.001582984	0.014697466	0.0010850137	0.0035956248	0.0027769872	0.00012652922	0.014697466	-22.44012451171875
s01e10a	45.0	5.0	0.7296882	0.7296882	0.11820218	0.060456015	0.00048852747	0.0067517585	0.26415575	0.002598218	0.0034764607	0.0015926128	0.00018243809	0.00070380134	0.0017191906	0.0058653103	0.00128557	0.0014470208	0.002175906	0.0016671346	0.016930763	0.03975881	0.006933386	0.0022615509	0.0043017645	0.0081149	0.0011027718	0.0081149	0.04245125	0.006233279	0.0023023163	0.0008094427	0.0004965038	0.0005478585	0.0029063285	0.00029677086	0.0003879032	0.002504192	0.0023235097	0.001960061	0.0020527176	0.0026755494	0.0007575539	0.0032394258	0.0011226978	0.0064320173	0.016032621	0.00360652	0.0030639514	0.0011474786	0.022200333	0.0018569132	0.0085830465	0.0070164087	0.00033302084	0.0018646147	0.0043220157	0.0047405115	0.00057025213	0.0005806349	0.00069125224	0.0010149939	0.00044440682	0.0015058697	0.0019407296	0.0013758517	0.001129705	0.0033614566	0.0004429272	0.0067731664	0.0027265188	0.00020633725	0.03439437	-22.560028076171875
