episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s4e23d	1	1	0.0	4.0	4.0	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	2	2	4.0	7.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	3	3	7.0	42.0	35.0	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	4	4	42.0	47.0	5.0	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	5	5	47.0	56.0	9.0	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	5	6	56.0	113.0	57.0	True	True	False	False	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True
s4e23d	6	7	113.0	177.0	64.0	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	7	8	177.0	182.0	5.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	8	9	182.0	190.0	8.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23d	8	10	190.0	216.0	26.0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23d	9	11	216.0	222.0	6.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23d	10	12	222.0	241.0	19.0	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	13	241.0	263.0	22.0	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	14	263.0	272.0	9.0	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	15	272.0	295.0	23.0	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	16	295.0	305.0	10.0	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	17	305.0	335.0	30.0	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	18	335.0	359.0	24.0	False	False	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	19	359.0	430.0	71.0	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23d	10	20	430.0	452.0	22.0	False	False	False	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	21	452.0	519.0	67.0	True	True	False	False	True	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	True
s4e23d	10	22	519.0	542.0	23.0	False	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	23	542.0	607.0	65.0	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23d	10	24	607.0	637.0	30.0	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True
s4e23d	11	25	637.0	730.0	93.0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False
