episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Phoeb_Rach	loc_coffeeshop	loc_outside	loc_other
s4e15b	1	1	0.0	106.0	106.0	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e15b	2	2	106.0	162.0	56.0	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s4e15b	3	3	162.0	165.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e15b	4	4	165.0	252.0	87.0	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e15b	5	5	252.0	283.0	31.0	True	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	True	False
s4e15b	5	6	283.0	292.0	9.0	False	False	True	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False
s4e15b	5	7	292.0	367.0	75.0	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e15b	6	8	367.0	436.0	69.0	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False
s4e15b	7	9	436.0	439.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e15b	8	10	439.0	521.0	82.0	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False
s4e15b	9	11	521.0	524.0	3.0	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e15b	10	12	524.0	607.0	83.0	True	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e15b	11	13	607.0	628.0	21.0	True	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False
s4e15b	11	14	628.0	652.0	24.0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False
