episode	scene	segment	onset	offset	duration	ONbond_location	ONbond_charact_entry	ONbond_charact_leave	ONbond_time_jump	ONbond_goal_change	ONbond_music_transit	ONbond_theme_song	ONbond_end	OFFbond_location	OFFbond_charact_entry	OFFbond_charact_leave	OFFbond_time_jump	OFFbond_goal_change	OFFbond_music_transit	OFFbond_theme_song	OFFbond_end	loc_apt1_Mon_Rach	loc_apt2_Chan_Joey	loc_apt3_Ross	loc_apt4_Pheob_Rach	loc_coffeeshop	loc_outside	loc_other
s4e23c	1	1	0.0	85.0	85.0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23c	2	2	85.0	88.0	3.0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23c	3	3	88.0	152.0	64.0	True	False	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23c	3	4	152.0	196.0	44.0	False	True	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	True
s4e23c	3	5	196.0	242.0	46.0	False	False	True	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23c	4	6	242.0	245.0	3.0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23c	5	7	245.0	310.0	65.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23c	6	8	310.0	347.0	37.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23c	7	9	347.0	369.0	22.0	True	False	False	True	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	False
s4e23c	8	10	369.0	411.0	42.0	True	False	False	True	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23c	8	11	411.0	457.0	46.0	True	True	False	False	True	False	False	False	True	False	True	False	True	False	False	False	True	False	False	False	False	False	True
s4e23c	8	12	457.0	478.0	21.0	True	False	True	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23c	8	13	478.0	525.0	47.0	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23c	8	14	525.0	534.0	9.0	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23c	9	15	534.0	538.0	4.0	False	False	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23c	10	16	538.0	554.0	16.0	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
s4e23c	10	17	554.0	575.0	21.0	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23c	10	18	575.0	597.0	22.0	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True
s4e23c	10	19	597.0	627.0	30.0	False	False	False	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True
s4e23c	11	20	627.0	670.0	43.0	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23c	12	21	670.0	673.0	3.0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23c	13	22	673.0	684.0	11.0	True	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
s4e23c	13	23	684.0	693.0	9.0	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True
s4e23c	14	24	693.0	699.0	6.0	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	True	False
s4e23c	15	25	699.0	744.0	45.0	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True
