onset	duration	onset_frame
0.000	5.406	1
5.406	2.536	163
7.942	1.802	239
9.744	1.902	293
11.646	6.640	350
18.286	3.804	549
22.090	1.568	663
23.658	2.870	710
26.528	7.575	796
34.103	5.005	1023
39.108	2.569	1173
41.677	5.873	1250
47.550	1.702	1426
49.252	8.843	1477
58.094	3.737	1742
61.832	2.369	1854
64.201	1.969	1925
66.170	2.169	1984
68.339	6.607	2049
74.945	4.104	2247
79.050	5.773	2370
84.823	3.937	2543
88.760	4.104	2661
92.864	3.103	2784
95.968	2.636	2877
98.604	15.183	2956
113.786	3.537	3411
117.323	1.902	3517
119.225	1.502	3574
120.727	2.035	3619
122.762	1.769	3680
124.531	3.570	3733
128.101	3.937	3840
132.039	1.702	3958
133.741	1.401	4009
135.142	5.105	4051
140.247	3.237	4204
143.484	3.070	4301
146.554	4.705	4393
151.259	10.544	4534
161.803	1.301	4850
163.105	1.268	4889
164.373	4.038	4927
168.410	3.537	5048
171.947	2.503	5154
174.450	3.270	5229
177.720	10.745	5327
188.465	37.072	5649
225.537	2.636	6760
228.173	5.739	6839
233.913	3.904	7011
237.817	1.935	7128
239.752	10.911	7186
250.664	4.939	7513
255.602	0.834	7661
256.436	2.403	7686
258.839	14.682	7758
273.521	5.873	8198
279.394	3.137	8374
282.530	10.945	8468
293.475	1.835	8796
295.311	2.002	8851
297.313	1.668	8911
298.981	3.971	8961
302.952	2.102	9080
305.054	2.035	9143
307.090	1.502	9204
308.591	1.668	9249
310.260	6.340	9299
316.600	2.436	9489
319.035	1.468	9562
320.504	8.209	9606
328.712	2.669	9852
331.382	1.368	9932
332.750	4.071	9973
336.821	1.735	10095
338.556	5.673	10147
344.229	4.872	10317
349.100	7.408	10463
356.508	1.568	10685
358.077	6.507	10732
364.583	2.136	10927
366.719	3.937	10991
370.656	3.137	11109
373.793	3.470	11203
377.263	4.271	11307
381.535	1.668	11435
383.203	2.102	11485
385.305	2.169	11548
387.474	3.604	11613
391.078	5.806	11721
396.884	3.737	11895
400.621	5.139	12007
405.760	1.668	12161
407.428	1.502	12211
408.930	2.236	12256
411.166	6.607	12323
417.773	5.005	12521
422.778	4.538	12671
427.316	3.671	12807
430.987	4.238	12917
435.224	3.370	13044
438.595	1.935	13145
440.530	2.636	13203
443.166	5.105	13282
448.271	1.969	13435
450.240	4.405	13494
454.645	3.837	13626
458.482	4.571	13741
463.054	5.406	13878
468.459	16.918	14040
485.377	4.638	14547
490.015	3.237	14686
493.252	6.340	14783
499.592	7.508	14973
507.100	7.141	15198
514.241	1.802	15412
516.043	1.368	15466
517.411	5.005	15507
522.416	4.605	15657
527.021	7.374	15795
534.395	1.668	16016
536.064	3.237	16066
539.300	2.936	16163
542.237	1.201	16251
543.438	1.702	16287
545.140	1.935	16338
547.075	6.841	16396
553.916	1.602	16601
555.517	3.437	16649
558.954	2.169	16752
561.123	1.635	16817
562.758	6.540	16866
569.299	3.804	17062
573.103	4.405	17176
577.507	2.770	17308
580.277	2.035	17391
582.312	8.375	17452
590.688	4.338	17703
595.026	2.302	17833
597.328	1.835	17902
599.163	1.869	17957
601.032	1.969	18013
603.001	4.305	18072
607.305	5.406	18201
612.711	6.807	18363
619.518	1.969	18567
621.487	2.536	18626
624.023	4.738	18702
628.761	2.936	18844
631.698	5.239	18932
636.936	5.739	19089
642.676	10.344	19261
653.020	1.535	19571
654.555	9.110	19617
663.665	3.203	19890
666.868	7.908	19986
674.776	4.138	20223
678.914	11.112	20347
690.026	2.002	20680
692.028	3.737	20740
695.765	3.103	20852
698.868	1.401	20945
700.270	3.404	20987
703.673	8.442	21089
