onset	duration	onset_frame
0.000	4.972	1
4.972	1.468	150
6.440	4.505	194
10.945	6.373	329
17.318	3.037	520
20.355	3.037	611
23.391	3.037	702
26.428	2.369	793
28.797	4.838	864
33.635	5.239	1009
38.874	12.580	1166
51.454	2.336	1543
53.790	2.436	1613
56.226	6.807	1686
63.033	3.303	1890
66.336	1.668	1989
68.005	1.101	2039
69.106	4.405	2072
73.511	1.802	2204
75.313	1.769	2258
77.081	12.713	2311
89.794	8.676	2692
98.470	2.903	2952
101.373	2.803	3039
104.176	1.902	3123
106.078	1.201	3180
107.279	0.968	3216
108.247	5.606	3245
113.853	4.972	3413
118.825	2.336	3562
121.161	5.406	3632
126.566	2.669	3794
129.236	9.610	3874
138.846	1.835	4162
140.681	2.069	4217
142.750	1.268	4279
144.018	2.202	4317
146.220	1.435	4383
147.655	3.137	4426
150.792	2.503	4520
153.295	7.875	4595
161.169	1.869	4831
163.038	1.835	4887
164.873	3.203	4942
168.077	1.969	5038
170.045	2.035	5097
172.081	8.542	5158
180.623	10.144	5414
190.767	9.910	5718
200.678	1.502	6015
202.179	6.874	6060
209.053	4.104	6266
213.157	4.705	6389
217.862	1.602	6530
219.464	7.074	6578
226.538	2.803	6790
229.341	2.403	6874
231.744	3.103	6946
234.847	7.708	7039
242.555	1.001	7270
243.556	2.269	7300
245.825	2.436	7368
248.261	14.515	7441
262.776	2.035	7876
264.812	3.203	7937
268.015	3.437	8033
271.452	2.603	8136
274.055	2.703	8214
276.758	3.103	8295
279.861	1.869	8388
281.730	3.370	8444
285.100	1.769	8545
286.868	4.371	8598
291.240	1.201	8729
292.441	5.839	8765
298.280	9.977	8940
308.257	8.209	9239
316.466	10.544	9485
327.011	1.268	9801
328.279	8.909	9839
337.188	15.450	10106
352.637	6.440	10569
359.078	9.643	10762
368.721	3.003	11051
371.724	1.568	11141
373.293	5.506	11188
378.798	2.870	11353
381.668	1.769	11439
383.437	8.442	11492
391.879	3.203	11745
395.082	6.607	11841
401.689	2.870	12039
404.559	1.401	12125
405.960	10.478	12167
416.438	11.445	12481
427.883	4.571	12824
432.455	5.539	12961
437.994	2.703	13127
440.697	1.101	13208
441.798	2.536	13241
444.334	2.970	13317
447.304	4.705	13406
452.009	3.837	13547
455.846	4.138	13662
459.984	5.973	13786
465.957	3.704	13965
469.661	3.437	14076
473.097	2.136	14179
475.233	3.937	14243
479.171	7.141	14361
486.311	2.136	14575
488.447	5.839	14639
494.286	1.401	14814
495.688	1.235	14856
496.923	2.302	14893
499.225	11.712	14962
510.937	5.039	15313
515.976	2.236	15464
518.212	2.236	15531
520.447	1.835	15598
522.283	4.705	15653
526.987	4.004	15794
530.992	2.503	15914
533.494	7.875	15989
541.369	1.535	16225
542.904	4.905	16271
547.809	2.469	16418
550.279	1.635	16492
551.914	10.077	16541
561.991	3.504	16843
565.495	2.236	16948
567.730	7.708	17015
575.438	5.573	17246
581.011	8.642	17413
589.653	8.075	17672
597.729	5.539	17914
603.268	11.245	18080
614.513	1.268	18417
615.781	8.175	18455
623.956	21.256	18700
645.212	1.835	19337
647.047	4.171	19392
651.218	2.002	19517
653.220	2.002	19577
655.222	2.002	19637
657.224	1.502	19697
658.726	8.843	19742
