onset	duration	onset_frame
0.000	4.538	1
4.538	1.468	137
6.006	4.204	181
10.211	5.406	307
15.616	4.338	469
19.954	5.806	599
25.760	3.570	773
29.331	2.202	880
31.533	5.239	946
36.772	4.405	1103
41.177	2.536	1235
43.713	1.602	1311
45.314	4.438	1359
49.752	2.369	1492
52.121	4.672	1563
56.793	1.435	1703
58.228	1.635	1746
59.863	1.668	1795
61.531	1.435	1845
62.966	4.405	1888
67.371	2.836	2020
70.207	6.407	2105
76.614	1.235	2297
77.849	4.438	2334
82.287	4.805	2467
87.092	2.903	2611
89.995	1.468	2698
91.463	4.705	2742
96.168	4.305	2883
100.472	5.739	3012
106.212	3.070	3184
109.282	6.440	3276
115.722	2.436	3469
118.158	3.470	3542
121.628	2.503	3646
124.131	8.275	3721
132.406	1.235	3969
133.641	3.037	4006
136.677	5.039	4097
141.716	5.739	4248
147.455	1.301	4420
148.756	1.635	4459
150.391	5.706	4508
156.097	3.837	4679
159.935	3.037	4794
162.971	3.337	4885
166.308	4.038	4985
170.346	1.535	5106
171.881	1.535	5152
173.416	6.106	5198
179.522	7.508	5381
187.030	6.006	5606
193.036	3.270	5786
196.306	10.344	5884
206.651	1.668	6194
208.319	5.839	6244
214.159	1.568	6419
215.727	3.837	6466
219.564	1.969	6581
221.533	6.273	6640
227.806	7.575	6828
235.381	14.749	7055
250.130	3.771	7497
253.900	4.972	7610
258.872	7.541	7759
266.413	6.373	7985
272.787	3.937	8176
276.724	1.201	8294
277.926	1.435	8330
279.360	2.803	8373
282.163	2.169	8457
284.332	0.901	8522
285.233	2.403	8549
287.636	1.668	8621
289.304	5.372	8671
294.677	1.268	8832
295.945	6.440	8870
302.385	1.401	9063
303.786	8.642	9105
312.429	11.178	9364
323.607	9.510	9699
333.117	10.645	9984
343.761	1.902	10303
345.663	3.203	10360
348.867	2.603	10456
351.470	4.872	10534
356.341	3.337	10680
359.678	9.543	10780
369.222	6.106	11066
375.328	4.271	11249
379.599	1.635	11377
381.234	1.401	11426
382.636	2.169	11468
384.805	2.736	11533
387.541	4.905	11615
392.446	2.469	11762
394.915	2.169	11836
397.084	2.870	11901
399.954	3.203	11987
403.157	4.838	12083
407.996	1.068	12228
409.063	0.667	12260
409.731	0.801	12280
410.532	5.172	12304
415.704	3.237	12459
418.941	7.875	12556
426.815	1.368	12792
428.184	0.834	12833
429.018	1.268	12858
430.286	5.773	12896
436.059	1.502	13069
437.560	2.336	13114
439.896	3.537	13184
443.433	6.874	13290
450.307	2.002	13496
452.309	2.369	13556
454.678	6.440	13627
461.118	0.667	13820
461.786	1.535	13840
463.321	1.568	13886
464.889	3.303	13933
468.192	4.138	14032
472.330	2.236	14156
474.566	5.172	14223
479.738	7.775	14378
487.513	1.168	14611
488.681	4.471	14646
493.152	9.210	14780
502.362	6.807	15056
509.169	1.235	15260
510.403	3.170	15297
513.573	8.142	15392
521.715	4.805	15636
526.520	5.873	15780
532.393	2.936	15956
535.330	2.503	16044
537.832	4.305	16119
542.137	3.971	16248
546.108	3.971	16367
550.078	1.235	16486
551.313	2.736	16523
554.049	3.470	16605
557.520	1.502	16709
559.021	4.204	16754
563.226	2.503	16880
565.728	5.272	16955
571.000	2.035	17113
573.036	4.972	17174
578.008	3.237	17323
581.245	3.904	17420
585.149	1.468	17537
586.617	4.471	17581
591.088	3.537	17715
594.625	2.102	17821
596.727	1.902	17884
598.629	2.035	17941
600.665	1.635	18002
602.300	1.368	18051
603.668	3.270	18092
606.938	13.915	18190
620.853	2.536	18607
623.389	5.005	18683
628.394	1.702	18833
630.096	2.035	18884
632.131	8.743	18945
640.874	2.569	19207
643.443	1.602	19284
645.045	4.338	19332
649.383	2.002	19462
651.385	1.502	19522
652.887	9.110	19567
